GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:2000278~regulation of DNA biosynthetic process,6,0.132006977,"140609, 5594, 5595, 22948, 5588, 6714",416,2.229807692,"['NEK7', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ', 'SRC']"
GO:0051052~regulation of DNA metabolic process,16,0.292488498,"8850, 140609, 4361, 5594, 5595, 22948, 7454, 23326, 1017, 60489, 1950, 51377, 5588, 207, 6714, 2648",416,1.253405111,"['KAT2B', 'NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'CCT5', 'WAS', 'USP22', 'CDK2', 'APOBEC3G', 'EGF', 'UCHL5', 'PRKCQ', 'AKT1', 'SRC', 'KAT2A']"
GO:0009266~response to temperature stimulus,11,0.00584673,"3329, 1965, 34, 11080, 6198, 3337, 37, 4067, 4287, 207, 3066",416,2.823191139,"['HSPD1', 'EIF2S1', 'ACADM', 'DNAJB4', 'RPS6KB1', 'DNAJB1', 'ACADVL', 'LYN', 'ATXN3', 'AKT1', 'HDAC2']"
GO:0009408~response to heat,8,0.00752321,"1965, 11080, 6198, 3337, 4067, 4287, 207, 3066",416,3.539377289,"['EIF2S1', 'DNAJB4', 'RPS6KB1', 'DNAJB1', 'LYN', 'ATXN3', 'AKT1', 'HDAC2']"
GO:0034605~cellular response to heat,5,0.030280366,"1965, 3337, 4067, 4287, 3066",416,4.223120629,"['EIF2S1', 'DNAJB1', 'LYN', 'ATXN3', 'HDAC2']"
GO:0009611~response to wounding,33,1.53e-05,"6198, 4352, 5321, 84959, 80739, 94121, 596, 673, 3611, 27243, 5578, 27183, 959, 4087, 4088, 7454, 4067, 4089, 5894, 1809, 1490, 3371, 5905, 79643, 2876, 23173, 1465, 81565, 5588, 5601, 6714, 2814, 7409",416,2.333322357,"['RPS6KB1', 'MPL', 'PLA2G4A', 'UBASH3B', 'MPIG6B', 'SYTL4', 'BCL2', 'BRAF', 'ILK', 'CHMP2A', 'PRKCA', 'VPS4A', 'CD40LG', 'SMAD2', 'SMAD3', 'WAS', 'LYN', 'SMAD4', 'RAF1', 'DPYSL3', 'CCN2', 'TNC', 'RANGAP1', 'CHMP6', 'GPX1', 'METAP1', 'CSRP1', 'NDEL1', 'PRKCQ', 'MAPK9', 'SRC', 'GP5', 'VAV1']"
GO:0030168~platelet activation,13,4.37e-05,"4352, 4067, 5321, 84959, 23173, 3611, 1465, 5588, 5578, 6714, 959, 2814, 7409",416,4.376132246,"['MPL', 'LYN', 'PLA2G4A', 'UBASH3B', 'METAP1', 'ILK', 'CSRP1', 'PRKCQ', 'PRKCA', 'SRC', 'CD40LG', 'GP5', 'VAV1']"
GO:0050817~coagulation,16,0.000295,"4352, 4067, 5321, 7454, 84959, 80739, 23173, 3611, 1465, 5588, 5578, 307, 6714, 959, 2814, 7409",416,3.021419637,"['MPL', 'LYN', 'PLA2G4A', 'WAS', 'UBASH3B', 'MPIG6B', 'METAP1', 'ILK', 'CSRP1', 'PRKCQ', 'PRKCA', 'ANXA4', 'SRC', 'CD40LG', 'GP5', 'VAV1']"
GO:0007596~blood coagulation,15,0.000637,"4352, 4067, 5321, 7454, 84959, 80739, 23173, 3611, 1465, 5588, 5578, 6714, 959, 2814, 7409",416,2.940147274,"['MPL', 'LYN', 'PLA2G4A', 'WAS', 'UBASH3B', 'MPIG6B', 'METAP1', 'ILK', 'CSRP1', 'PRKCQ', 'PRKCA', 'SRC', 'CD40LG', 'GP5', 'VAV1']"
GO:0042060~wound healing,24,0.000815,"4087, 4352, 4088, 4067, 5321, 4089, 7454, 5894, 84959, 80739, 94121, 79643, 2876, 23173, 3611, 1465, 27243, 5588, 5578, 27183, 6714, 959, 2814, 7409",416,2.164861837,"['SMAD2', 'MPL', 'SMAD3', 'LYN', 'PLA2G4A', 'SMAD4', 'WAS', 'RAF1', 'UBASH3B', 'MPIG6B', 'SYTL4', 'CHMP6', 'GPX1', 'METAP1', 'ILK', 'CSRP1', 'CHMP2A', 'PRKCQ', 'PRKCA', 'VPS4A', 'SRC', 'CD40LG', 'GP5', 'VAV1']"
GO:0007599~hemostasis,15,0.000916,"4352, 4067, 5321, 7454, 84959, 80739, 23173, 3611, 1465, 5588, 5578, 6714, 959, 2814, 7409",416,2.83258091,"['MPL', 'LYN', 'PLA2G4A', 'WAS', 'UBASH3B', 'MPIG6B', 'METAP1', 'ILK', 'CSRP1', 'PRKCQ', 'PRKCA', 'SRC', 'CD40LG', 'GP5', 'VAV1']"
GO:0010543~regulation of platelet activation,6,0.005947138,"4067, 5321, 5588, 5578, 84959, 2814",416,5.16159188,"['LYN', 'PLA2G4A', 'PRKCQ', 'PRKCA', 'UBASH3B', 'GP5']"
GO:0034109~homotypic cell-cell adhesion,8,0.006111943,"4352, 23173, 3611, 4067, 1465, 5588, 5578, 84959",416,3.679550647,"['MPL', 'METAP1', 'ILK', 'LYN', 'CSRP1', 'PRKCQ', 'PRKCA', 'UBASH3B']"
GO:0050878~regulation of body fluid levels,17,0.017624298,"4352, 4067, 7432, 5321, 7454, 84959, 80739, 23173, 3611, 1465, 5588, 5578, 4830, 6714, 959, 2814, 7409",416,1.907544825,"['MPL', 'LYN', 'VIP', 'PLA2G4A', 'WAS', 'UBASH3B', 'MPIG6B', 'METAP1', 'ILK', 'CSRP1', 'PRKCQ', 'PRKCA', 'NME1', 'SRC', 'CD40LG', 'GP5', 'VAV1']"
GO:0050818~regulation of coagulation,7,0.026806797,"4067, 5321, 5588, 5578, 307, 84959, 2814",416,3.06773857,"['LYN', 'PLA2G4A', 'PRKCQ', 'PRKCA', 'ANXA4', 'UBASH3B', 'GP5']"
GO:0090330~regulation of platelet aggregation,4,0.030777958,"4067, 5588, 5578, 84959",416,5.806790865,"['LYN', 'PRKCQ', 'PRKCA', 'UBASH3B']"
GO:1903034~regulation of response to wounding,10,0.04955205,"673, 4088, 4067, 5321, 81565, 5588, 5578, 84959, 94121, 2814",416,2.102005743,"['BRAF', 'SMAD3', 'LYN', 'PLA2G4A', 'NDEL1', 'PRKCQ', 'PRKCA', 'UBASH3B', 'SYTL4', 'GP5']"
GO:0034110~regulation of homotypic cell-cell adhesion,4,0.050862209,"4067, 5588, 5578, 84959",416,4.764546351,"['LYN', 'PRKCQ', 'PRKCA', 'UBASH3B']"
GO:0030193~regulation of blood coagulation,6,0.064358649,"4067, 5321, 5588, 5578, 84959, 2814",416,2.787259615,"['LYN', 'PLA2G4A', 'PRKCQ', 'PRKCA', 'UBASH3B', 'GP5']"
GO:1900046~regulation of hemostasis,6,0.068839933,"4067, 5321, 5588, 5578, 84959, 2814",416,2.732607466,"['LYN', 'PLA2G4A', 'PRKCQ', 'PRKCA', 'UBASH3B', 'GP5']"
GO:0070527~platelet aggregation,5,0.069135212,"4352, 23173, 3611, 1465, 84959",416,3.225994925,"['MPL', 'METAP1', 'ILK', 'CSRP1', 'UBASH3B']"
GO:0061041~regulation of wound healing,8,0.116427323,"4088, 4067, 5321, 5588, 5578, 84959, 94121, 2814",416,1.945730971,"['SMAD3', 'LYN', 'PLA2G4A', 'PRKCQ', 'PRKCA', 'UBASH3B', 'SYTL4', 'GP5']"
GO:0051282~regulation of sequestering of calcium ion,3,0.818493406,"4067, 84959, 2814",416,0.967798478,"['LYN', 'UBASH3B', 'GP5']"
GO:0051208~sequestering of calcium ion,3,0.827306148,"4067, 84959, 2814",416,0.948047488,"['LYN', 'UBASH3B', 'GP5']"
GO:0051238~sequestering of metal ion,3,0.863540764,"4067, 84959, 2814",416,0.865608576,"['LYN', 'UBASH3B', 'GP5']"
GO:0006081~cellular aldehyde metabolic process,10,9.51e-05,"3417, 7167, 3029, 8644, 57026, 128, 9380, 5226, 2539, 7086",416,5.401665921,"['IDH1', 'TPI1', 'HAGH', 'AKR1C3', 'PDXP', 'ADH5', 'GRHPR', 'PGD', 'G6PD', 'TKT']"
GO:0019682~glyceraldehyde-3-phosphate metabolic process,4,0.009810303,"7167, 5226, 2539, 7086",416,8.848443223,"['TPI1', 'PGD', 'G6PD', 'TKT']"
GO:0006098~pentose-phosphate shunt,3,0.050589462,"5226, 2539, 7086",416,8.197822398,"['PGD', 'G6PD', 'TKT']"
GO:0006739~NADP metabolic process,4,0.064568938,"3417, 5226, 2539, 7086",416,4.321332737,"['IDH1', 'PGD', 'G6PD', 'TKT']"
GO:0051156~glucose 6-phosphate metabolic process,3,0.106723335,"5226, 2539, 7086",416,5.360114645,"['PGD', 'G6PD', 'TKT']"
GO:0006413~translational initiation,10,0.001211141,"1965, 55364, 8562, 6198, 7884, 2332, 8669, 10289, 5094, 84285",416,3.839200572,"['EIF2S1', 'IMPACT', 'DENR', 'RPS6KB1', 'SLBP', 'FMR1', 'EIF3J', 'EIF1B', 'PCBP2', 'EIF1AD']"
GO:0002181~cytoplasmic translation,9,0.023968367,"55364, 8562, 7884, 6233, 2332, 5315, 8669, 4733, 5094",416,2.58079594,"['IMPACT', 'DENR', 'SLBP', 'RPS27A', 'FMR1', 'PKM', 'EIF3J', 'DRG1', 'PCBP2']"
GO:0002183~cytoplasmic translational initiation,4,0.071993752,"8562, 7884, 8669, 5094",416,4.129273504,"['DENR', 'SLBP', 'EIF3J', 'PCBP2']"
GO:0045597~positive regulation of cell differentiation,42,0.000428,"6197, 4352, 5584, 6772, 7424, 4673, 8654, 6774, 3561, 3066, 4090, 572, 55364, 596, 673, 3458, 3611, 2664, 1399, 10938, 28971, 5578, 8767, 3635, 2648, 4086, 4087, 4088, 4067, 4089, 4860, 9798, 1809, 1490, 2932, 2332, 81565, 23011, 207, 6457, 5501, 5601",416,1.773710664,"['RPS6KA3', 'MPL', 'PRKCI', 'STAT1', 'VEGFC', 'NAP1L1', 'PDE5A', 'STAT3', 'IL2RG', 'HDAC2', 'SMAD5', 'BAD', 'IMPACT', 'BCL2', 'BRAF', 'IFNG', 'ILK', 'GDI1', 'CRKL', 'EHD1', 'AAMDC', 'PRKCA', 'RIPK2', 'INPP5D', 'KAT2A', 'SMAD1', 'SMAD2', 'SMAD3', 'LYN', 'SMAD4', 'PNP', 'IST1', 'DPYSL3', 'CCN2', 'GSK3B', 'FMR1', 'NDEL1', 'RAB21', 'AKT1', 'SH3GL3', 'PPP1CC', 'MAPK9']"
GO:0007399~nervous system development,81,0.000473,"6197, 23769, 5781, 5584, 6277, 8775, 6477, 471, 26470, 10612, 673, 55364, 596, 2664, 952, 10938, 4522, 119, 9218, 5019, 10298, 5813, 10611, 7332, 5594, 5595, 5870, 10380, 4067, 5872, 9798, 3251, 3371, 1072, 27330, 83700, 79840, 1267, 51377, 81565, 23011, 5588, 207, 5501, 208, 6714, 4154, 7424, 6456, 4673, 6774, 3066, 84816, 572, 374, 23380, 3458, 3337, 3611, 1950, 1399, 7337, 2648, 4086, 4287, 4089, 1809, 8087, 2932, 55236, 2057, 2332, 10000, 5049, 6457, 4830, 8877, 4677, 11059, 106821730, 2539",416,1.450578443,"['RPS6KA3', 'FLRT1', 'PTPN11', 'PRKCI', 'S100A6', 'NAPA', 'SIAH1', 'ATIC', 'SEZ6L2', 'TRIM3', 'BRAF', 'IMPACT', 'BCL2', 'GDI1', 'CD38', 'EHD1', 'MTHFD1', 'ADD2', 'VAPA', 'OXCT1', 'PAK4', 'PURA', 'PDLIM5', 'UBE2L3', 'MAPK1', 'MAPK3', 'RAB6A', 'BPNT1', 'LYN', 'RAB13', 'IST1', 'HPRT1', 'TNC', 'CFL1', 'RPS6KA6', 'JAM3', 'NHEJ1', 'CNP', 'UCHL5', 'NDEL1', 'RAB21', 'PRKCQ', 'AKT1', 'PPP1CC', 'AKT2', 'SRC', 'MBNL1', 'VEGFC', 'SH3GL2', 'NAP1L1', 'STAT3', 'HDAC2', 'RTN4IP1', 'BAD', 'AREG', 'SRGAP2', 'IFNG', 'DNAJB1', 'ILK', 'EGF', 'CRKL', 'UBE3A', 'KAT2A', 'SMAD1', 'ATXN3', 'SMAD4', 'DPYSL3', 'FXR1', 'GSK3B', 'UBA6', 'EPOR', 'FMR1', 'AKT3', 'PAFAH1B2', 'SH3GL3', 'NME1', 'SPHK1', 'NARS1', 'WWP1', 'PAK6', 'G6PD']"
GO:0031175~neuron projection development,38,0.000579,"23769, 5781, 5584, 6277, 6456, 6477, 3066, 84816, 374, 55364, 596, 23380, 673, 2664, 1399, 952, 10938, 7337, 9218, 10298, 10611, 5870, 4067, 4089, 5872, 9798, 1809, 3251, 3371, 1072, 2932, 1267, 55236, 2332, 81565, 23011, 5588, 106821730",416,1.812386471,"['FLRT1', 'PTPN11', 'PRKCI', 'S100A6', 'SH3GL2', 'SIAH1', 'HDAC2', 'RTN4IP1', 'AREG', 'IMPACT', 'BCL2', 'SRGAP2', 'BRAF', 'GDI1', 'CRKL', 'CD38', 'EHD1', 'UBE3A', 'VAPA', 'PAK4', 'PDLIM5', 'RAB6A', 'LYN', 'SMAD4', 'RAB13', 'IST1', 'DPYSL3', 'HPRT1', 'TNC', 'CFL1', 'GSK3B', 'CNP', 'UBA6', 'FMR1', 'NDEL1', 'RAB21', 'PRKCQ', 'PAK6']"
GO:0051094~positive regulation of developmental process,54,0.000641,"6197, 6198, 5584, 8654, 3561, 4090, 673, 55364, 596, 2664, 10938, 28971, 5578, 8767, 5579, 10298, 3635, 4067, 4860, 9798, 1072, 81565, 23011, 207, 5501, 6714, 4352, 6772, 7424, 4673, 6774, 116986, 3066, 572, 3458, 3611, 1950, 1399, 2321, 5315, 2648, 4086, 4087, 4088, 4089, 1809, 1490, 2932, 2332, 10000, 6457, 8877, 5601, 10443",416,1.600851087,"['RPS6KA3', 'RPS6KB1', 'PRKCI', 'PDE5A', 'IL2RG', 'SMAD5', 'BRAF', 'IMPACT', 'BCL2', 'GDI1', 'EHD1', 'AAMDC', 'PRKCA', 'RIPK2', 'PRKCB', 'PAK4', 'INPP5D', 'LYN', 'PNP', 'IST1', 'CFL1', 'NDEL1', 'RAB21', 'AKT1', 'PPP1CC', 'SRC', 'MPL', 'STAT1', 'VEGFC', 'NAP1L1', 'STAT3', 'AGAP2', 'HDAC2', 'BAD', 'IFNG', 'ILK', 'EGF', 'CRKL', 'FLT1', 'PKM', 'KAT2A', 'SMAD1', 'SMAD2', 'SMAD3', 'SMAD4', 'DPYSL3', 'CCN2', 'GSK3B', 'FMR1', 'AKT3', 'SH3GL3', 'SPHK1', 'MAPK9', 'N4BP2L2']"
GO:0040007~growth,37,0.000907,"6197, 23769, 5781, 6198, 6456, 6774, 374, 55364, 596, 29842, 2664, 1399, 952, 7337, 10298, 87178, 10611, 2648, 4086, 4087, 4088, 4089, 9798, 3371, 5607, 2932, 2876, 81565, 23011, 5588, 207, 8877, 9647, 51119, 6714, 106821730, 2539",416,1.784849529,"['RPS6KA3', 'FLRT1', 'PTPN11', 'RPS6KB1', 'SH3GL2', 'STAT3', 'AREG', 'IMPACT', 'BCL2', 'TFCP2L1', 'GDI1', 'CRKL', 'CD38', 'UBE3A', 'PAK4', 'PNPT1', 'PDLIM5', 'KAT2A', 'SMAD1', 'SMAD2', 'SMAD3', 'SMAD4', 'IST1', 'TNC', 'MAP2K5', 'GSK3B', 'GPX1', 'NDEL1', 'RAB21', 'PRKCQ', 'AKT1', 'SPHK1', 'PPM1F', 'SBDS', 'SRC', 'PAK6', 'G6PD']"
GO:0048468~cell development,73,0.001110624,"23769, 8452, 5781, 6198, 5584, 6277, 6477, 8654, 4090, 2194, 673, 55364, 596, 2664, 952, 10938, 9218, 10298, 10611, 5594, 5595, 5870, 4067, 5872, 9798, 2241, 3251, 3371, 1072, 83700, 2876, 1465, 1267, 81565, 23011, 5588, 207, 5501, 208, 5305, 6714, 4352, 7424, 8994, 6456, 4673, 6774, 3066, 84816, 80739, 572, 374, 23380, 3458, 29842, 3611, 1399, 7337, 9519, 4088, 4089, 1809, 219990, 8087, 2932, 55236, 2332, 6457, 128637, 106821730, 2539, 2814, 87",416,1.44489385,"['FLRT1', 'CUL3', 'PTPN11', 'RPS6KB1', 'PRKCI', 'S100A6', 'SIAH1', 'PDE5A', 'SMAD5', 'FASN', 'BRAF', 'IMPACT', 'BCL2', 'GDI1', 'CD38', 'EHD1', 'VAPA', 'PAK4', 'PDLIM5', 'MAPK1', 'MAPK3', 'RAB6A', 'LYN', 'RAB13', 'IST1', 'FER', 'HPRT1', 'TNC', 'CFL1', 'JAM3', 'GPX1', 'CSRP1', 'CNP', 'NDEL1', 'RAB21', 'PRKCQ', 'AKT1', 'PPP1CC', 'AKT2', 'PIP4K2A', 'SRC', 'MPL', 'VEGFC', 'LIMD1', 'SH3GL2', 'NAP1L1', 'STAT3', 'HDAC2', 'RTN4IP1', 'MPIG6B', 'BAD', 'AREG', 'SRGAP2', 'IFNG', 'TFCP2L1', 'ILK', 'CRKL', 'UBE3A', 'TBPL1', 'SMAD3', 'SMAD4', 'DPYSL3', 'OOSP2', 'FXR1', 'GSK3B', 'UBA6', 'FMR1', 'SH3GL3', 'TBC1D20', 'PAK6', 'G6PD', 'GP5', 'ACTN1']"
GO:0045595~regulation of cell differentiation,64,0.001264973,"6197, 5781, 5584, 8654, 3561, 4090, 84959, 23081, 673, 55364, 596, 2664, 952, 10938, 28971, 5578, 8767, 3635, 5814, 10611, 9817, 5594, 4067, 4860, 9798, 1072, 81565, 23011, 207, 5501, 4352, 10193, 6772, 7424, 8994, 4673, 6774, 3066, 84816, 282618, 572, 374, 23380, 3458, 3611, 1399, 7337, 2648, 284273, 4086, 4087, 4286, 4088, 4089, 5894, 1809, 8087, 1490, 2932, 2332, 6457, 5601, 10443, 2539",416,1.485053408,"['RPS6KA3', 'PTPN11', 'PRKCI', 'PDE5A', 'IL2RG', 'SMAD5', 'UBASH3B', 'KDM4C', 'BRAF', 'IMPACT', 'BCL2', 'GDI1', 'CD38', 'EHD1', 'AAMDC', 'PRKCA', 'RIPK2', 'INPP5D', 'PURB', 'PDLIM5', 'KEAP1', 'MAPK1', 'LYN', 'PNP', 'IST1', 'CFL1', 'NDEL1', 'RAB21', 'AKT1', 'PPP1CC', 'MPL', 'RNF41', 'STAT1', 'VEGFC', 'LIMD1', 'NAP1L1', 'STAT3', 'HDAC2', 'RTN4IP1', 'IFNL1', 'BAD', 'AREG', 'SRGAP2', 'IFNG', 'ILK', 'CRKL', 'UBE3A', 'KAT2A', 'ZADH2', 'SMAD1', 'SMAD2', 'MITF', 'SMAD3', 'SMAD4', 'RAF1', 'DPYSL3', 'FXR1', 'CCN2', 'GSK3B', 'FMR1', 'SH3GL3', 'MAPK9', 'N4BP2L2', 'G6PD']"
GO:0030030~cell projection organization,51,0.005584857,"23769, 8452, 5781, 23607, 5584, 6277, 6477, 673, 55364, 596, 2664, 952, 10938, 9218, 10298, 10611, 5870, 7454, 4067, 5872, 9798, 2241, 3251, 3371, 1072, 83547, 1267, 81565, 23011, 5588, 207, 6714, 6456, 3066, 84816, 374, 23380, 3611, 1399, 7337, 30845, 140735, 30844, 2648, 4089, 1809, 8087, 2932, 55236, 2332, 106821730",416,1.466978745,"['FLRT1', 'CUL3', 'PTPN11', 'CD2AP', 'PRKCI', 'S100A6', 'SIAH1', 'BRAF', 'IMPACT', 'BCL2', 'GDI1', 'CD38', 'EHD1', 'VAPA', 'PAK4', 'PDLIM5', 'RAB6A', 'WAS', 'LYN', 'RAB13', 'IST1', 'FER', 'HPRT1', 'TNC', 'CFL1', 'RILP', 'CNP', 'NDEL1', 'RAB21', 'PRKCQ', 'AKT1', 'SRC', 'SH3GL2', 'HDAC2', 'RTN4IP1', 'AREG', 'SRGAP2', 'ILK', 'CRKL', 'UBE3A', 'EHD3', 'DYNLL2', 'EHD4', 'KAT2A', 'SMAD4', 'DPYSL3', 'FXR1', 'GSK3B', 'UBA6', 'FMR1', 'PAK6']"
GO:0060284~regulation of cell development,35,0.00640955,"4352, 5584, 7424, 4673, 8654, 6774, 3066, 84816, 572, 55364, 596, 23380, 673, 3458, 3611, 2664, 1399, 952, 10938, 7337, 10611, 4067, 4089, 9798, 1809, 8087, 1072, 2932, 2332, 81565, 23011, 207, 6457, 5501, 2539",416,1.612997463,"['MPL', 'PRKCI', 'VEGFC', 'NAP1L1', 'PDE5A', 'STAT3', 'HDAC2', 'RTN4IP1', 'BAD', 'IMPACT', 'BCL2', 'SRGAP2', 'BRAF', 'IFNG', 'ILK', 'GDI1', 'CRKL', 'CD38', 'EHD1', 'UBE3A', 'PDLIM5', 'LYN', 'SMAD4', 'IST1', 'DPYSL3', 'FXR1', 'CFL1', 'GSK3B', 'FMR1', 'NDEL1', 'RAB21', 'AKT1', 'SH3GL3', 'PPP1CC', 'G6PD']"
GO:0010720~positive regulation of cell development,23,0.007288391,"4352, 5584, 4067, 7424, 4673, 9798, 8654, 1809, 3066, 572, 673, 55364, 596, 3458, 3611, 2664, 1399, 10938, 23011, 2332, 81565, 6457, 5501",416,1.845335957,"['MPL', 'PRKCI', 'LYN', 'VEGFC', 'NAP1L1', 'IST1', 'PDE5A', 'DPYSL3', 'HDAC2', 'BAD', 'BRAF', 'IMPACT', 'BCL2', 'IFNG', 'ILK', 'GDI1', 'CRKL', 'EHD1', 'RAB21', 'FMR1', 'NDEL1', 'SH3GL3', 'PPP1CC']"
GO:0016049~cell growth,19,0.008969697,"6197, 23769, 4088, 4089, 6456, 9798, 5607, 2932, 55364, 596, 2664, 952, 23011, 81565, 207, 8877, 106821730, 2539, 10611",416,1.961404915,"['RPS6KA3', 'FLRT1', 'SMAD3', 'SMAD4', 'SH3GL2', 'IST1', 'MAP2K5', 'GSK3B', 'IMPACT', 'BCL2', 'GDI1', 'CD38', 'RAB21', 'NDEL1', 'AKT1', 'SPHK1', 'PAK6', 'G6PD', 'PDLIM5']"
GO:0048666~neuron development,38,0.009503717,"23769, 5781, 5584, 6277, 6456, 6477, 3066, 84816, 374, 55364, 596, 23380, 673, 2664, 1399, 952, 10938, 7337, 9218, 10298, 10611, 5870, 4067, 4089, 5872, 9798, 1809, 3251, 3371, 1072, 2932, 1267, 55236, 2332, 81565, 23011, 5588, 106821730",416,1.532347589,"['FLRT1', 'PTPN11', 'PRKCI', 'S100A6', 'SH3GL2', 'SIAH1', 'HDAC2', 'RTN4IP1', 'AREG', 'IMPACT', 'BCL2', 'SRGAP2', 'BRAF', 'GDI1', 'CRKL', 'CD38', 'EHD1', 'UBE3A', 'VAPA', 'PAK4', 'PDLIM5', 'RAB6A', 'LYN', 'SMAD4', 'RAB13', 'IST1', 'DPYSL3', 'HPRT1', 'TNC', 'CFL1', 'GSK3B', 'CNP', 'UBA6', 'FMR1', 'NDEL1', 'RAB21', 'PRKCQ', 'PAK6']"
GO:0032990~cell part morphogenesis,25,0.011039574,"23769, 5781, 6277, 6456, 6477, 55364, 596, 23380, 673, 55022, 2664, 7337, 87178, 10611, 4089, 9798, 3251, 1072, 2932, 1267, 81565, 23011, 5588, 6714, 106821730",416,1.723083343,"['FLRT1', 'PTPN11', 'S100A6', 'SH3GL2', 'SIAH1', 'IMPACT', 'BCL2', 'SRGAP2', 'BRAF', 'PID1', 'GDI1', 'UBE3A', 'PNPT1', 'PDLIM5', 'SMAD4', 'IST1', 'HPRT1', 'CFL1', 'GSK3B', 'CNP', 'NDEL1', 'RAB21', 'PRKCQ', 'SRC', 'PAK6']"
GO:0032989~cellular component morphogenesis,38,0.012042702,"23769, 8452, 5781, 4352, 6277, 8994, 6456, 6477, 80739, 55364, 596, 23380, 673, 55022, 29842, 3611, 2664, 1399, 7337, 87178, 9519, 10611, 4089, 9798, 2241, 3251, 1072, 2932, 1267, 1465, 81565, 23011, 2035, 5588, 128637, 6714, 106821730, 87",416,1.508773011,"['FLRT1', 'CUL3', 'PTPN11', 'MPL', 'S100A6', 'LIMD1', 'SH3GL2', 'SIAH1', 'MPIG6B', 'IMPACT', 'BCL2', 'SRGAP2', 'BRAF', 'PID1', 'TFCP2L1', 'ILK', 'GDI1', 'CRKL', 'UBE3A', 'PNPT1', 'TBPL1', 'PDLIM5', 'SMAD4', 'IST1', 'FER', 'HPRT1', 'CFL1', 'GSK3B', 'CNP', 'CSRP1', 'NDEL1', 'RAB21', 'EPB41', 'PRKCQ', 'TBC1D20', 'SRC', 'PAK6', 'ACTN1']"
GO:0048589~developmental growth,25,0.013051096,"23769, 5781, 6198, 6456, 6774, 374, 55364, 596, 2664, 7337, 10611, 2648, 4086, 4087, 4088, 4089, 9798, 2932, 2876, 81565, 23011, 207, 51119, 106821730, 2539",416,1.697892066,"['FLRT1', 'PTPN11', 'RPS6KB1', 'SH3GL2', 'STAT3', 'AREG', 'IMPACT', 'BCL2', 'GDI1', 'UBE3A', 'PDLIM5', 'KAT2A', 'SMAD1', 'SMAD2', 'SMAD3', 'SMAD4', 'IST1', 'GSK3B', 'GPX1', 'NDEL1', 'RAB21', 'AKT1', 'SBDS', 'PAK6', 'G6PD']"
GO:0000904~cell morphogenesis involved in differentiation,27,0.015568917,"8452, 5781, 4352, 6277, 6477, 80739, 596, 23380, 673, 3611, 2664, 1399, 7337, 10611, 4089, 9798, 2241, 3251, 1072, 2932, 1267, 81565, 23011, 5588, 128637, 6714, 87",416,1.631036186,"['CUL3', 'PTPN11', 'MPL', 'S100A6', 'SIAH1', 'MPIG6B', 'BCL2', 'SRGAP2', 'BRAF', 'ILK', 'GDI1', 'CRKL', 'UBE3A', 'PDLIM5', 'SMAD4', 'IST1', 'FER', 'HPRT1', 'CFL1', 'GSK3B', 'CNP', 'NDEL1', 'RAB21', 'PRKCQ', 'TBC1D20', 'SRC', 'ACTN1']"
GO:0050767~regulation of neurogenesis,29,0.018571904,"5584, 7424, 4673, 6774, 3066, 84816, 55364, 596, 23380, 673, 3458, 2664, 1399, 952, 10938, 7337, 10611, 4067, 9798, 1809, 8087, 1072, 2932, 2332, 81565, 23011, 207, 6457, 5501",416,1.570134593,"['PRKCI', 'VEGFC', 'NAP1L1', 'STAT3', 'HDAC2', 'RTN4IP1', 'IMPACT', 'BCL2', 'SRGAP2', 'BRAF', 'IFNG', 'GDI1', 'CRKL', 'CD38', 'EHD1', 'UBE3A', 'PDLIM5', 'LYN', 'IST1', 'DPYSL3', 'FXR1', 'CFL1', 'GSK3B', 'FMR1', 'NDEL1', 'RAB21', 'AKT1', 'SH3GL3', 'PPP1CC']"
GO:0000902~cell morphogenesis,34,0.020126016,"23769, 8452, 5781, 4352, 6277, 8994, 6456, 6477, 80739, 55364, 596, 23380, 673, 29842, 3611, 2664, 1399, 7337, 10611, 4089, 9798, 2241, 3251, 1072, 2932, 1267, 81565, 23011, 2035, 5588, 128637, 6714, 106821730, 87",416,1.497106271,"['FLRT1', 'CUL3', 'PTPN11', 'MPL', 'S100A6', 'LIMD1', 'SH3GL2', 'SIAH1', 'MPIG6B', 'IMPACT', 'BCL2', 'SRGAP2', 'BRAF', 'TFCP2L1', 'ILK', 'GDI1', 'CRKL', 'UBE3A', 'PDLIM5', 'SMAD4', 'IST1', 'FER', 'HPRT1', 'CFL1', 'GSK3B', 'CNP', 'NDEL1', 'RAB21', 'EPB41', 'PRKCQ', 'TBC1D20', 'SRC', 'PAK6', 'ACTN1']"
