GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:1902533~positive regulation of intracellular signal transduction,30,0.003017919,"929, 7422, 8995, 2152, 3481, 3084, 5618, 8809, 2861, 117, 51588, 6348, 7855, 6504, 4920, 5617, 6362, 7132, 8740, 7037, 6346, 6368, 3594, 55593, 1191, 3567, 2695, 10961, 85363, 3965",291,1.778810751,"['CD14', 'VEGFA', 'TNFSF18', 'F3', 'IGF2', 'NRG1', 'PRLR', 'IL18R1', 'GPR37', 'ADCYAP1R1', 'PIAS4', 'CCL3', 'FZD5', 'SLAMF1', 'ROR2', 'PRL', 'CCL18', 'TNFRSF1A', 'TNFSF14', 'TFRC', 'CCL1', 'CCL23', 'IL12RB1', 'OTUD5', 'CLU', 'IL5', 'GIP', 'ERP29', 'TRIM5', 'LGALS9']"
GO:0051246~regulation of protein metabolic process,72,0.003121877,"9388, 5265, 2152, 256394, 3481, 3084, 2192, 5618, 51087, 355, 144233, 1378, 2861, 90, 6348, 284654, 6504, 4920, 4602, 718, 5858, 6362, 7132, 7133, 6368, 23654, 1191, 1389, 3567, 325, 653145, 722, 5468, 252839, 3689, 85363, 3965, 11116, 7422, 8995, 8313, 78986, 2167, 51588, 7855, 735, 3699, 51548, 149708, 340267, 4869, 7076, 89780, 9452, 5055, 7037, 6423, 6346, 8764, 1293, 51191, 26228, 3625, 55233, 3426, 347, 2332, 79987, 4038, 10961, 11337, 5925",291,1.376350978,"['LIPG', 'SERPINA1', 'F3', 'SERPINA11', 'IGF2', 'NRG1', 'FBLN1', 'PRLR', 'YBX2', 'FAS', 'BCDIN3D', 'CR1', 'GPR37', 'ACVR1', 'CCL3', 'RSPO1', 'SLAMF1', 'ROR2', 'MYB', 'C3', 'PZP', 'CCL18', 'TNFRSF1A', 'TNFRSF1B', 'CCL23', 'PLXNB2', 'CLU', 'CREBL2', 'IL5', 'APCS', 'ANXA8', 'C4BPA', 'PPARG', 'TMEM9', 'ITGB2', 'TRIM5', 'LGALS9', 'CEP43', 'VEGFA', 'TNFSF18', 'AXIN2', 'DUSP26', 'FABP4', 'PIAS4', 'FZD5', 'C9', 'ITIH3', 'SIRT6', 'WFDC5', 'COL28A1', 'NPM1', 'TIMP1', 'WNT3A', 'ITM2A', 'SERPINB2', 'TFRC', 'SFRP2', 'CCL1', 'TNFRSF14', 'COL6A3', 'HERC5', 'STAP1', 'INHBB', 'MOB1A', 'CFI', 'APOD', 'FMR1', 'SVEP1', 'LRP4', 'ERP29', 'GABARAP', 'RB1']"
GO:0006796~phosphate-containing compound metabolic process,67,0.004815306,"9388, 129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 953, 90, 117, 6348, 284654, 5699, 6504, 4920, 5934, 718, 6362, 7132, 9551, 6368, 23654, 84947, 1191, 1389, 3567, 402, 248, 5468, 3689, 85363, 3965, 11116, 9563, 7422, 27, 8995, 8313, 1120, 58490, 4907, 51341, 78986, 2167, 7855, 132160, 5754, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 51191, 91461, 26228, 3625, 55233, 55671, 2332, 4038, 10961, 4879, 5925",291,1.374119403,"['LIPG', 'TAF8', 'IGF2', 'NRG1', 'FBLN1', 'PRLR', 'FAM20C', 'FAS', 'GPR37', 'ENTPD1', 'ACVR1', 'ADCYAP1R1', 'CCL3', 'RSPO1', 'PSMB10', 'SLAMF1', 'ROR2', 'RBL2', 'C3', 'CCL18', 'TNFRSF1A', 'ATP5MF', 'CCL23', 'PLXNB2', 'SERAC1', 'CLU', 'CREBL2', 'IL5', 'ARL2', 'ALPI', 'PPARG', 'ITGB2', 'TRIM5', 'LGALS9', 'CEP43', 'H6PD', 'VEGFA', 'ABL2', 'TNFSF18', 'AXIN2', 'CHKB', 'RPRD1B', 'NT5E', 'ZBTB7A', 'DUSP26', 'FABP4', 'FZD5', 'PPM1M', 'PTK7', 'SIRT6', 'NPM1', 'WNT3A', 'TFRC', 'SFRP2', 'CCL1', 'TNFRSF14', 'HERC5', 'PKDCC', 'STAP1', 'INHBB', 'MOB1A', 'PPP4R3A', 'FMR1', 'LRP4', 'ERP29', 'NPPB', 'RB1']"
GO:0043085~positive regulation of catalytic activity,30,0.007540042,"7422, 27, 8313, 2152, 3481, 3084, 5618, 355, 1378, 117, 132160, 6348, 7855, 4920, 51548, 26092, 6362, 89780, 6346, 6423, 6368, 26228, 94033, 483, 1191, 1001, 5468, 10961, 3689, 3965",291,1.664384329,"['VEGFA', 'ABL2', 'AXIN2', 'F3', 'IGF2', 'NRG1', 'PRLR', 'FAS', 'CR1', 'ADCYAP1R1', 'PPM1M', 'CCL3', 'FZD5', 'ROR2', 'SIRT6', 'TOR1AIP1', 'CCL18', 'WNT3A', 'CCL1', 'SFRP2', 'CCL23', 'STAP1', 'FTMT', 'ATP1B3', 'CLU', 'CDH3', 'PPARG', 'ERP29', 'ITGB2', 'LGALS9']"
GO:0006793~phosphorus metabolic process,67,0.008966143,"9388, 129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 953, 90, 117, 6348, 284654, 5699, 6504, 4920, 5934, 718, 6362, 7132, 9551, 6368, 23654, 84947, 1191, 1389, 3567, 402, 248, 5468, 3689, 85363, 3965, 11116, 9563, 7422, 27, 8995, 8313, 1120, 58490, 4907, 51341, 78986, 2167, 7855, 132160, 5754, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 51191, 91461, 26228, 3625, 55233, 55671, 2332, 4038, 10961, 4879, 5925",291,1.336958722,"['LIPG', 'TAF8', 'IGF2', 'NRG1', 'FBLN1', 'PRLR', 'FAM20C', 'FAS', 'GPR37', 'ENTPD1', 'ACVR1', 'ADCYAP1R1', 'CCL3', 'RSPO1', 'PSMB10', 'SLAMF1', 'ROR2', 'RBL2', 'C3', 'CCL18', 'TNFRSF1A', 'ATP5MF', 'CCL23', 'PLXNB2', 'SERAC1', 'CLU', 'CREBL2', 'IL5', 'ARL2', 'ALPI', 'PPARG', 'ITGB2', 'TRIM5', 'LGALS9', 'CEP43', 'H6PD', 'VEGFA', 'ABL2', 'TNFSF18', 'AXIN2', 'CHKB', 'RPRD1B', 'NT5E', 'ZBTB7A', 'DUSP26', 'FABP4', 'FZD5', 'PPM1M', 'PTK7', 'SIRT6', 'NPM1', 'WNT3A', 'TFRC', 'SFRP2', 'CCL1', 'TNFRSF14', 'HERC5', 'PKDCC', 'STAP1', 'INHBB', 'MOB1A', 'PPP4R3A', 'FMR1', 'LRP4', 'ERP29', 'NPPB', 'RB1']"
GO:0009893~positive regulation of metabolic process,76,0.011503954,"8178, 129685, 2152, 3481, 3084, 2192, 5618, 10613, 355, 144233, 3512, 80326, 1378, 2861, 90, 117, 6348, 284654, 50674, 6504, 4920, 4602, 718, 5617, 6362, 7132, 7133, 22926, 6368, 23654, 3371, 94033, 3172, 1191, 27179, 1389, 3567, 3929, 722, 5468, 3689, 85363, 3965, 25805, 7422, 27, 8995, 8313, 28514, 58490, 51588, 7855, 132160, 51548, 4901, 4869, 7593, 89780, 8289, 7037, 6423, 6346, 8764, 3394, 26228, 3625, 55233, 1645, 1401, 1840, 2332, 1001, 4038, 10961, 11337, 5925",291,1.290483006,"['ELL', 'TAF8', 'F3', 'IGF2', 'NRG1', 'FBLN1', 'PRLR', 'ERLIN1', 'FAS', 'BCDIN3D', 'JCHAIN', 'WNT10A', 'CR1', 'GPR37', 'ACVR1', 'ADCYAP1R1', 'CCL3', 'RSPO1', 'NEUROG3', 'SLAMF1', 'ROR2', 'MYB', 'C3', 'PRL', 'CCL18', 'TNFRSF1A', 'TNFRSF1B', 'ATF6', 'CCL23', 'PLXNB2', 'TNC', 'FTMT', 'HNF4A', 'CLU', 'IL36A', 'CREBL2', 'IL5', 'LBP', 'C4BPA', 'PPARG', 'ITGB2', 'TRIM5', 'LGALS9', 'BAMBI', 'VEGFA', 'ABL2', 'TNFSF18', 'AXIN2', 'DLL1', 'RPRD1B', 'PIAS4', 'FZD5', 'PPM1M', 'SIRT6', 'NRL', 'NPM1', 'MZF1', 'WNT3A', 'ARID1A', 'TFRC', 'SFRP2', 'CCL1', 'TNFRSF14', 'IRF8', 'STAP1', 'INHBB', 'MOB1A', 'AKR1C1', 'CRP', 'DTX1', 'FMR1', 'CDH3', 'LRP4', 'ERP29', 'GABARAP', 'RB1']"
GO:0032268~regulation of cellular protein metabolic process,65,0.014499362,"5265, 2152, 256394, 3481, 3084, 2192, 5618, 51087, 355, 144233, 1378, 2861, 90, 6348, 284654, 6504, 4920, 4602, 718, 5858, 6362, 7132, 7133, 6368, 23654, 1191, 1389, 3567, 653145, 722, 5468, 3689, 85363, 3965, 11116, 7422, 8995, 8313, 78986, 2167, 51588, 7855, 3699, 51548, 149708, 340267, 4869, 7076, 89780, 5055, 7037, 6423, 6346, 8764, 1293, 51191, 26228, 3625, 55233, 2332, 79987, 4038, 10961, 11337, 5925",291,1.314828132,"['SERPINA1', 'F3', 'SERPINA11', 'IGF2', 'NRG1', 'FBLN1', 'PRLR', 'YBX2', 'FAS', 'BCDIN3D', 'CR1', 'GPR37', 'ACVR1', 'CCL3', 'RSPO1', 'SLAMF1', 'ROR2', 'MYB', 'C3', 'PZP', 'CCL18', 'TNFRSF1A', 'TNFRSF1B', 'CCL23', 'PLXNB2', 'CLU', 'CREBL2', 'IL5', 'ANXA8', 'C4BPA', 'PPARG', 'ITGB2', 'TRIM5', 'LGALS9', 'CEP43', 'VEGFA', 'TNFSF18', 'AXIN2', 'DUSP26', 'FABP4', 'PIAS4', 'FZD5', 'ITIH3', 'SIRT6', 'WFDC5', 'COL28A1', 'NPM1', 'TIMP1', 'WNT3A', 'SERPINB2', 'TFRC', 'SFRP2', 'CCL1', 'TNFRSF14', 'COL6A3', 'HERC5', 'STAP1', 'INHBB', 'MOB1A', 'FMR1', 'SVEP1', 'LRP4', 'ERP29', 'GABARAP', 'RB1']"
GO:0043408~regulation of MAPK cascade,19,0.026533046,"6362, 7422, 6368, 6346, 6423, 3481, 3084, 2192, 355, 2861, 78986, 6348, 7855, 5468, 6504, 4920, 10961, 85363, 3965",291,1.735584263,"['CCL18', 'VEGFA', 'CCL23', 'CCL1', 'SFRP2', 'IGF2', 'NRG1', 'FBLN1', 'FAS', 'GPR37', 'DUSP26', 'CCL3', 'FZD5', 'PPARG', 'SLAMF1', 'ROR2', 'ERP29', 'TRIM5', 'LGALS9']"
GO:0010604~positive regulation of macromolecule metabolic process,68,0.028682047,"8178, 129685, 2152, 3481, 3084, 2192, 5618, 10613, 355, 144233, 80326, 1378, 2861, 90, 6348, 284654, 50674, 6504, 4920, 4602, 718, 5617, 6362, 7132, 7133, 22926, 6368, 23654, 3371, 3172, 1191, 27179, 1389, 3567, 722, 5468, 85363, 3965, 25805, 7422, 8995, 8313, 28514, 58490, 51588, 7855, 51548, 4901, 4869, 7593, 89780, 8289, 7037, 6423, 6346, 8764, 3394, 26228, 3625, 55233, 1401, 1840, 2332, 1001, 4038, 10961, 11337, 5925",291,1.260342607,"['ELL', 'TAF8', 'F3', 'IGF2', 'NRG1', 'FBLN1', 'PRLR', 'ERLIN1', 'FAS', 'BCDIN3D', 'WNT10A', 'CR1', 'GPR37', 'ACVR1', 'CCL3', 'RSPO1', 'NEUROG3', 'SLAMF1', 'ROR2', 'MYB', 'C3', 'PRL', 'CCL18', 'TNFRSF1A', 'TNFRSF1B', 'ATF6', 'CCL23', 'PLXNB2', 'TNC', 'HNF4A', 'CLU', 'IL36A', 'CREBL2', 'IL5', 'C4BPA', 'PPARG', 'TRIM5', 'LGALS9', 'BAMBI', 'VEGFA', 'TNFSF18', 'AXIN2', 'DLL1', 'RPRD1B', 'PIAS4', 'FZD5', 'SIRT6', 'NRL', 'NPM1', 'MZF1', 'WNT3A', 'ARID1A', 'TFRC', 'SFRP2', 'CCL1', 'TNFRSF14', 'IRF8', 'STAP1', 'INHBB', 'MOB1A', 'CRP', 'DTX1', 'FMR1', 'CDH3', 'LRP4', 'ERP29', 'GABARAP', 'RB1']"
GO:1902531~regulation of intracellular signal transduction,40,0.038542436,"929, 7422, 27, 8995, 2152, 3481, 3084, 2192, 396, 5618, 355, 8809, 2861, 78986, 117, 3135, 51588, 6348, 7855, 6504, 4920, 5617, 6362, 7132, 8740, 84270, 7037, 6346, 6423, 6368, 3594, 55593, 1191, 3567, 2695, 5468, 10961, 85363, 3965, 11337",291,1.362933498,"['CD14', 'VEGFA', 'ABL2', 'TNFSF18', 'F3', 'IGF2', 'NRG1', 'FBLN1', 'ARHGDIA', 'PRLR', 'FAS', 'IL18R1', 'GPR37', 'DUSP26', 'ADCYAP1R1', 'HLA-G', 'PIAS4', 'CCL3', 'FZD5', 'SLAMF1', 'ROR2', 'PRL', 'CCL18', 'TNFRSF1A', 'TNFSF14', 'CARD19', 'TFRC', 'CCL1', 'SFRP2', 'CCL23', 'IL12RB1', 'OTUD5', 'CLU', 'IL5', 'GIP', 'PPARG', 'ERP29', 'TRIM5', 'LGALS9', 'GABARAP']"
GO:0043410~positive regulation of MAPK cascade,14,0.043169499,"6362, 7422, 6368, 6346, 3481, 3084, 2861, 6348, 7855, 6504, 4920, 10961, 85363, 3965",291,1.83377729,"['CCL18', 'VEGFA', 'CCL23', 'CCL1', 'IGF2', 'NRG1', 'GPR37', 'CCL3', 'FZD5', 'SLAMF1', 'ROR2', 'ERP29', 'TRIM5', 'LGALS9']"
GO:0000165~MAPK cascade,20,0.047670806,"6362, 7422, 6368, 6346, 6423, 3481, 3084, 2192, 355, 2861, 78986, 6348, 7855, 5699, 5468, 6504, 4920, 10961, 85363, 3965",291,1.588730495,"['CCL18', 'VEGFA', 'CCL23', 'CCL1', 'SFRP2', 'IGF2', 'NRG1', 'FBLN1', 'FAS', 'GPR37', 'DUSP26', 'CCL3', 'FZD5', 'PSMB10', 'PPARG', 'SLAMF1', 'ROR2', 'ERP29', 'TRIM5', 'LGALS9']"
GO:0023014~signal transduction by protein phosphorylation,20,0.047670806,"6362, 7422, 6368, 6346, 6423, 3481, 3084, 2192, 355, 2861, 78986, 6348, 7855, 5699, 5468, 6504, 4920, 10961, 85363, 3965",291,1.588730495,"['CCL18', 'VEGFA', 'CCL23', 'CCL1', 'SFRP2', 'IGF2', 'NRG1', 'FBLN1', 'FAS', 'GPR37', 'DUSP26', 'CCL3', 'FZD5', 'PSMB10', 'PPARG', 'SLAMF1', 'ROR2', 'ERP29', 'TRIM5', 'LGALS9']"
GO:0070372~regulation of ERK1 and ERK2 cascade,10,0.056498736,"6362, 7422, 6368, 6346, 78986, 6348, 6504, 3965, 3084, 2192",291,2.049658479,"['CCL18', 'VEGFA', 'CCL23', 'CCL1', 'DUSP26', 'CCL3', 'SLAMF1', 'LGALS9', 'NRG1', 'FBLN1']"
GO:0070371~ERK1 and ERK2 cascade,10,0.059367355,"6362, 7422, 6368, 6346, 78986, 6348, 6504, 3965, 3084, 2192",291,2.030854272,"['CCL18', 'VEGFA', 'CCL23', 'CCL1', 'DUSP26', 'CCL3', 'SLAMF1', 'LGALS9', 'NRG1', 'FBLN1']"
GO:0031325~positive regulation of cellular metabolic process,66,0.063721874,"8178, 129685, 2152, 3481, 3084, 5618, 10613, 355, 144233, 1378, 2861, 90, 117, 6348, 284654, 50674, 6504, 4920, 4602, 718, 5617, 6362, 7132, 7133, 22926, 6368, 23654, 3172, 1191, 1389, 3567, 5468, 3689, 85363, 3965, 25805, 7422, 8995, 8313, 28514, 58490, 51588, 7855, 51548, 4901, 4869, 7593, 89780, 8289, 7037, 6423, 6346, 8764, 3394, 26228, 3625, 55233, 1645, 1401, 1840, 2332, 1001, 4038, 10961, 11337, 5925",291,1.210770633,"['ELL', 'TAF8', 'F3', 'IGF2', 'NRG1', 'PRLR', 'ERLIN1', 'FAS', 'BCDIN3D', 'CR1', 'GPR37', 'ACVR1', 'ADCYAP1R1', 'CCL3', 'RSPO1', 'NEUROG3', 'SLAMF1', 'ROR2', 'MYB', 'C3', 'PRL', 'CCL18', 'TNFRSF1A', 'TNFRSF1B', 'ATF6', 'CCL23', 'PLXNB2', 'HNF4A', 'CLU', 'CREBL2', 'IL5', 'PPARG', 'ITGB2', 'TRIM5', 'LGALS9', 'BAMBI', 'VEGFA', 'TNFSF18', 'AXIN2', 'DLL1', 'RPRD1B', 'PIAS4', 'FZD5', 'SIRT6', 'NRL', 'NPM1', 'MZF1', 'WNT3A', 'ARID1A', 'TFRC', 'SFRP2', 'CCL1', 'TNFRSF14', 'IRF8', 'STAP1', 'INHBB', 'MOB1A', 'AKR1C1', 'CRP', 'DTX1', 'FMR1', 'CDH3', 'LRP4', 'ERP29', 'GABARAP', 'RB1']"
GO:0035556~intracellular signal transduction,49,0.193316118,"2152, 3481, 3084, 2192, 396, 5618, 355, 8809, 2861, 117, 6348, 5699, 6504, 4920, 399694, 5617, 6362, 7132, 8740, 84270, 7133, 6368, 7412, 1191, 3567, 5468, 85363, 3965, 929, 7422, 27, 8995, 3936, 78986, 3135, 51588, 7855, 11123, 7037, 6423, 6346, 3594, 55593, 55233, 2695, 10961, 4879, 11337, 5925",291,1.15268785,"['F3', 'IGF2', 'NRG1', 'FBLN1', 'ARHGDIA', 'PRLR', 'FAS', 'IL18R1', 'GPR37', 'ADCYAP1R1', 'CCL3', 'PSMB10', 'SLAMF1', 'ROR2', 'SHC4', 'PRL', 'CCL18', 'TNFRSF1A', 'TNFSF14', 'CARD19', 'TNFRSF1B', 'CCL23', 'VCAM1', 'CLU', 'IL5', 'PPARG', 'TRIM5', 'LGALS9', 'CD14', 'VEGFA', 'ABL2', 'TNFSF18', 'LCP1', 'DUSP26', 'HLA-G', 'PIAS4', 'FZD5', 'RCAN3', 'TFRC', 'SFRP2', 'CCL1', 'IL12RB1', 'OTUD5', 'MOB1A', 'GIP', 'ERP29', 'NPPB', 'GABARAP', 'RB1']"
GO:0006464~cellular protein modification process,66,0.260649199,"129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 90, 6348, 284654, 5699, 6504, 4920, 4602, 718, 6362, 7132, 6368, 2683, 23654, 1191, 1389, 3567, 79369, 5468, 3689, 85363, 3965, 11116, 7422, 64772, 27, 28, 8995, 8313, 58490, 5480, 78986, 2167, 51588, 7855, 132160, 5754, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 55593, 51191, 91461, 26228, 3625, 55233, 80176, 55671, 1840, 2332, 51434, 4038, 10961, 11337, 5925",291,1.093287526,"['TAF8', 'IGF2', 'NRG1', 'FBLN1', 'PRLR', 'FAM20C', 'FAS', 'GPR37', 'ACVR1', 'CCL3', 'RSPO1', 'PSMB10', 'SLAMF1', 'ROR2', 'MYB', 'C3', 'CCL18', 'TNFRSF1A', 'CCL23', 'B4GALT1', 'PLXNB2', 'CLU', 'CREBL2', 'IL5', 'B3GNT4', 'PPARG', 'ITGB2', 'TRIM5', 'LGALS9', 'CEP43', 'VEGFA', 'ENGASE', 'ABL2', 'ABO', 'TNFSF18', 'AXIN2', 'RPRD1B', 'PPIC', 'DUSP26', 'FABP4', 'PIAS4', 'FZD5', 'PPM1M', 'PTK7', 'SIRT6', 'NPM1', 'WNT3A', 'TFRC', 'SFRP2', 'CCL1', 'TNFRSF14', 'OTUD5', 'HERC5', 'PKDCC', 'STAP1', 'INHBB', 'MOB1A', 'SPSB1', 'PPP4R3A', 'DTX1', 'FMR1', 'ANAPC7', 'LRP4', 'ERP29', 'GABARAP', 'RB1']"
GO:0036211~protein modification process,66,0.261368051,"129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 90, 6348, 284654, 5699, 6504, 4920, 4602, 718, 6362, 7132, 6368, 2683, 23654, 1191, 1389, 3567, 79369, 5468, 3689, 85363, 3965, 11116, 7422, 64772, 27, 28, 8995, 8313, 58490, 5480, 78986, 2167, 51588, 7855, 132160, 5754, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 55593, 51191, 91461, 26228, 3625, 55233, 80176, 55671, 1840, 2332, 51434, 4038, 10961, 11337, 5925",291,1.093014885,"['TAF8', 'IGF2', 'NRG1', 'FBLN1', 'PRLR', 'FAM20C', 'FAS', 'GPR37', 'ACVR1', 'CCL3', 'RSPO1', 'PSMB10', 'SLAMF1', 'ROR2', 'MYB', 'C3', 'CCL18', 'TNFRSF1A', 'CCL23', 'B4GALT1', 'PLXNB2', 'CLU', 'CREBL2', 'IL5', 'B3GNT4', 'PPARG', 'ITGB2', 'TRIM5', 'LGALS9', 'CEP43', 'VEGFA', 'ENGASE', 'ABL2', 'ABO', 'TNFSF18', 'AXIN2', 'RPRD1B', 'PPIC', 'DUSP26', 'FABP4', 'PIAS4', 'FZD5', 'PPM1M', 'PTK7', 'SIRT6', 'NPM1', 'WNT3A', 'TFRC', 'SFRP2', 'CCL1', 'TNFRSF14', 'OTUD5', 'HERC5', 'PKDCC', 'STAP1', 'INHBB', 'MOB1A', 'SPSB1', 'PPP4R3A', 'DTX1', 'FMR1', 'ANAPC7', 'LRP4', 'ERP29', 'GABARAP', 'RB1']"
GO:0045600~positive regulation of fat cell differentiation,7,0.000739,"27120, 284207, 1389, 6423, 8313, 5468, 51548",291,6.456424208,"['DKKL1', 'METRNL', 'CREBL2', 'SFRP2', 'AXIN2', 'PPARG', 'SIRT6']"
GO:0045444~fat cell differentiation,12,0.001129657,"27120, 51052, 89780, 3625, 284207, 1389, 51341, 6423, 2167, 8313, 5468, 51548",291,3.293005027,"['DKKL1', 'PRLH', 'WNT3A', 'INHBB', 'METRNL', 'CREBL2', 'ZBTB7A', 'SFRP2', 'FABP4', 'AXIN2', 'PPARG', 'SIRT6']"
GO:0045598~regulation of fat cell differentiation,9,0.002126586,"27120, 89780, 129685, 284207, 1389, 6423, 8313, 5468, 51548",291,3.932107976,"['DKKL1', 'WNT3A', 'TAF8', 'METRNL', 'CREBL2', 'SFRP2', 'AXIN2', 'PPARG', 'SIRT6']"
GO:0032102~negative regulation of response to external stimulus,17,0.000754,"7132, 89780, 5055, 6288, 26228, 145581, 285, 83999, 284207, 4907, 325, 347, 5654, 5468, 727, 5627, 5925",291,2.650121808,"['TNFRSF1A', 'WNT3A', 'SERPINB2', 'SAA1', 'STAP1', 'LRFN5', 'ANGPT2', 'KREMEN1', 'METRNL', 'NT5E', 'APCS', 'APOD', 'HTRA1', 'PPARG', 'C5', 'PROS1', 'RB1']"
GO:0031348~negative regulation of defense response,13,0.003405163,"7132, 6288, 145581, 1378, 284207, 4907, 325, 347, 3135, 5654, 5468, 3965, 5925",291,2.697862973,"['TNFRSF1A', 'SAA1', 'LRFN5', 'CR1', 'METRNL', 'NT5E', 'APCS', 'APOD', 'HLA-G', 'HTRA1', 'PPARG', 'LGALS9', 'RB1']"
GO:0050728~negative regulation of inflammatory response,9,0.018927263,"7132, 284207, 4907, 6288, 325, 347, 5468, 5925, 145581",291,2.704436255,"['TNFRSF1A', 'METRNL', 'NT5E', 'SAA1', 'APCS', 'APOD', 'PPARG', 'RB1', 'LRFN5']"
GO:0018108~peptidyl-tyrosine phosphorylation,15,0.000158,"7132, 89780, 7422, 27, 6423, 8995, 8764, 91461, 26228, 3481, 3084, 5618, 3567, 90, 4038",291,3.376725494,"['TNFRSF1A', 'WNT3A', 'VEGFA', 'ABL2', 'SFRP2', 'TNFSF18', 'TNFRSF14', 'PKDCC', 'STAP1', 'IGF2', 'NRG1', 'PRLR', 'IL5', 'ACVR1', 'LRP4']"
GO:0018212~peptidyl-tyrosine modification,15,0.000176,"7132, 89780, 7422, 27, 6423, 8995, 8764, 91461, 26228, 3481, 3084, 5618, 3567, 90, 4038",291,3.342731613,"['TNFRSF1A', 'WNT3A', 'VEGFA', 'ABL2', 'SFRP2', 'TNFSF18', 'TNFRSF14', 'PKDCC', 'STAP1', 'IGF2', 'NRG1', 'PRLR', 'IL5', 'ACVR1', 'LRP4']"
GO:0050730~regulation of peptidyl-tyrosine phosphorylation,13,0.000556,"7132, 89780, 7422, 6423, 8995, 8764, 26228, 3481, 3084, 3567, 90, 4038, 3689",291,3.346186633,"['TNFRSF1A', 'WNT3A', 'VEGFA', 'SFRP2', 'TNFSF18', 'TNFRSF14', 'STAP1', 'IGF2', 'NRG1', 'IL5', 'ACVR1', 'LRP4', 'ITGB2']"
GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,11,0.00057,"7132, 89780, 7422, 3567, 8995, 90, 8764, 4038, 26228, 3481, 3084",291,3.885629158,"['TNFRSF1A', 'WNT3A', 'VEGFA', 'IL5', 'TNFSF18', 'ACVR1', 'TNFRSF14', 'LRP4', 'STAP1', 'IGF2', 'NRG1']"
GO:0018193~peptidyl-amino acid modification,20,0.496458202,"7132, 89780, 7037, 7422, 27, 6423, 8995, 8764, 91461, 26228, 3481, 3084, 5480, 5618, 1389, 3567, 90, 51588, 4038, 4602",291,1.069387032,"['TNFRSF1A', 'WNT3A', 'TFRC', 'VEGFA', 'ABL2', 'SFRP2', 'TNFSF18', 'TNFRSF14', 'PKDCC', 'STAP1', 'IGF2', 'NRG1', 'PPIC', 'PRLR', 'CREBL2', 'IL5', 'ACVR1', 'PIAS4', 'LRP4', 'MYB']"
GO:0060828~regulation of canonical Wnt signaling pathway,15,0.000158,"89780, 25805, 6423, 8313, 55593, 27120, 2348, 83999, 1001, 284654, 5699, 4038, 5754, 252839, 4920",291,3.376725494,"['WNT3A', 'BAMBI', 'SFRP2', 'AXIN2', 'OTUD5', 'DKKL1', 'FOLR1', 'KREMEN1', 'CDH3', 'RSPO1', 'PSMB10', 'LRP4', 'PTK7', 'TMEM9', 'ROR2']"
GO:0060070~canonical Wnt signaling pathway,16,0.000187,"89780, 25805, 6423, 8313, 55593, 27120, 83999, 80326, 1001, 284654, 7855, 5699, 4038, 5754, 252839, 4920",291,3.152946455,"['WNT3A', 'BAMBI', 'SFRP2', 'AXIN2', 'OTUD5', 'DKKL1', 'KREMEN1', 'WNT10A', 'CDH3', 'RSPO1', 'FZD5', 'PSMB10', 'LRP4', 'PTK7', 'TMEM9', 'ROR2']"
GO:0007267~cell-cell signaling,44,0.000336,"25805, 3780, 8995, 8313, 28514, 3084, 2922, 27120, 2348, 83999, 80326, 51588, 6348, 284654, 7855, 5699, 5754, 4920, 51548, 718, 6362, 89780, 4283, 6863, 6423, 6368, 9456, 55593, 3371, 3172, 3625, 27253, 2796, 2695, 2332, 1001, 5764, 4038, 5468, 252839, 8839, 3689, 11337, 140606",291,1.749696483,"['BAMBI', 'KCNN1', 'TNFSF18', 'AXIN2', 'DLL1', 'NRG1', 'GRP', 'DKKL1', 'FOLR1', 'KREMEN1', 'WNT10A', 'PIAS4', 'CCL3', 'RSPO1', 'FZD5', 'PSMB10', 'PTK7', 'ROR2', 'SIRT6', 'C3', 'CCL18', 'WNT3A', 'CXCL9', 'TAC1', 'SFRP2', 'CCL23', 'HOMER1', 'OTUD5', 'TNC', 'HNF4A', 'INHBB', 'PCDH17', 'GNRH1', 'GIP', 'FMR1', 'CDH3', 'PTN', 'LRP4', 'PPARG', 'TMEM9', 'CCN5', 'ITGB2', 'GABARAP', 'SELENOM']"
GO:0090263~positive regulation of canonical Wnt signaling pathway,9,0.001048186,"89780, 25805, 6423, 1001, 284654, 5699, 5754, 252839, 4920",291,4.394708914,"['WNT3A', 'BAMBI', 'SFRP2', 'CDH3', 'RSPO1', 'PSMB10', 'PTK7', 'TMEM9', 'ROR2']"
