GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0033674~positive regulation of kinase activity,4,0.79464165,"5618, 3479, 8536, 26228",181,0.946944176
GO:0006913~nucleocytoplasmic transport,3,0.876687568,"5468, 8536, 4869",181,0.831958097
GO:0051169~nuclear transport,3,0.878515562,"5468, 8536, 4869",181,0.827658572
GO:0071900~regulation of protein serine/threonine kinase activity,3,0.883851325,"5468, 8536, 902",181,0.815022563
GO:0010720~positive regulation of cell development,7,0.453986983,"3479, 411, 3567, 50674, 5468, 8536, 114798",181,1.290804302
GO:0045666~positive regulation of neuron differentiation,4,0.678334082,"411, 50674, 8536, 114798",181,1.144964673
GO:0050769~positive regulation of neurogenesis,5,0.680633726,"411, 50674, 5468, 8536, 114798",181,1.0784642
GO:0031346~positive regulation of cell projection organization,4,0.713712724,"411, 2660, 8536, 114798",181,1.083938638
GO:0010976~positive regulation of neuron projection development,3,0.741425425,"411, 8536, 114798",181,1.135829317
GO:0007338~single fertilization,3,0.474401419,"284359, 2683, 132141",181,1.873122032
GO:0009566~fertilization,3,0.597471127,"284359, 2683, 132141",181,1.48978543
GO:0045936~negative regulation of phosphate metabolic process,7,0.437499947,"3958, 3486, 2660, 5468, 26228, 1846, 4869",181,1.31348979
GO:0010563~negative regulation of phosphorus metabolic process,7,0.439152753,"3958, 3486, 2660, 5468, 26228, 1846, 4869",181,1.311185422
GO:0042326~negative regulation of phosphorylation,6,0.481850601,"3486, 2660, 5468, 26228, 1846, 4869",181,1.307362724
GO:0033673~negative regulation of kinase activity,3,0.645850307,"2660, 5468, 4869",181,1.36299518
GO:0051348~negative regulation of transferase activity,3,0.732408985,"2660, 5468, 4869",181,1.156331651
GO:0001933~negative regulation of protein phosphorylation,4,0.779364295,"3486, 5468, 1846, 4869",181,0.972828754
GO:0031400~negative regulation of protein modification process,5,0.841502968,"3958, 3486, 5468, 1846, 4869",181,0.84871189
GO:1902532~negative regulation of intracellular signal transduction,4,0.92785231,"117584, 2660, 5468, 1846",181,0.696691392
GO:0090090~negative regulation of canonical Wnt signaling pathway,3,0.475107604,"83999, 3489, 1000",181,1.862231787
GO:0060828~regulation of canonical Wnt signaling pathway,4,0.520315536,"83999, 3489, 1001, 1000",181,1.447701096
GO:0030178~negative regulation of Wnt signaling pathway,3,0.572645152,"83999, 3489, 1000",181,1.554873143
GO:0060070~canonical Wnt signaling pathway,4,0.610476422,"83999, 3489, 1001, 1000",181,1.26727544
GO:1905114~cell surface receptor signaling pathway involved in cell-cell signaling,6,0.642034855,"51738, 83999, 3489, 1001, 1000, 718",181,1.091324932
GO:0030111~regulation of Wnt signaling pathway,4,0.683577619,"83999, 3489, 1001, 1000",181,1.135829317
GO:0016055~Wnt signaling pathway,4,0.836311312,"83999, 3489, 1001, 1000",181,0.875147179
GO:0198738~cell-cell signaling by wnt,4,0.838342426,"83999, 3489, 1001, 1000",181,0.871575149
GO:0045840~positive regulation of mitotic nuclear division,3,0.132203779,"9212, 332, 3479",181,4.710350991
GO:0051785~positive regulation of nuclear division,3,0.191072637,"9212, 332, 3479",181,3.724463574
GO:0044839~cell cycle G2/M phase transition,4,0.240692042,"9212, 332, 8493, 4869",181,2.346548479
GO:2001252~positive regulation of chromosome organization,4,0.382342591,"22976, 9212, 332, 6871",181,1.794419425
GO:0000086~G2/M transition of mitotic cell cycle,3,0.449731822,"9212, 332, 8493",181,1.965054401
GO:0090068~positive regulation of cell cycle process,4,0.492373663,"9212, 332, 3479, 4869",181,1.503774025
GO:0045931~positive regulation of mitotic cell cycle,3,0.518345921,"9212, 332, 3479",181,1.722063803
GO:0007088~regulation of mitotic nuclear division,3,0.63419986,"9212, 332, 3479",181,1.39262551
GO:0010564~regulation of cell cycle process,7,0.68131839,"22976, 9212, 332, 3479, 79959, 902, 4869",181,1.021005042
GO:0045787~positive regulation of cell cycle,4,0.693874754,"9212, 332, 3479, 4869",181,1.117989066
GO:0051783~regulation of nuclear division,3,0.701760772,"9212, 332, 3479",181,1.227217883
GO:0051640~organelle localization,6,0.746161933,"9212, 332, 1001, 1000, 10972, 4869",181,0.963319902
GO:0010948~negative regulation of cell cycle process,3,0.75361369,"9212, 332, 4869",181,1.10831788
GO:0051656~establishment of organelle localization,5,0.785889896,"9212, 332, 1001, 10972, 4869",181,0.930034458
GO:0045786~negative regulation of cell cycle,4,0.787115583,"9212, 332, 3164, 4869",181,0.959711962
GO:0070925~organelle assembly,8,0.791672124,"9212, 3936, 332, 2886, 3567, 79959, 947, 4869",181,0.894391253
GO:0007067~mitotic nuclear division,3,0.842666543,"9212, 332, 3479",181,0.909954169
GO:0044772~mitotic cell cycle phase transition,4,0.853826334,"9212, 332, 902, 8493",181,0.844015461
GO:0051726~regulation of cell cycle,9,0.879254147,"22976, 9212, 332, 3479, 6871, 79959, 902, 3164, 4869",181,0.798099337
GO:1901990~regulation of mitotic cell cycle phase transition,3,0.882977261,"9212, 332, 902",181,0.817101703
GO:0048285~organelle fission,4,0.912180539,"9212, 332, 3479, 5468",181,0.731287369
GO:0022402~cell cycle process,9,0.920276469,"22976, 9212, 332, 84417, 3479, 79959, 902, 8493, 4869",181,0.74373963
GO:0007346~regulation of mitotic cell cycle,4,0.926859246,"9212, 332, 3479, 902",181,0.698971887
GO:0000226~microtubule cytoskeleton organization,4,0.945677559,"9212, 332, 79959, 4869",181,0.65301502
GO:1903047~mitotic cell cycle process,5,0.951215025,"9212, 332, 3479, 902, 8493",181,0.648651007
GO:0000278~mitotic cell cycle,6,0.953998469,"9212, 332, 3479, 6871, 902, 8493",181,0.653681362
GO:0000280~nuclear division,3,0.963888611,"9212, 332, 3479",181,0.589878209
GO:0007017~microtubule-based process,4,0.989965194,"9212, 332, 79959, 4869",181,0.483660049
GO:0061024~membrane organization,15,0.166299607,"7132, 9212, 5286, 7037, 1000, 26228, 440574, 3958, 284359, 57048, 5468, 342035, 26092, 10972, 718",181,1.42230847
GO:0044802~single-organism membrane organization,9,0.586453156,"7132, 3958, 7037, 284359, 57048, 1000, 342035, 26092, 440574",181,1.084550341
GO:0072659~protein localization to plasma membrane,3,0.728728742,"7132, 3958, 1000",181,1.164741336
GO:0007009~plasma membrane organization,4,0.744565352,"7132, 3958, 57048, 1000",181,1.031574452
GO:1990778~protein localization to cell periphery,3,0.83918667,"7132, 3958, 1000",181,0.917776124
GO:0010256~endomembrane system organization,6,0.87569294,"7132, 3958, 57048, 1000, 10972, 26092",181,0.793813798
GO:1902580~single-organism cellular localization,8,0.894268639,"7132, 3958, 9551, 1001, 1000, 5468, 4710, 4869",181,0.774382272
GO:0072657~protein localization to membrane,3,0.979053263,"7132, 3958, 1000",181,0.525088307
GO:0000041~transition metal ion transport,3,0.231963158,"7037, 567, 6948",181,3.26840681
GO:0006811~ion transport,13,0.910674494,"5360, 8542, 9551, 3780, 22925, 7037, 3958, 336, 567, 11254, 5468, 4710, 6948",181,0.780204286
GO:0030001~metal ion transport,6,0.938300069,"3958, 3780, 7037, 567, 11254, 6948",181,0.688085644
GO:0006812~cation transport,8,0.955887994,"3958, 9551, 3780, 7037, 567, 11254, 4710, 6948",181,0.672024899
GO:0032872~regulation of stress-activated MAPK cascade,3,0.629457061,"355, 3489, 6504",181,1.404841524
GO:0070302~regulation of stress-activated protein kinase signaling cascade,3,0.636553528,"355, 3489, 6504",181,1.386596829
GO:0031098~stress-activated protein kinase signaling cascade,3,0.737850238,"355, 3489, 6504",181,1.143942384
GO:0043583~ear development,3,0.643543765,"8575, 28514, 182",181,1.368819946
GO:0008380~RNA splicing,5,0.610145844,"3958, 22827, 28960, 9879, 3183",181,1.181061458
"GO:0000377~RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",4,0.612483363,"22827, 28960, 9879, 3183",181,1.263526104
"GO:0000398~mRNA splicing, via spliceosome",4,0.612483363,"22827, 28960, 9879, 3183",181,1.263526104
"GO:0000375~RNA splicing, via transesterification reactions",4,0.620442264,"22827, 28960, 9879, 3183",181,1.248748021
GO:0016071~mRNA metabolic process,7,0.738621062,"3958, 22827, 28960, 5468, 9879, 51605, 3183",181,0.958173962
GO:0006397~mRNA processing,5,0.744420592,"3958, 22827, 28960, 9879, 3183",181,0.988592183
GO:0006396~RNA processing,8,0.985937691,"3958, 8575, 115939, 22827, 28960, 9879, 51605, 3183",181,0.581841721
GO:1901215~negative regulation of neuron death,3,0.619829274,"332, 2026, 947",181,1.429927979
GO:0070997~neuron death,4,0.665852505,"332, 355, 2026, 947",181,1.166862905
GO:1901214~regulation of neuron death,3,0.819433581,"332, 2026, 947",181,0.961873476
GO:0010628~positive regulation of gene expression,25,0.292450668,"22976, 6871, 28514, 3164, 10613, 1512, 3479, 10418, 50674, 718, 4869, 5617, 7132, 7037, 2660, 182, 26228, 1401, 3567, 1388, 1001, 5468, 8536, 947, 85363",181,1.17070127
GO:0031328~positive regulation of cellular biosynthetic process,21,0.562330917,"22976, 7132, 9212, 6871, 28514, 2660, 92370, 182, 3164, 10613, 5806, 3567, 3479, 1388, 1001, 50674, 5468, 8536, 85363, 4869, 5617",181,1.0294431
GO:0045944~positive regulation of transcription from RNA polymerase II promoter,13,0.564486047,"22976, 7132, 28514, 182, 3164, 10613, 3479, 1388, 50674, 5468, 8536, 4869, 5617",181,1.061149408
GO:0051173~positive regulation of nitrogen compound metabolic process,22,0.569368316,"22976, 7132, 9212, 7037, 6871, 28514, 2660, 182, 3164, 10613, 5806, 3567, 3479, 1388, 2861, 84787, 50674, 5468, 8536, 85363, 4869, 5617",181,1.023483672
"GO:0045893~positive regulation of transcription, DNA-templated",17,0.575052437,"22976, 7132, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,1.033630552
GO:1903508~positive regulation of nucleic acid-templated transcription,17,0.575052437,"22976, 7132, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,1.033630552
GO:1902680~positive regulation of RNA biosynthetic process,17,0.583543569,"22976, 7132, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,1.028359914
GO:0045935~positive regulation of nucleobase-containing compound metabolic process,20,0.597940321,"22976, 7132, 9212, 7037, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 84787, 50674, 5468, 8536, 85363, 4869, 5617",181,1.012018538
GO:0009891~positive regulation of biosynthetic process,21,0.598229007,"22976, 7132, 9212, 6871, 28514, 2660, 92370, 182, 3164, 10613, 5806, 3567, 3479, 1388, 1001, 50674, 5468, 8536, 85363, 4869, 5617",181,1.009967149
GO:0010557~positive regulation of macromolecule biosynthetic process,19,0.632315733,"22976, 7132, 9212, 6871, 28514, 2660, 92370, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,0.994407431
GO:0051254~positive regulation of RNA metabolic process,17,0.654977801,"22976, 7132, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,0.98430328
GO:0006366~transcription from RNA polymerase II promoter,16,0.924540736,"22976, 7132, 9212, 28514, 182, 3164, 8493, 10613, 3479, 1388, 50674, 5468, 8536, 902, 4869, 5617",181,0.778617727
GO:0010468~regulation of gene expression,42,0.938471559,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 1512, 2886, 3479, 10418, 735, 50674, 718, 11326, 4869, 5617, 7132, 9212, 7037, 22827, 2660, 182, 26228, 57798, 23051, 1401, 3567, 1388, 3488, 28960, 1001, 966, 5468, 8536, 55713, 902, 947, 5648, 85363",181,0.842271627
GO:0006357~regulation of transcription from RNA polymerase II promoter,19,0.976040453,"22976, 7132, 9212, 6871, 28514, 182, 3164, 8493, 10613, 23051, 3479, 1388, 50674, 5468, 55713, 8536, 902, 4869, 5617",181,0.713288031
GO:0019438~aromatic compound biosynthetic process,31,0.984330045,"22976, 6871, 28514, 3164, 8493, 3183, 10613, 332, 3479, 2861, 50674, 4869, 5617, 7132, 9212, 9551, 7037, 2660, 182, 57798, 23051, 3567, 1388, 1001, 100134934, 5468, 8536, 55713, 4710, 902, 85363",181,0.747809903
GO:0051252~regulation of RNA metabolic process,27,0.985552219,"22976, 8575, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 22827, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.728147211
"GO:0006355~regulation of transcription, DNA-templated",25,0.986267966,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.716755879
GO:1903506~regulation of nucleic acid-templated transcription,25,0.986444812,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.716178936
GO:2001141~regulation of RNA biosynthetic process,25,0.987298884,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.713308096
GO:0019219~regulation of nucleobase-containing compound metabolic process,30,0.987539258,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 3479, 84787, 50674, 4869, 5617, 7132, 9212, 7037, 22827, 2660, 182, 57798, 23051, 3567, 1388, 100134934, 5468, 8536, 55713, 902, 85363",181,0.734473441
GO:0018130~heterocycle biosynthetic process,30,0.990028584,"22976, 5360, 6871, 28514, 3164, 8493, 3183, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 9551, 7037, 2660, 182, 57798, 23051, 3567, 1388, 100134934, 5468, 8536, 55713, 4710, 902, 85363",181,0.725654435
"GO:0006351~transcription, DNA-templated",24,0.991352843,"22976, 7132, 9212, 7037, 6871, 28514, 2660, 182, 3164, 8493, 10613, 332, 23051, 3567, 3479, 1388, 50674, 5468, 55713, 8536, 902, 85363, 4869, 5617",181,0.691987831
GO:0034654~nucleobase-containing compound biosynthetic process,29,0.991877366,"22976, 6871, 28514, 3164, 8493, 3183, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 9551, 7037, 2660, 182, 57798, 23051, 3567, 1388, 100134934, 5468, 8536, 55713, 4710, 902, 85363",181,0.713590855
GO:0097659~nucleic acid-templated transcription,25,0.992675251,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.690607735
GO:0032774~RNA biosynthetic process,25,0.993534527,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.685816777
GO:0010467~gene expression,49,0.995361664,"8575, 6871, 3164, 8493, 10613, 3958, 3479, 10418, 50674, 51605, 718, 5617, 7132, 9159, 2160, 57798, 23051, 3567, 1388, 3488, 966, 5468, 8536, 85363, 22976, 115939, 28514, 3183, 332, 1512, 2886, 735, 9879, 11326, 4869, 9212, 7037, 22827, 5972, 2660, 182, 26228, 1401, 28960, 1001, 55713, 902, 947, 5648",181,0.763853093
GO:2000112~regulation of cellular macromolecule biosynthetic process,31,0.996903885,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 2886, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 92370, 2660, 182, 57798, 23051, 3567, 1388, 3488, 100134934, 5468, 8536, 55713, 902, 85363",181,0.689830477
GO:0010556~regulation of macromolecule biosynthetic process,31,0.997437946,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 2886, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 92370, 2660, 182, 57798, 23051, 3567, 1388, 3488, 100134934, 5468, 8536, 55713, 902, 85363",181,0.684127042
GO:0016070~RNA metabolic process,34,0.999015002,"22976, 8575, 115939, 6871, 28514, 3164, 8493, 3183, 10613, 3958, 332, 3479, 50674, 9879, 51605, 4869, 5617, 7132, 9212, 7037, 22827, 2660, 182, 57798, 23051, 3567, 1388, 28960, 6039, 5468, 8536, 55713, 902, 85363",181,0.671745096
GO:0034645~cellular macromolecule biosynthetic process,34,0.999798711,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 2886, 3479, 51363, 50674, 4869, 5617, 7132, 9212, 7037, 2683, 92370, 2660, 182, 57798, 23051, 3567, 1388, 3488, 100134934, 5468, 10164, 8536, 55713, 902, 85363",181,0.63630333
GO:2001022~positive regulation of response to DNA damage stimulus,3,0.484929592,"22976, 22925, 84787",181,1.819908338
GO:2001020~regulation of response to DNA damage stimulus,3,0.804626632,"22976, 22925, 84787",181,0.994732507
GO:0008154~actin polymerization or depolymerization,4,0.378068052,"51738, 90952, 79778, 85477",181,1.80962637
GO:0007015~actin filament organization,5,0.663477483,"3936, 51738, 90952, 79778, 85477",181,1.10297475
GO:0097435~supramolecular fiber organization,8,0.71718312,"3936, 51738, 80781, 1674, 567, 90952, 79778, 85477",181,0.97061778
GO:0030029~actin filament-based process,7,0.815491581,"3936, 51738, 90952, 79778, 85477, 26228, 1824",181,0.871067238
GO:0051258~protein polymerization,3,0.81549756,"90952, 79778, 85477",181,0.97061778
GO:0030036~actin cytoskeleton organization,6,0.823629805,"3936, 51738, 90952, 79778, 85477, 26228",181,0.865686128
GO:0007010~cytoskeleton organization,11,0.923543982,"9212, 3936, 51738, 332, 1674, 90952, 79778, 85477, 79959, 26228, 4869",181,0.752368683
GO:1902589~single-organism organelle organization,11,0.991879837,"9212, 3936, 51738, 332, 7037, 1674, 90952, 79778, 85477, 26228, 440574",181,0.588990729
GO:0043414~macromolecule methylation,4,0.620442264,"22976, 84787, 8493, 51605",181,1.248748021
GO:0032259~methylation,4,0.726382448,"22976, 84787, 8493, 51605",181,1.062367719
GO:0022618~ribonucleoprotein complex assembly,5,0.308441986,"8575, 2886, 22827, 9879, 4869",181,1.773554083
GO:0071826~ribonucleoprotein complex subunit organization,5,0.365243534,"8575, 2886, 22827, 9879, 4869",181,1.63253755
GO:0071407~cellular response to organic cyclic compound,7,0.476883443,"8575, 7035, 3488, 567, 2660, 5468, 4869",181,1.260330001
GO:0022613~ribonucleoprotein complex biogenesis,6,0.60367163,"8575, 115939, 2886, 22827, 9879, 4869",181,1.139871414
GO:0043603~cellular amide metabolic process,14,0.828434527,"8575, 8875, 9159, 5972, 2760, 1512, 2886, 3479, 10418, 3488, 5468, 10972, 4758, 4869",181,0.863518996
GO:0006518~peptide metabolic process,10,0.941991009,"8575, 1512, 2886, 3479, 10418, 3488, 9159, 5972, 5468, 4869",181,0.7170447
GO:0017148~negative regulation of translation,4,0.976962211,"8575, 2886, 3488, 5468",181,0.552486188
GO:0010608~posttranscriptional regulation of gene expression,6,0.984812984,"8575, 2886, 3488, 5468, 3183, 4869",181,0.555119354
GO:1901566~organonitrogen compound biosynthetic process,12,0.987254019,"8575, 9551, 2886, 51363, 336, 3488, 2861, 2683, 92370, 5468, 4710, 4869",181,0.624069883
GO:0006417~regulation of translation,5,0.988528815,"8575, 2886, 3488, 5468, 4869",181,0.515787226
GO:0006412~translation,5,0.998149304,"8575, 2886, 3488, 5468, 4869",181,0.417062327
GO:0043043~peptide biosynthetic process,5,0.99846322,"8575, 2886, 3488, 5468, 4869",181,0.409386334
GO:2000113~negative regulation of cellular macromolecule biosynthetic process,10,0.999030659,"9212, 8575, 332, 2886, 23051, 3488, 100134934, 50674, 5468, 3183",181,0.487970548
GO:0010558~negative regulation of macromolecule biosynthetic process,10,0.999207106,"9212, 8575, 332, 2886, 23051, 3488, 100134934, 50674, 5468, 3183",181,0.481370405
GO:0043604~amide biosynthetic process,5,0.999277532,"8575, 2886, 3488, 5468, 4869",181,0.381314128
GO:0032970~regulation of actin filament-based process,4,0.776729849,"90952, 85477, 26228, 1824",181,0.97728106
GO:0051493~regulation of cytoskeleton organization,5,0.82087811,"90952, 85477, 79959, 26228, 4869",181,0.879472453
GO:0032956~regulation of actin cytoskeleton organization,3,0.882097153,"90952, 85477, 26228",181,0.819191477
GO:0009896~positive regulation of catabolic process,5,0.689733282,"5286, 3479, 336, 1075, 85363",181,1.065548461
GO:0031331~positive regulation of cellular catabolic process,4,0.748958938,"5286, 3479, 1075, 85363",181,1.024153053
GO:0031329~regulation of cellular catabolic process,4,0.976962211,"5286, 3479, 1075, 85363",181,0.552486188
GO:0009894~regulation of catabolic process,5,0.978126742,"5286, 3479, 336, 1075, 85363",181,0.566107931
GO:0006873~cellular ion homeostasis,5,0.923479264,"6916, 51738, 7037, 567, 6358",181,0.709893323
GO:0050801~ion homeostasis,6,0.930220123,"9388, 6916, 51738, 7037, 567, 6358",181,0.703964544
GO:0006875~cellular metal ion homeostasis,4,0.944136493,"51738, 7037, 567, 6358",181,0.657033574
GO:0098771~inorganic ion homeostasis,5,0.954874856,"6916, 51738, 7037, 567, 6358",181,0.639329077
GO:0019725~cellular homeostasis,6,0.962201364,"6916, 51738, 7037, 567, 2660, 6358",181,0.633011596
GO:0030003~cellular cation homeostasis,4,0.969548349,"51738, 7037, 567, 6358",181,0.5810501
GO:0055065~metal ion homeostasis,4,0.969548349,"51738, 7037, 567, 6358",181,0.5810501
GO:0055082~cellular chemical homeostasis,5,0.970681492,"6916, 51738, 7037, 567, 6358",181,0.59315531
GO:0055080~cation homeostasis,4,0.983659735,"51738, 7037, 567, 6358",181,0.521455218
GO:1902582~single-organism intracellular transport,5,0.954579741,"9551, 1001, 5468, 4710, 4869",181,0.640095658
GO:0044265~cellular macromolecule catabolic process,8,0.901791604,"10613, 1512, 1358, 84417, 117584, 28960, 6039, 1075",181,0.763992528
GO:0044257~cellular protein catabolic process,6,0.910712727,"10613, 1512, 1358, 84417, 117584, 1075",181,0.738878587
GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,3,0.931987109,"10613, 84417, 117584",181,0.69180101
GO:0030163~protein catabolic process,7,0.936046087,"10613, 1512, 1358, 84417, 117584, 5069, 1075",181,0.701761212
GO:0009057~macromolecule catabolic process,9,0.942361998,"10613, 1512, 1358, 84417, 117584, 5069, 28960, 6039, 1075",181,0.708114666
GO:0051603~proteolysis involved in cellular protein catabolic process,5,0.946946384,"10613, 1512, 84417, 117584, 1075",181,0.659061456
GO:0010498~proteasomal protein catabolic process,3,0.951481095,"10613, 84417, 117584",181,0.633011596
GO:0006511~ubiquitin-dependent protein catabolic process,3,0.990501828,"10613, 84417, 117584",181,0.454331727
GO:0019941~modification-dependent protein catabolic process,3,0.991270411,"10613, 84417, 117584",181,0.447977437
GO:0043632~modification-dependent macromolecule catabolic process,3,0.992113148,"10613, 84417, 117584",181,0.440583036
GO:0034470~ncRNA processing,3,0.906724781,"8575, 115939, 51605",181,0.759013904
GO:0034660~ncRNA metabolic process,3,0.971890623,"8575, 115939, 51605",181,0.558020675
GO:0007268~chemical synaptic transmission,4,0.96428498,"51738, 3780, 1000, 3164",181,0.598978714
GO:0098916~anterograde trans-synaptic signaling,4,0.96428498,"51738, 3780, 1000, 3164",181,0.598978714
GO:0099537~trans-synaptic signaling,4,0.966775108,"51738, 3780, 1000, 3164",181,0.590694085
GO:0099536~synaptic signaling,4,0.969988865,"51738, 3780, 1000, 3164",181,0.579473301
GO:0015672~monovalent inorganic cation transport,4,0.926358058,"9551, 3780, 11254, 4710",181,0.700117743
GO:0098660~inorganic ion transmembrane transport,5,0.983077713,"8542, 9551, 3780, 11254, 4710",181,0.544734468
GO:0098662~inorganic cation transmembrane transport,4,0.989965194,"9551, 3780, 11254, 4710",181,0.483660049
GO:0098655~cation transmembrane transport,4,0.996326804,"9551, 3780, 11254, 4710",181,0.422425147
GO:0034220~ion transmembrane transport,5,0.997669138,"8542, 9551, 3780, 11254, 4710",181,0.427071823
GO:0055085~transmembrane transport,7,0.998013365,"8542, 9551, 3780, 6563, 11254, 4710, 10972",181,0.464208503
GO:0010629~negative regulation of gene expression,15,0.988003794,"9212, 8575, 8493, 332, 2886, 23051, 3479, 3488, 28960, 966, 50674, 5468, 947, 5648, 11326",181,0.648125996
GO:0051172~negative regulation of nitrogen compound metabolic process,13,0.995520706,"9212, 8575, 3183, 332, 2886, 23051, 3479, 10418, 3488, 100134934, 50674, 5468, 947",181,0.583186313
GO:0031327~negative regulation of cellular biosynthetic process,12,0.996807614,"10613, 9212, 8575, 332, 2886, 23051, 3488, 100134934, 50674, 5468, 947, 3183",181,0.558020675
GO:0009890~negative regulation of biosynthetic process,12,0.997317822,"10613, 9212, 8575, 332, 2886, 23051, 3488, 100134934, 50674, 5468, 947, 3183",181,0.551060417
"GO:0045892~negative regulation of transcription, DNA-templated",5,0.999097988,"9212, 332, 23051, 50674, 5468",181,0.389096049
GO:1903507~negative regulation of nucleic acid-templated transcription,5,0.999112133,"9212, 332, 23051, 50674, 5468",181,0.388529679
GO:1902679~negative regulation of RNA biosynthetic process,5,0.999230118,"9212, 332, 23051, 50674, 5468",181,0.383505588
GO:0000122~negative regulation of transcription from RNA polymerase II promoter,3,0.999365075,"9212, 50674, 5468",181,0.315259712
GO:0051253~negative regulation of RNA metabolic process,5,0.999553136,"9212, 332, 23051, 50674, 5468",181,0.365643684
GO:0016567~protein ubiquitination,3,0.997613075,"22976, 117584, 85363",181,0.369865898
GO:0032446~protein modification by small protein conjugation,3,0.998785554,"22976, 117584, 85363",181,0.339664759
GO:0070647~protein modification by small protein conjugation or removal,3,0.999696141,"22976, 117584, 85363",181,0.291715726
