GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0009968~negative regulation of signal transduction,17,0.246130114,"28514, 1000, 3486, 2660, 26228, 3958, 117584, 83999, 3479, 3489, 1388, 3488, 146722, 5996, 5468, 6504, 1846",181,1.281818678,"['DLL1', 'CDH2', 'IGFBP3', 'MSTN', 'STAP1', 'LGALS3', 'RFFL', 'KREMEN1', 'IGF1', 'IGFBP6', 'ATF6B', 'IGFBP5', 'CD300LF', 'RGS1', 'PPARG', 'SLAMF1', 'DUSP4']"
GO:0010648~negative regulation of cell communication,18,0.254489343,"51738, 28514, 1000, 3486, 2660, 26228, 3958, 117584, 83999, 3479, 3489, 1388, 3488, 146722, 5996, 5468, 6504, 1846",181,1.260211937,"['GHRL', 'DLL1', 'CDH2', 'IGFBP3', 'MSTN', 'STAP1', 'LGALS3', 'RFFL', 'KREMEN1', 'IGF1', 'IGFBP6', 'ATF6B', 'IGFBP5', 'CD300LF', 'RGS1', 'PPARG', 'SLAMF1', 'DUSP4']"
GO:0023057~negative regulation of signaling,18,0.258770169,"51738, 28514, 1000, 3486, 2660, 26228, 3958, 117584, 83999, 3479, 3489, 1388, 3488, 146722, 5996, 5468, 6504, 1846",181,1.256093598,"['GHRL', 'DLL1', 'CDH2', 'IGFBP3', 'MSTN', 'STAP1', 'LGALS3', 'RFFL', 'KREMEN1', 'IGF1', 'IGFBP6', 'ATF6B', 'IGFBP5', 'CD300LF', 'RGS1', 'PPARG', 'SLAMF1', 'DUSP4']"
GO:0006464~cellular protein modification process,39,0.481248973,"22976, 51738, 8575, 6871, 3486, 1000, 8493, 5618, 3958, 332, 56975, 1512, 117584, 355, 3479, 336, 2861, 84787, 6504, 718, 4869, 7132, 285362, 9212, 7037, 5972, 2683, 2660, 26228, 3567, 3489, 2277, 6358, 5468, 10164, 8536, 902, 85363, 1846",181,1.038650605,"['PAXIP1', 'GHRL', 'PRKRA', 'TADA2A', 'IGFBP3', 'CDH2', 'PPM1D', 'PRLR', 'LGALS3', 'BIRC5', 'FAM20C', 'CTSH', 'RFFL', 'FAS', 'IGF1', 'APOA2', 'GPR37', 'KMT5C', 'SLAMF1', 'C3', 'NPM1', 'TNFRSF1A', 'SUMF1', 'AURKB', 'TFRC', 'REN', 'B4GALT1', 'MSTN', 'STAP1', 'IL5', 'IGFBP6', 'VEGFD', 'CCL14', 'PPARG', 'CHST4', 'CAMK1', 'CCNH', 'TRIM5', 'DUSP4']"
GO:0036211~protein modification process,39,0.481936186,"22976, 51738, 8575, 6871, 3486, 1000, 8493, 5618, 3958, 332, 56975, 1512, 117584, 355, 3479, 336, 2861, 84787, 6504, 718, 4869, 7132, 285362, 9212, 7037, 5972, 2683, 2660, 26228, 3567, 3489, 2277, 6358, 5468, 10164, 8536, 902, 85363, 1846",181,1.03839159,"['PAXIP1', 'GHRL', 'PRKRA', 'TADA2A', 'IGFBP3', 'CDH2', 'PPM1D', 'PRLR', 'LGALS3', 'BIRC5', 'FAM20C', 'CTSH', 'RFFL', 'FAS', 'IGF1', 'APOA2', 'GPR37', 'KMT5C', 'SLAMF1', 'C3', 'NPM1', 'TNFRSF1A', 'SUMF1', 'AURKB', 'TFRC', 'REN', 'B4GALT1', 'MSTN', 'STAP1', 'IL5', 'IGFBP6', 'VEGFD', 'CCL14', 'PPARG', 'CHST4', 'CAMK1', 'CCNH', 'TRIM5', 'DUSP4']"
GO:0001906~cell killing,10,0.000681,"3958, 8542, 1512, 567, 733, 966, 735, 1075, 26228, 718",181,4.170623273,"['LGALS3', 'APOL1', 'CTSH', 'B2M', 'C8G', 'CD59', 'C9', 'CTSC', 'STAP1', 'C3']"
GO:0019835~cytolysis,4,0.007953834,"8542, 3929, 733, 735",181,9.7061778,"['APOL1', 'LBP', 'C8G', 'C9']"
GO:0031640~killing of cells of other organism,4,0.109486211,"3958, 8542, 733, 735",181,3.444127606,"['LGALS3', 'APOL1', 'C8G', 'C9']"
GO:0044364~disruption of cells of other organism,4,0.109486211,"3958, 8542, 733, 735",181,3.444127606,"['LGALS3', 'APOL1', 'C8G', 'C9']"
GO:0080135~regulation of cellular response to stress,13,0.082055771,"22976, 22925, 10516, 355, 83999, 3489, 1388, 2861, 567, 84787, 6504, 947, 4869",181,1.692662714,"['PAXIP1', 'PLA2R1', 'FBLN5', 'FAS', 'KREMEN1', 'IGFBP6', 'ATF6B', 'GPR37', 'B2M', 'KMT5C', 'SLAMF1', 'CD34', 'NPM1']"
GO:0033554~cellular response to stress,20,0.587565255,"22976, 7132, 8575, 22925, 8493, 10613, 10516, 84417, 355, 83999, 3489, 1388, 2861, 567, 84787, 5468, 6504, 947, 1824, 4869",181,1.017807014,"['PAXIP1', 'TNFRSF1A', 'PRKRA', 'PLA2R1', 'PPM1D', 'ERLIN1', 'FBLN5', 'ECRG4', 'FAS', 'KREMEN1', 'IGFBP6', 'ATF6B', 'GPR37', 'B2M', 'KMT5C', 'PPARG', 'SLAMF1', 'CD34', 'DSC2', 'NPM1']"
GO:0050900~leukocyte migration,13,0.000436,"7412, 2683, 2660, 26228, 3958, 140596, 3929, 2277, 10164, 6358, 6504, 5657, 947",181,3.418678388,"['VCAM1', 'B4GALT1', 'MSTN', 'STAP1', 'LGALS3', 'DEFB104A', 'LBP', 'VEGFD', 'CHST4', 'CCL14', 'SLAMF1', 'PRTN3', 'CD34']"
GO:0097529~myeloid leukocyte migration,10,0.00047,"3958, 140596, 3929, 2277, 2683, 2660, 6358, 6504, 5657, 26228",181,4.393743037,"['LGALS3', 'DEFB104A', 'LBP', 'VEGFD', 'B4GALT1', 'MSTN', 'CCL14', 'SLAMF1', 'PRTN3', 'STAP1']"
GO:1905517~macrophage migration,5,0.002512208,"3958, 2683, 2660, 6504, 26228",181,8.751471787,"['LGALS3', 'B4GALT1', 'MSTN', 'SLAMF1', 'STAP1']"
GO:0060326~cell chemotaxis,10,0.003944098,"3958, 140596, 3929, 7412, 2277, 2660, 6358, 6504, 3164, 26228",181,3.225618,"['LGALS3', 'DEFB104A', 'LBP', 'VCAM1', 'VEGFD', 'MSTN', 'CCL14', 'SLAMF1', 'NR4A1', 'STAP1']"
GO:0048246~macrophage chemotaxis,4,0.005677776,"3958, 2660, 6504, 26228",181,10.95055957,"['LGALS3', 'MSTN', 'SLAMF1', 'STAP1']"
GO:0030595~leukocyte chemotaxis,8,0.008733072,"3958, 140596, 3929, 2277, 2660, 6358, 6504, 26228",181,3.444127606,"['LGALS3', 'DEFB104A', 'LBP', 'VEGFD', 'MSTN', 'CCL14', 'SLAMF1', 'STAP1']"
GO:0071674~mononuclear cell migration,5,0.015257395,"3958, 140596, 2660, 6358, 6504",181,5.233723324,"['LGALS3', 'DEFB104A', 'MSTN', 'CCL14', 'SLAMF1']"
GO:0002687~positive regulation of leukocyte migration,6,0.016293562,"3958, 3929, 2277, 2660, 10164, 6504",181,4.054479334,"['LGALS3', 'LBP', 'VEGFD', 'MSTN', 'CHST4', 'SLAMF1']"
GO:0097530~granulocyte migration,6,0.016696957,"3958, 3929, 2660, 6358, 6504, 5657",181,4.028979464,"['LGALS3', 'LBP', 'MSTN', 'CCL14', 'SLAMF1', 'PRTN3']"
GO:0050920~regulation of chemotaxis,7,0.023429427,"3929, 2277, 2660, 6504, 57715, 26228, 10501",181,3.166846147,"['LBP', 'VEGFD', 'MSTN', 'SLAMF1', 'SEMA4G', 'STAP1', 'SEMA6B']"
GO:0002685~regulation of leukocyte migration,7,0.024263362,"3958, 3929, 2277, 2660, 10164, 6504, 26228",181,3.140233994,"['LGALS3', 'LBP', 'VEGFD', 'MSTN', 'CHST4', 'SLAMF1', 'STAP1']"
GO:0010758~regulation of macrophage chemotaxis,3,0.029709884,"2660, 6504, 26228",181,11.04496094,"['MSTN', 'SLAMF1', 'STAP1']"
GO:0002688~regulation of leukocyte chemotaxis,5,0.034266434,"3929, 2277, 2660, 6504, 26228",181,4.075112817,"['LBP', 'VEGFD', 'MSTN', 'SLAMF1', 'STAP1']"
GO:0071621~granulocyte chemotaxis,5,0.035924005,"3958, 3929, 2660, 6358, 6504",181,4.013832925,"['LGALS3', 'LBP', 'MSTN', 'CCL14', 'SLAMF1']"
GO:0032103~positive regulation of response to external stimulus,8,0.06493001,"7132, 51738, 3929, 2277, 2660, 6504, 9173, 718",181,2.253677167,"['TNFRSF1A', 'GHRL', 'LBP', 'VEGFD', 'MSTN', 'SLAMF1', 'IL1RL1', 'C3']"
GO:0002690~positive regulation of leukocyte chemotaxis,4,0.065223142,"3929, 2277, 2660, 6504",181,4.3138568,"['LBP', 'VEGFD', 'MSTN', 'SLAMF1']"
GO:1905521~regulation of macrophage migration,3,0.068396789,"2660, 6504, 26228",181,6.963127552,"['MSTN', 'SLAMF1', 'STAP1']"
GO:0071622~regulation of granulocyte chemotaxis,3,0.087354747,"3929, 2660, 6504",181,6.043469196,"['LBP', 'MSTN', 'SLAMF1']"
GO:0071675~regulation of mononuclear cell migration,3,0.098809243,"3958, 2660, 6504",181,5.619366095,"['LGALS3', 'MSTN', 'SLAMF1']"
GO:1990266~neutrophil migration,4,0.121477422,"3958, 3929, 6358, 5657",181,3.285167871,"['LGALS3', 'LBP', 'CCL14', 'PRTN3']"
GO:0002548~monocyte chemotaxis,3,0.144912628,"3958, 140596, 6358",181,4.448664825,"['LGALS3', 'DEFB104A', 'CCL14']"
GO:0050921~positive regulation of chemotaxis,4,0.162319899,"3929, 2277, 2660, 6504",181,2.866253847,"['LBP', 'VEGFD', 'MSTN', 'SLAMF1']"
GO:0030593~neutrophil chemotaxis,3,0.252627772,"3958, 3929, 6358",181,3.079844879,"['LGALS3', 'LBP', 'CCL14']"
GO:0048514~blood vessel morphogenesis,17,0.001107546,"22976, 4162, 51738, 5286, 28514, 1000, 2683, 182, 3164, 1512, 80781, 2277, 5468, 4327, 947, 718, 5617",181,2.534993364,"['PAXIP1', 'MCAM', 'GHRL', 'PIK3C2A', 'DLL1', 'CDH2', 'B4GALT1', 'JAG1', 'NR4A1', 'CTSH', 'COL18A1', 'VEGFD', 'PPARG', 'MMP19', 'CD34', 'C3', 'PRL']"
GO:0001525~angiogenesis,15,0.002111853,"4162, 51738, 5286, 28514, 2683, 182, 3164, 1512, 80781, 2277, 5468, 4327, 947, 718, 5617",181,2.574789931,"['MCAM', 'GHRL', 'PIK3C2A', 'DLL1', 'B4GALT1', 'JAG1', 'NR4A1', 'CTSH', 'COL18A1', 'VEGFD', 'PPARG', 'MMP19', 'CD34', 'C3', 'PRL']"
GO:0001568~blood vessel development,17,0.00371867,"22976, 4162, 51738, 5286, 28514, 1000, 2683, 182, 3164, 1512, 80781, 2277, 5468, 4327, 947, 718, 5617",181,2.246355506,"['PAXIP1', 'MCAM', 'GHRL', 'PIK3C2A', 'DLL1', 'CDH2', 'B4GALT1', 'JAG1', 'NR4A1', 'CTSH', 'COL18A1', 'VEGFD', 'PPARG', 'MMP19', 'CD34', 'C3', 'PRL']"
GO:0072358~cardiovascular system development,17,0.006275432,"22976, 4162, 51738, 5286, 28514, 1000, 2683, 182, 3164, 1512, 80781, 2277, 5468, 4327, 947, 718, 5617",181,2.125357434,"['PAXIP1', 'MCAM', 'GHRL', 'PIK3C2A', 'DLL1', 'CDH2', 'B4GALT1', 'JAG1', 'NR4A1', 'CTSH', 'COL18A1', 'VEGFD', 'PPARG', 'MMP19', 'CD34', 'C3', 'PRL']"
GO:0001944~vasculature development,17,0.006275432,"22976, 4162, 51738, 5286, 28514, 1000, 2683, 182, 3164, 1512, 80781, 2277, 5468, 4327, 947, 718, 5617",181,2.125357434,"['PAXIP1', 'MCAM', 'GHRL', 'PIK3C2A', 'DLL1', 'CDH2', 'B4GALT1', 'JAG1', 'NR4A1', 'CTSH', 'COL18A1', 'VEGFD', 'PPARG', 'MMP19', 'CD34', 'C3', 'PRL']"
GO:0045766~positive regulation of angiogenesis,7,0.015841491,"51738, 1512, 5286, 2277, 28514, 947, 718",181,3.460072642,"['GHRL', 'CTSH', 'PIK3C2A', 'VEGFD', 'DLL1', 'CD34', 'C3']"
GO:0072359~circulatory system development,20,0.024172648,"22976, 7132, 4162, 51738, 5286, 7412, 28514, 1000, 2683, 182, 3164, 1512, 80781, 3479, 2277, 5468, 4327, 947, 718, 5617",181,1.708287293,"['PAXIP1', 'TNFRSF1A', 'MCAM', 'GHRL', 'PIK3C2A', 'VCAM1', 'DLL1', 'CDH2', 'B4GALT1', 'JAG1', 'NR4A1', 'CTSH', 'COL18A1', 'IGF1', 'VEGFD', 'PPARG', 'MMP19', 'CD34', 'C3', 'PRL']"
GO:1904018~positive regulation of vasculature development,7,0.026509244,"51738, 1512, 5286, 2277, 28514, 947, 718",181,3.075620126,"['GHRL', 'CTSH', 'PIK3C2A', 'VEGFD', 'DLL1', 'CD34', 'C3']"
GO:0048646~anatomical structure formation involved in morphogenesis,20,0.027872054,"4162, 51738, 5286, 28514, 2683, 182, 3164, 1512, 56975, 84957, 80781, 2277, 3909, 5468, 8536, 4327, 947, 718, 1846, 5617",181,1.681385131,"['MCAM', 'GHRL', 'PIK3C2A', 'DLL1', 'B4GALT1', 'JAG1', 'NR4A1', 'CTSH', 'FAM20C', 'RELT', 'COL18A1', 'VEGFD', 'LAMA3', 'PPARG', 'CAMK1', 'MMP19', 'CD34', 'C3', 'DUSP4', 'PRL']"
GO:0045765~regulation of angiogenesis,9,0.036302733,"51738, 1512, 5286, 2277, 28514, 5468, 947, 718, 5617",181,2.37262124,"['GHRL', 'CTSH', 'PIK3C2A', 'VEGFD', 'DLL1', 'PPARG', 'CD34', 'C3', 'PRL']"
GO:0001935~endothelial cell proliferation,6,0.040937118,"51738, 2277, 5468, 3164, 947, 5617",181,3.17132542,"['GHRL', 'VEGFD', 'PPARG', 'NR4A1', 'CD34', 'PRL']"
GO:0022603~regulation of anatomical structure morphogenesis,18,0.046909149,"7132, 51738, 5286, 7037, 28514, 1000, 114798, 182, 1512, 2277, 50674, 5468, 8536, 947, 57715, 10501, 718, 5617",181,1.638382953,"['TNFRSF1A', 'GHRL', 'PIK3C2A', 'TFRC', 'DLL1', 'CDH2', 'SLITRK1', 'JAG1', 'CTSH', 'VEGFD', 'NEUROG3', 'PPARG', 'CAMK1', 'CD34', 'SEMA4G', 'SEMA6B', 'C3', 'PRL']"
GO:1901342~regulation of vasculature development,9,0.057770611,"51738, 1512, 5286, 2277, 28514, 5468, 947, 718, 5617",181,2.154510319,"['GHRL', 'CTSH', 'PIK3C2A', 'VEGFD', 'DLL1', 'PPARG', 'CD34', 'C3', 'PRL']"
GO:0008015~blood circulation,10,0.063369742,"6916, 51738, 5286, 1401, 1674, 5972, 28514, 5468, 947, 1824",181,1.995662725,"['TBXAS1', 'GHRL', 'PIK3C2A', 'CRP', 'DES', 'REN', 'DLL1', 'PPARG', 'CD34', 'DSC2']"
GO:0003013~circulatory system process,10,0.070036977,"6916, 51738, 5286, 1401, 1674, 5972, 28514, 5468, 947, 1824",181,1.955457066,"['TBXAS1', 'GHRL', 'PIK3C2A', 'CRP', 'DES', 'REN', 'DLL1', 'PPARG', 'CD34', 'DSC2']"
GO:1903522~regulation of blood circulation,4,0.460963875,"6916, 51738, 1674, 1824",181,1.570116997,"['TBXAS1', 'GHRL', 'DES', 'DSC2']"
GO:1905952~regulation of lipid localization,10,8.10E-05,"5360, 9388, 51738, 84417, 1401, 22925, 336, 5972, 5468, 718",181,5.560831031,"['PLTP', 'LIPG', 'GHRL', 'ECRG4', 'CRP', 'PLA2R1', 'APOA2', 'REN', 'PPARG', 'C3']"
GO:0010876~lipid localization,14,0.000604,"9388, 5360, 51738, 8542, 22925, 5972, 2760, 84417, 1401, 3929, 336, 5468, 718, 140606",181,3.101143944,"['LIPG', 'PLTP', 'GHRL', 'APOL1', 'PLA2R1', 'REN', 'GM2A', 'ECRG4', 'CRP', 'LBP', 'APOA2', 'PPARG', 'C3', 'SELENOM']"
GO:0032368~regulation of lipid transport,8,0.000633,"5360, 9388, 51738, 84417, 22925, 336, 5972, 5468",181,5.51060417,"['PLTP', 'LIPG', 'GHRL', 'ECRG4', 'PLA2R1', 'APOA2', 'REN', 'PPARG']"
GO:0035930~corticosteroid hormone secretion,4,0.000934,"51738, 84417, 5972, 140606",181,20.33675349,"['GHRL', 'ECRG4', 'REN', 'SELENOM']"
GO:0032370~positive regulation of lipid transport,6,0.00132267,"5360, 9388, 51738, 84417, 22925, 5468",181,7.363307297,"['PLTP', 'LIPG', 'GHRL', 'ECRG4', 'PLA2R1', 'PPARG']"
GO:0060986~endocrine hormone secretion,5,0.001714372,"51738, 84417, 5972, 5468, 140606",181,9.7061778,"['GHRL', 'ECRG4', 'REN', 'PPARG', 'SELENOM']"
GO:0035929~steroid hormone secretion,4,0.001764767,"51738, 84417, 5972, 140606",181,16.42583935,"['GHRL', 'ECRG4', 'REN', 'SELENOM']"
GO:0006869~lipid transport,12,0.002611752,"5360, 9388, 51738, 8542, 84417, 22925, 3929, 336, 5972, 2760, 5468, 140606",181,2.945322919,"['PLTP', 'LIPG', 'GHRL', 'APOL1', 'ECRG4', 'PLA2R1', 'LBP', 'APOA2', 'REN', 'GM2A', 'PPARG', 'SELENOM']"
GO:0035933~glucocorticoid secretion,3,0.007294192,"51738, 84417, 140606",181,22.87884767,"['GHRL', 'ECRG4', 'SELENOM']"
GO:0044060~regulation of endocrine process,4,0.008464462,"51738, 84417, 5972, 5468",181,9.49048496,"['GHRL', 'ECRG4', 'REN', 'PPARG']"
GO:0050886~endocrine process,5,0.010772069,"51738, 84417, 5972, 5468, 140606",181,5.802606294,"['GHRL', 'ECRG4', 'REN', 'PPARG', 'SELENOM']"
GO:2000846~regulation of corticosteroid hormone secretion,3,0.011968321,"51738, 84417, 5972",181,17.7946593,"['GHRL', 'ECRG4', 'REN']"
GO:0051047~positive regulation of secretion,9,0.012389139,"51738, 84417, 3479, 22925, 85477, 5468, 947, 10972, 5617",181,2.91185334,"['GHRL', 'ECRG4', 'IGF1', 'PLA2R1', 'SCIN', 'PPARG', 'CD34', 'TMED10', 'PRL']"
GO:0046903~secretion,18,0.013898499,"7132, 7032, 51738, 5286, 22925, 5972, 3164, 5618, 332, 10516, 84417, 3479, 85477, 5468, 947, 10972, 5617, 140606",181,1.895289156,"['TNFRSF1A', 'TFF2', 'GHRL', 'PIK3C2A', 'PLA2R1', 'REN', 'NR4A1', 'PRLR', 'BIRC5', 'FBLN5', 'ECRG4', 'IGF1', 'SCIN', 'PPARG', 'CD34', 'TMED10', 'PRL', 'SELENOM']"
GO:0060612~adipose tissue development,4,0.016095835,"22976, 51738, 5468, 140606",181,7.492488126,"['PAXIP1', 'GHRL', 'PPARG', 'SELENOM']"
GO:2000831~regulation of steroid hormone secretion,3,0.016130088,"51738, 84417, 5972",181,15.25256511,"['GHRL', 'ECRG4', 'REN']"
GO:0051046~regulation of secretion,13,0.023256013,"7132, 7032, 51738, 22925, 5972, 332, 84417, 3479, 85477, 5468, 947, 10972, 5617",181,2.071617053,"['TNFRSF1A', 'TFF2', 'GHRL', 'PLA2R1', 'REN', 'BIRC5', 'ECRG4', 'IGF1', 'SCIN', 'PPARG', 'CD34', 'TMED10', 'PRL']"
GO:0015850~organic hydroxy compound transport,8,0.026017413,"5360, 9388, 51738, 84417, 336, 5972, 5468, 140606",181,2.76421892,"['PLTP', 'LIPG', 'GHRL', 'ECRG4', 'APOA2', 'REN', 'PPARG', 'SELENOM']"
GO:0002791~regulation of peptide secretion,7,0.074067616,"51738, 332, 84417, 3479, 5468, 947, 10972",181,2.37262124,"['GHRL', 'BIRC5', 'ECRG4', 'IGF1', 'PPARG', 'CD34', 'TMED10']"
GO:0032940~secretion by cell,13,0.109392422,"7132, 51738, 5286, 5972, 3164, 332, 84417, 3479, 85477, 5468, 947, 10972, 140606",181,1.606462298,"['TNFRSF1A', 'GHRL', 'PIK3C2A', 'REN', 'NR4A1', 'BIRC5', 'ECRG4', 'IGF1', 'SCIN', 'PPARG', 'CD34', 'TMED10', 'SELENOM']"
GO:0046879~hormone secretion,6,0.16684457,"51738, 332, 84417, 5972, 5468, 140606",181,2.053229919,"['GHRL', 'BIRC5', 'ECRG4', 'REN', 'PPARG', 'SELENOM']"
GO:0009914~hormone transport,6,0.194418753,"51738, 332, 84417, 5972, 5468, 140606",181,1.953072362,"['GHRL', 'BIRC5', 'ECRG4', 'REN', 'PPARG', 'SELENOM']"
GO:1903530~regulation of secretion by cell,9,0.20265519,"7132, 51738, 332, 84417, 3479, 5972, 5468, 947, 10972",181,1.590913249,"['TNFRSF1A', 'GHRL', 'BIRC5', 'ECRG4', 'IGF1', 'REN', 'PPARG', 'CD34', 'TMED10']"
GO:0046883~regulation of hormone secretion,5,0.212942569,"51738, 332, 84417, 5972, 5468",181,2.093489329,"['GHRL', 'BIRC5', 'ECRG4', 'REN', 'PPARG']"
GO:0002790~peptide secretion,7,0.214631678,"51738, 332, 84417, 3479, 5468, 947, 10972",181,1.734050326,"['GHRL', 'BIRC5', 'ECRG4', 'IGF1', 'PPARG', 'CD34', 'TMED10']"
GO:0023061~signal release,7,0.247872967,"51738, 332, 84417, 5972, 5468, 3164, 140606",181,1.649835962,"['GHRL', 'BIRC5', 'ECRG4', 'REN', 'PPARG', 'NR4A1', 'SELENOM']"
GO:0046887~positive regulation of hormone secretion,3,0.372151432,"51738, 84417, 5468",181,2.30434437,"['GHRL', 'ECRG4', 'PPARG']"
GO:0010817~regulation of hormone levels,7,0.404307932,"51738, 332, 84417, 9159, 5972, 5468, 140606",181,1.361340056,"['GHRL', 'BIRC5', 'ECRG4', 'PCSK7', 'REN', 'PPARG', 'SELENOM']"
GO:0090276~regulation of peptide hormone secretion,3,0.555376754,"51738, 332, 84417",181,1.609567173,"['GHRL', 'BIRC5', 'ECRG4']"
GO:0030072~peptide hormone secretion,3,0.672618386,"51738, 332, 84417",181,1.296776791,"['GHRL', 'BIRC5', 'ECRG4']"
GO:1905954~positive regulation of lipid localization,7,0.000636,"5360, 9388, 51738, 84417, 22925, 5468, 718",181,6.672997238,"['PLTP', 'LIPG', 'GHRL', 'ECRG4', 'PLA2R1', 'PPARG', 'C3']"
GO:0034375~high-density lipoprotein particle remodeling,3,0.009502022,"5360, 9388, 336",181,20.01899171,"['PLTP', 'LIPG', 'APOA2']"
GO:1905953~negative regulation of lipid localization,4,0.024640975,"1401, 22925, 336, 5468",181,6.374206316,"['CRP', 'PLA2R1', 'APOA2', 'PPARG']"
GO:0034368~protein-lipid complex remodeling,3,0.031640477,"5360, 9388, 336",181,10.67679558,"['PLTP', 'LIPG', 'APOA2']"
GO:0034369~plasma lipoprotein particle remodeling,3,0.031640477,"5360, 9388, 336",181,10.67679558,"['PLTP', 'LIPG', 'APOA2']"
GO:0034367~macromolecular complex remodeling,3,0.035645054,"5360, 9388, 336",181,10.00949586,"['PLTP', 'LIPG', 'APOA2']"
GO:0032371~regulation of sterol transport,4,0.041213283,"5360, 9388, 336, 5468",181,5.208192966,"['PLTP', 'LIPG', 'APOA2', 'PPARG']"
GO:0032374~regulation of cholesterol transport,4,0.041213283,"5360, 9388, 336, 5468",181,5.208192966,"['PLTP', 'LIPG', 'APOA2', 'PPARG']"
GO:0032373~positive regulation of sterol transport,3,0.051059197,"5360, 9388, 5468",181,8.212919677,"['PLTP', 'LIPG', 'PPARG']"
GO:0032376~positive regulation of cholesterol transport,3,0.051059197,"5360, 9388, 5468",181,8.212919677,"['PLTP', 'LIPG', 'PPARG']"
GO:0071827~plasma lipoprotein particle organization,3,0.068396789,"5360, 9388, 336",181,6.963127552,"['PLTP', 'LIPG', 'APOA2']"
GO:0071825~protein-lipid complex subunit organization,3,0.076339785,"5360, 9388, 336",181,6.53681362,"['PLTP', 'LIPG', 'APOA2']"
GO:0030301~cholesterol transport,4,0.109486211,"5360, 9388, 336, 5468",181,3.444127606,"['PLTP', 'LIPG', 'APOA2', 'PPARG']"
GO:0033344~cholesterol efflux,3,0.132203779,"5360, 336, 5468",181,4.710350991,"['PLTP', 'APOA2', 'PPARG']"
GO:0015918~sterol transport,4,0.146783441,"5360, 9388, 336, 5468",181,3.007548051,"['PLTP', 'LIPG', 'APOA2', 'PPARG']"
GO:0097006~regulation of plasma lipoprotein particle levels,3,0.194445732,"5360, 9388, 336",181,3.681653648,"['PLTP', 'LIPG', 'APOA2']"
GO:0015711~organic anion transport,5,0.710253275,"5360, 22925, 336, 11254, 5468",181,1.036582095,"['PLTP', 'PLA2R1', 'APOA2', 'SLC6A14', 'PPARG']"
GO:0006820~anion transport,6,0.728024256,"5360, 8542, 22925, 336, 11254, 5468",181,0.985550361,"['PLTP', 'APOL1', 'PLA2R1', 'APOA2', 'SLC6A14', 'PPARG']"
GO:0046942~carboxylic acid transport,3,0.858023715,"22925, 11254, 5468",181,0.875147179,"['PLA2R1', 'SLC6A14', 'PPARG']"
GO:0015849~organic acid transport,3,0.860102957,"22925, 11254, 5468",181,0.870390944,"['PLA2R1', 'SLC6A14', 'PPARG']"
GO:0001818~negative regulation of cytokine production,10,0.010189634,"51738, 3479, 3929, 336, 1001, 28514, 6504, 947, 9173, 11326",181,2.773193657,"['GHRL', 'IGF1', 'LBP', 'APOA2', 'CDH3', 'DLL1', 'SLAMF1', 'CD34', 'IL1RL1', 'VSIG4']"
GO:0001816~cytokine production,16,0.014615948,"51738, 9865, 22925, 28514, 9173, 1401, 3479, 3929, 336, 567, 1001, 6504, 947, 10972, 718, 11326",181,1.988693007,"['GHRL', 'TRIL', 'PLA2R1', 'DLL1', 'IL1RL1', 'CRP', 'IGF1', 'LBP', 'APOA2', 'B2M', 'CDH3', 'SLAMF1', 'CD34', 'TMED10', 'C3', 'VSIG4']"
GO:0001817~regulation of cytokine production,16,0.020375226,"51738, 9865, 22925, 28514, 9173, 1401, 3479, 3929, 336, 567, 1001, 6504, 947, 10972, 718, 11326",181,1.908700886,"['GHRL', 'TRIL', 'PLA2R1', 'DLL1', 'IL1RL1', 'CRP', 'IGF1', 'LBP', 'APOA2', 'B2M', 'CDH3', 'SLAMF1', 'CD34', 'TMED10', 'C3', 'VSIG4']"
GO:0001819~positive regulation of cytokine production,9,0.123854165,"22925, 3929, 336, 567, 6504, 947, 10972, 9173, 718",181,1.80962637,"['PLA2R1', 'LBP', 'APOA2', 'B2M', 'SLAMF1', 'CD34', 'TMED10', 'IL1RL1', 'C3']"
GO:0043567~regulation of insulin-like growth factor receptor signaling pathway,5,7.90E-05,"3479, 3489, 3488, 1001, 3486",181,21.35359116,"['IGF1', 'IGFBP6', 'IGFBP5', 'CDH3', 'IGFBP3']"
GO:0043568~positive regulation of insulin-like growth factor receptor signaling pathway,4,0.000212,"3479, 3488, 1001, 3486",181,32.85167871,"['IGF1', 'IGFBP5', 'CDH3', 'IGFBP3']"
GO:0048009~insulin-like growth factor receptor signaling pathway,4,0.010109966,"3479, 3488, 1001, 3486",181,8.89732965,"['IGF1', 'IGFBP5', 'CDH3', 'IGFBP3']"
GO:0014812~muscle cell migration,4,0.081742985,"3479, 3488, 3486, 2660",181,3.918090121,"['IGF1', 'IGFBP5', 'IGFBP3', 'MSTN']"
GO:0033002~muscle cell proliferation,5,0.187716716,"3479, 3488, 3486, 2660, 5468",181,2.215102817,"['IGF1', 'IGFBP5', 'IGFBP3', 'MSTN', 'PPARG']"
GO:0014910~regulation of smooth muscle cell migration,3,0.214830082,"3479, 3488, 3486",181,3.444127606,"['IGF1', 'IGFBP5', 'IGFBP3']"
GO:0048659~smooth muscle cell proliferation,4,0.223496558,"3479, 3488, 3486, 5468",181,2.440410418,"['IGF1', 'IGFBP5', 'IGFBP3', 'PPARG']"
GO:0014909~smooth muscle cell migration,3,0.225097495,"3479, 3488, 3486",181,3.336498619,"['IGF1', 'IGFBP5', 'IGFBP3']"
