GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0044419~interspecies interaction between organisms,28,3.28E-04,"22978, 2194, 282618, 375, 3458, 10614, 27243, 9218, 1915, 10015, 27183, 5450, 59272, 1072, 3329, 2932, 79643, 2876, 51251, 1487, 3445, 207, 867, 3841, 5702, 10465, 11059, 6714",304,2.12656417
GO:0016032~viral process,24,0.003238254,"22978, 5450, 59272, 1072, 282618, 2932, 375, 79643, 3458, 51251, 10614, 1487, 3445, 27243, 207, 3841, 9218, 1915, 5702, 10015, 10465, 27183, 11059, 6714",304,1.938574199
GO:0044764~multi-organism cellular process,24,0.004637144,"22978, 5450, 59272, 1072, 282618, 2932, 375, 79643, 3458, 51251, 10614, 1487, 3445, 27243, 207, 3841, 9218, 1915, 5702, 10015, 10465, 27183, 11059, 6714",304,1.881205789
GO:0019058~viral life cycle,13,0.038575612,"59272, 2932, 79643, 10614, 1487, 27243, 9218, 1915, 5702, 10015, 10465, 27183, 11059",304,1.926335726
GO:0097696~STAT cascade,12,2.45E-04,"9146, 85480, 3458, 1950, 4067, 3445, 6774, 116986, 3066, 6778, 815, 282618",304,3.952481593
GO:0007259~JAK-STAT cascade,11,3.98E-04,"9146, 85480, 3458, 4067, 3445, 6774, 116986, 3066, 6778, 815, 282618",304,4.065464351
GO:0046425~regulation of JAK-STAT cascade,10,7.75E-04,"9146, 85480, 3458, 1950, 4067, 3445, 116986, 3066, 815, 282618",304,4.1012309
GO:1904892~regulation of STAT cascade,10,0.001208946,"9146, 85480, 3458, 1950, 4067, 3445, 116986, 3066, 815, 282618",304,3.852671451
GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,10,0.002948561,"374, 85480, 3458, 5781, 1950, 4067, 3066, 6714, 30844, 282618",304,3.381333987
GO:0046427~positive regulation of JAK-STAT cascade,7,0.00382662,"85480, 3458, 4067, 116986, 3066, 815, 282618",304,4.684037396
GO:1904894~positive regulation of STAT cascade,7,0.004458114,"85480, 3458, 4067, 116986, 3066, 815, 282618",304,4.540648496
GO:0042531~positive regulation of tyrosine phosphorylation of STAT protein,5,0.022028173,"85480, 3458, 4067, 3066, 282618",304,4.674196981
GO:0042509~regulation of tyrosine phosphorylation of STAT protein,5,0.041528684,"85480, 3458, 4067, 3066, 282618",304,3.829462587
GO:0007260~tyrosine phosphorylation of STAT protein,5,0.044680609,"85480, 3458, 4067, 3066, 282618",304,3.739357585
GO:0051347~positive regulation of transferase activity,18,0.005777528,"2081, 140609, 7332, 4361, 4067, 7424, 10273, 116986, 3265, 374, 572, 3458, 1950, 5588, 207, 7329, 6714, 11315",304,2.099529213
GO:0033674~positive regulation of kinase activity,13,0.053020525,"2081, 4361, 4067, 7424, 116986, 3265, 374, 572, 3458, 1950, 207, 6714, 11315",304,1.832368129
GO:0045860~positive regulation of protein kinase activity,10,0.134001382,"2081, 374, 3458, 1950, 7424, 116986, 3265, 207, 6714, 11315",304,1.704264851
GO:0046626~regulation of insulin receptor signaling pathway,8,1.46E-04,"8396, 5781, 6198, 55022, 5588, 5579, 6714, 9361",304,6.966474405
GO:1900076~regulation of cellular response to insulin stimulus,8,3.77E-04,"8396, 5781, 6198, 55022, 5588, 5579, 6714, 9361",304,5.982972136
GO:0046627~negative regulation of insulin receptor signaling pathway,6,3.85E-04,"8396, 6198, 55022, 5588, 5579, 9361",304,9.535361842
GO:1900077~negative regulation of cellular response to insulin stimulus,6,4.85E-04,"8396, 6198, 55022, 5588, 5579, 9361",304,9.081296992
GO:0010827~regulation of glucose transport,6,0.007621711,"5781, 6198, 55022, 5584, 207, 5579",304,4.88992915
GO:0046324~regulation of glucose import,5,0.014526651,"5781, 6198, 55022, 5584, 207",304,5.297423246
GO:0015758~glucose transport,6,0.032725844,"5781, 6198, 55022, 5584, 207, 5579",304,3.375349325
GO:0008645~hexose transport,6,0.036030745,"5781, 6198, 55022, 5584, 207, 5579",304,3.288055808
GO:0015749~monosaccharide transport,6,0.040746616,"5781, 6198, 55022, 5584, 207, 5579",304,3.178453947
GO:1903076~regulation of protein localization to plasma membrane,5,0.08779193,"3458, 55022, 5584, 207, 27183",304,2.970517708
GO:0008643~carbohydrate transport,6,0.109667294,"5781, 6198, 55022, 5584, 207, 5579",304,2.369033998
GO:0046323~glucose import,4,0.110254268,"5781, 55022, 5584, 207",304,3.43616643
GO:0046326~positive regulation of glucose import,3,0.114173691,"5781, 5584, 207",304,5.154249644
GO:1903729~regulation of plasma membrane organization,5,0.142091139,"3458, 55022, 5584, 207, 27183",304,2.483167146
GO:0010828~positive regulation of glucose transport,3,0.151305073,"5781, 5584, 207",304,4.334255383
GO:0006629~lipid metabolic process,41,4.69E-04,"8396, 5781, 10273, 1384, 2194, 9261, 79154, 117145, 3458, 445329, 1455, 54995, 115201, 55862, 151742, 9218, 3633, 3931, 3635, 284273, 9453, 37, 10380, 4067, 39, 114876, 23236, 5948, 80772, 2876, 587, 3028, 387522, 207, 283871, 8877, 55856, 85365, 9807, 6714, 2539",304,1.768203688
GO:0044255~cellular lipid metabolic process,32,0.001293246,"8396, 5781, 1384, 2194, 9261, 117145, 1455, 54995, 55862, 151742, 9218, 3633, 3931, 3635, 284273, 9453, 37, 10380, 4067, 39, 23236, 5948, 80772, 2876, 3028, 387522, 207, 283871, 8877, 85365, 9807, 6714",304,1.837588551
GO:0008610~lipid biosynthetic process,17,0.101782337,"8396, 9453, 37, 114876, 2194, 79154, 3458, 1455, 3028, 54995, 151742, 207, 9218, 8877, 3931, 3635, 2539",304,1.50302412
GO:0051092~positive regulation of NF-kappaB transcription factor activity,10,0.001208946,"5584, 10935, 6774, 55072, 5588, 5687, 5579, 8877, 815, 959",304,3.852671451
GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,12,0.004623892,"5584, 10935, 6774, 55072, 5588, 5687, 207, 5579, 8877, 815, 959, 11315",304,2.743989019
GO:0051090~regulation of sequence-specific DNA binding transcription factor activity,15,0.015722515,"5584, 6774, 55072, 3066, 10935, 5588, 5687, 207, 5601, 5579, 8877, 815, 5813, 959, 11315",304,2.046214988
GO:0009743~response to carbohydrate,13,3.29E-04,"2081, 6198, 4087, 4067, 4089, 5894, 23236, 1490, 572, 2876, 2730, 5579, 5019",304,3.546772645
GO:0001101~response to acid chemical,13,0.014591033,"6198, 4067, 3066, 23236, 1490, 3182, 572, 2932, 2876, 55022, 2730, 207, 6714",304,2.227487942
GO:0043200~response to amino acid,6,0.049861104,"572, 6198, 4067, 2730, 1490, 3182",304,3.003263572
GO:0051881~regulation of mitochondrial membrane potential,9,2.05E-05,"572, 55022, 10935, 2730, 93974, 10550, 207, 6714, 11315",304,7.731374467
GO:0051899~membrane depolarization,4,0.152597563,"2730, 93974, 6714, 11315",304,2.956701346
GO:0042391~regulation of membrane potential,11,0.182031543,"572, 2932, 2776, 55022, 10935, 2730, 93974, 10550, 207, 6714, 11315",304,1.533464624
GO:0044282~small molecule catabolic process,20,1.79E-05,"37, 10380, 39, 1384, 51181, 275, 572, 587, 3028, 445329, 57026, 55577, 55862, 60496, 5226, 207, 5315, 3633, 5019, 11315",304,3.202472491
GO:0030258~lipid modification,13,0.001363397,"8396, 37, 10380, 39, 1384, 3028, 55862, 207, 8877, 3633, 9807, 3931, 3635",304,3.016051191
GO:0046395~carboxylic acid catabolic process,12,0.003415587,"275, 3028, 37, 587, 39, 55577, 55862, 60496, 1384, 5226, 207, 51181",304,2.857037256
GO:0016054~organic acid catabolic process,12,0.003415587,"275, 3028, 37, 587, 39, 55577, 55862, 60496, 1384, 5226, 207, 51181",304,2.857037256
GO:0006635~fatty acid beta-oxidation,6,0.005775501,"3028, 37, 39, 55862, 1384, 207",304,5.224855804
GO:0009062~fatty acid catabolic process,6,0.028624118,"3028, 37, 39, 55862, 1384, 207",304,3.499215355
GO:0019395~fatty acid oxidation,6,0.029617201,"3028, 37, 39, 55862, 1384, 207",304,3.467404306
GO:0034440~lipid oxidation,6,0.037176417,"3028, 37, 39, 55862, 1384, 207",304,3.259952767
GO:0006631~fatty acid metabolic process,13,0.043012143,"37, 39, 1384, 2194, 9261, 117145, 2876, 3028, 387522, 54995, 55862, 207, 284273",304,1.895408317
GO:0044242~cellular lipid catabolic process,8,0.080658373,"3028, 37, 39, 55862, 1384, 207, 8877, 23236",304,2.145791694
GO:0016042~lipid catabolic process,8,0.309217689,"3028, 37, 39, 55862, 1384, 207, 8877, 23236",304,1.457170864
GO:0051050~positive regulation of transport,31,2.69E-04,"9146, 5781, 5584, 7424, 93974, 3265, 3561, 572, 3458, 1950, 27243, 5579, 5019, 10015, 815, 10971, 27183, 7332, 3190, 4089, 55072, 23236, 59272, 22885, 163, 2932, 207, 867, 6714, 2539, 11315",304,2.05061545
GO:0060341~regulation of cellular localization,31,4.45E-04,"5781, 5584, 137886, 8775, 93974, 3265, 84959, 3182, 572, 80124, 3458, 55022, 1950, 5579, 5019, 815, 10971, 27183, 7332, 4067, 4089, 55072, 22885, 163, 5905, 2932, 2035, 207, 5501, 6714, 11315",304,1.990546917
GO:0032880~regulation of protein localization,30,4.52E-04,"5781, 5584, 137886, 7424, 93974, 3265, 572, 80124, 3458, 55022, 1950, 5579, 5910, 5019, 10971, 27183, 7332, 9910, 4089, 55072, 23236, 22885, 163, 5905, 2932, 2035, 207, 6714, 11315, 10049",304,2.018065998
GO:0051049~regulation of transport,48,0.001320177,"9146, 5781, 6198, 5584, 9943, 7424, 8775, 93974, 3265, 3561, 84959, 572, 375, 4905, 3458, 55022, 1950, 27243, 10550, 5579, 51204, 5910, 5019, 10015, 815, 5878, 10971, 27183, 30844, 7332, 3190, 4067, 4089, 55072, 23236, 59272, 22885, 163, 5905, 2932, 2035, 207, 867, 5501, 8877, 6714, 2539, 11315",304,1.593376391
GO:1903829~positive regulation of cellular protein localization,15,0.001644357,"7332, 5584, 4089, 55072, 3265, 22885, 163, 2932, 3458, 1950, 2035, 207, 6714, 10971, 11315",304,2.663508894
GO:0010822~positive regulation of mitochondrion organization,8,0.002603846,"572, 2932, 7332, 93974, 55072, 22885, 10971, 11315",304,4.309768064
GO:1904951~positive regulation of establishment of protein localization,14,0.004630303,"7332, 4089, 7424, 55072, 3265, 23236, 22885, 572, 2932, 3458, 5579, 5019, 6714, 10971",304,2.472130848
GO:1903532~positive regulation of secretion by cell,12,0.006632178,"9146, 572, 3458, 5781, 4089, 7424, 27243, 5579, 5019, 23236, 10015, 27183",304,2.612427902
GO:0051222~positive regulation of protein transport,13,0.007009352,"7332, 4089, 7424, 55072, 3265, 23236, 22885, 572, 2932, 3458, 5579, 5019, 6714",304,2.459517935
GO:0070201~regulation of establishment of protein localization,19,0.009017902,"7332, 5781, 4089, 7424, 93974, 55072, 3265, 23236, 22885, 572, 5905, 2932, 3458, 5579, 5910, 5019, 6714, 10971, 11315",304,1.954389159
GO:0051223~regulation of protein transport,18,0.011203816,"7332, 5781, 4089, 7424, 93974, 55072, 3265, 23236, 22885, 572, 5905, 2932, 3458, 5579, 5910, 5019, 6714, 11315",304,1.95597166
GO:1903530~regulation of secretion by cell,18,0.015077818,"9146, 5781, 4067, 4089, 7424, 8775, 23236, 572, 2932, 4905, 3458, 27243, 5579, 5910, 5019, 815, 10015, 27183",304,1.89444275
GO:0051047~positive regulation of secretion,12,0.015423422,"9146, 572, 3458, 5781, 4089, 7424, 27243, 5579, 5019, 23236, 10015, 27183",304,2.311602871
GO:0033157~regulation of intracellular protein transport,11,0.015932538,"5905, 2932, 7332, 3458, 5781, 4089, 93974, 55072, 3265, 22885, 11315",304,2.427985654
GO:0032386~regulation of intracellular transport,16,0.01608401,"7332, 5781, 4067, 4089, 8775, 93974, 55072, 3265, 22885, 5905, 2932, 3458, 5501, 5579, 6714, 11315",304,1.982661332
GO:0090087~regulation of peptide transport,18,0.018026062,"7332, 5781, 4089, 7424, 93974, 55072, 3265, 23236, 22885, 572, 5905, 2932, 3458, 5579, 5910, 5019, 6714, 11315",304,1.854527425
GO:0051046~regulation of secretion,19,0.019281873,"9146, 5781, 4067, 4089, 7424, 8775, 23236, 572, 2932, 4905, 3458, 1950, 27243, 5579, 5910, 5019, 815, 10015, 27183",304,1.802705224
GO:1903214~regulation of protein targeting to mitochondrion,4,0.035305023,"7332, 93974, 55072, 22885",304,5.527745995
GO:0090316~positive regulation of intracellular protein transport,7,0.060820555,"2932, 7332, 3458, 4089, 55072, 3265, 22885",304,2.514031371
GO:1903533~regulation of protein targeting,7,0.085871216,"7332, 3458, 4089, 93974, 55072, 3265, 22885",304,2.293729653
GO:0050708~regulation of protein secretion,8,0.165063678,"572, 3458, 5781, 7424, 5579, 5910, 5019, 23236",304,1.784395199
GO:0032388~positive regulation of intracellular transport,7,0.188896194,"2932, 7332, 3458, 4089, 55072, 3265, 22885",304,1.816259398
GO:0046883~regulation of hormone secretion,7,0.213331778,"572, 3458, 5781, 4089, 5579, 5019, 23236",304,1.74503354
GO:0002791~regulation of peptide secretion,8,0.222524894,"572, 3458, 5781, 7424, 5579, 5910, 5019, 23236",304,1.614452799
GO:0034284~response to monosaccharide,11,0.001476942,"2081, 572, 2876, 6198, 4087, 4089, 2730, 5894, 5019, 23236, 1490",304,3.427744453
GO:0071322~cellular response to carbohydrate stimulus,9,0.001904982,"2081, 572, 2876, 4089, 2730, 5894, 5579, 5019, 23236",304,4.000851123
GO:0009749~response to glucose,10,0.003275981,"2081, 572, 2876, 6198, 4087, 4089, 2730, 5894, 5019, 1490",304,3.328224029
GO:0009746~response to hexose,10,0.003885075,"2081, 572, 2876, 6198, 4087, 4089, 2730, 5894, 5019, 1490",304,3.243320354
GO:0071326~cellular response to monosaccharide stimulus,8,0.004454367,"2081, 572, 2876, 4089, 2730, 5894, 5019, 23236",304,3.91194332
GO:0042593~glucose homeostasis,11,0.006476949,"2081, 572, 2876, 5781, 4089, 2730, 5894, 6774, 207, 5019, 11315",304,2.78589589
GO:0033500~carbohydrate homeostasis,11,0.006600063,"2081, 572, 2876, 5781, 4089, 2730, 5894, 6774, 207, 5019, 11315",304,2.774840748
GO:0071333~cellular response to glucose stimulus,7,0.01454536,"2081, 572, 2876, 4089, 2730, 5894, 5019",304,3.531615497
GO:0071331~cellular response to hexose stimulus,7,0.015612267,"2081, 572, 2876, 4089, 2730, 5894, 5019",304,3.476434005
GO:0001678~cellular glucose homeostasis,7,0.0319629,"2081, 572, 2876, 4089, 2730, 5894, 5019",304,2.946910945
GO:0035773~insulin secretion involved in cellular response to glucose stimulus,3,0.167868713,"572, 5894, 5019",304,4.057600784
GO:0055082~cellular chemical homeostasis,19,0.173637556,"2081, 9997, 4067, 4089, 5894, 23236, 84959, 1490, 572, 375, 2876, 2730, 10539, 221154, 7337, 5579, 5910, 5019, 2814",304,1.342013889
GO:0007584~response to nutrient,4,0.459965775,"2876, 6198, 2730, 5019",304,1.589226974
GO:2001237~negative regulation of extrinsic apoptotic signaling pathway,9,1.90E-04,"2932, 2876, 6198, 2730, 5894, 116986, 207, 6714, 11315",304,5.664571391
GO:0051346~negative regulation of hydrolase activity,16,6.32E-04,"6197, 5894, 9049, 93974, 3265, 261726, 2932, 2876, 79444, 207, 5524, 5910, 815, 6714, 11315, 10049",304,2.809683047
GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,7,6.85E-04,"6197, 2876, 5894, 207, 6714, 11315, 10049",304,6.543875774
GO:2001236~regulation of extrinsic apoptotic signaling pathway,10,0.001015289,"2932, 2876, 6198, 6498, 2730, 5894, 116986, 207, 6714, 11315",304,3.948389997
GO:0097191~extrinsic apoptotic signaling pathway,12,0.001025218,"572, 2932, 2876, 3458, 6198, 6498, 2730, 5894, 116986, 207, 6714, 11315",304,3.331130775
GO:0043281~regulation of cysteine-type endopeptidase activity involved in apoptotic process,11,0.001222634,"3329, 6197, 572, 2876, 5894, 10550, 207, 1490, 6714, 11315, 10049",304,3.513868686
GO:2000117~negative regulation of cysteine-type endopeptidase activity,7,0.001713588,"6197, 2876, 5894, 207, 6714, 11315, 10049",304,5.493624107
GO:0097190~apoptotic signaling pathway,21,0.002563162,"2081, 3190, 6198, 6498, 5894, 93974, 116986, 3265, 9241, 572, 2932, 55288, 2876, 3458, 2730, 10550, 207, 5601, 6714, 10971, 11315",304,2.102284501
GO:2001233~regulation of apoptotic signaling pathway,16,0.003005242,"3190, 6198, 6498, 5894, 93974, 116986, 9241, 572, 2932, 2876, 2730, 207, 5601, 6714, 10971, 11315",304,2.398833168
GO:2000116~regulation of cysteine-type endopeptidase activity,11,0.00375118,"3329, 6197, 572, 2876, 5894, 10550, 207, 1490, 6714, 11315, 10049",304,3.014051157
GO:0052548~regulation of endopeptidase activity,13,0.006413548,"6197, 5894, 6774, 1490, 3329, 572, 2876, 79444, 10550, 207, 6714, 11315, 10049",304,2.489150682
GO:1902041~regulation of extrinsic apoptotic signaling pathway via death domain receptors,5,0.007745397,"2932, 2876, 6498, 5894, 11315",304,6.356907895
GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors,6,0.008463411,"572, 2932, 2876, 6498, 5894, 11315",304,4.767680921
GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,4,0.01240215,"2932, 2876, 5894, 11315",304,8.2024618
GO:2001234~negative regulation of apoptotic signaling pathway,10,0.013132308,"2932, 2876, 6198, 2730, 5894, 116986, 207, 9241, 6714, 11315",304,2.670969704
GO:0052547~regulation of peptidase activity,14,0.018053166,"6197, 4067, 5894, 6774, 1490, 3329, 572, 2876, 79444, 10550, 207, 6714, 11315, 10049",304,2.079362395
GO:0008631~intrinsic apoptotic signaling pathway in response to oxidative stress,4,0.029694755,"2876, 10550, 207, 11315",304,5.913402693
GO:0010951~negative regulation of endopeptidase activity,7,0.032856631,"6197, 2876, 5894, 207, 6714, 11315, 10049",304,2.927523373
GO:1902176~negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,3,0.038661535,"2876, 207, 11315",304,9.535361842
GO:0097193~intrinsic apoptotic signaling pathway,10,0.05550944,"2081, 572, 3190, 2876, 6498, 10550, 3265, 207, 6714, 11315",304,2.057251746
GO:0043491~protein kinase B signaling,8,0.056830407,"374, 117145, 2876, 6198, 1950, 207, 6714, 11315",304,2.332810237
GO:2001242~regulation of intrinsic apoptotic signaling pathway,7,0.060820555,"572, 3190, 2876, 6498, 207, 6714, 11315",304,2.514031371
GO:0010466~negative regulation of peptidase activity,8,0.07239196,"6197, 2876, 79444, 5894, 207, 6714, 11315, 10049",304,2.201526544
GO:1902175~regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,3,0.075409287,"2876, 207, 11315",304,6.576111615
GO:0045861~negative regulation of proteolysis,9,0.166766753,"6197, 2876, 79444, 51377, 5894, 207, 6714, 11315, 10049",304,1.682710913
GO:2001243~negative regulation of intrinsic apoptotic signaling pathway,4,0.219434123,"2876, 207, 6714, 11315",304,2.468702095
GO:2001244~positive regulation of intrinsic apoptotic signaling pathway,3,0.271334367,"572, 6498, 11315",304,2.93395749
GO:0035723~interleukin-15-mediated signaling pathway,3,0.012274469,"6774, 3561, 23236",304,17.33702153
GO:0071350~cellular response to interleukin-15,3,0.012274469,"6774, 3561, 23236",304,17.33702153
GO:0070672~response to interleukin-15,3,0.014578169,"6774, 3561, 23236",304,15.89226974
GO:0009408~response to heat,7,0.006226567,"11080, 6198, 3337, 4067, 10273, 207, 3066",304,4.237938596
GO:0009266~response to temperature stimulus,9,0.007952182,"3329, 11080, 6198, 3337, 37, 4067, 10273, 207, 3066",304,3.160893428
GO:0034605~cellular response to heat,4,0.05512952,"3337, 4067, 10273, 3066",304,4.623205742
GO:0070997~neuron death,17,2.33E-04,"5584, 116986, 3265, 163, 572, 2932, 2876, 3458, 445329, 2730, 10550, 867, 207, 135112, 10314, 2539, 11315",304,2.952662137
GO:1901214~regulation of neuron death,15,8.28E-04,"5584, 116986, 3265, 163, 572, 2932, 3458, 445329, 2730, 867, 207, 135112, 10314, 2539, 11315",304,2.863472025
GO:1901215~negative regulation of neuron death,11,0.002919933,"2932, 5584, 445329, 2730, 116986, 3265, 867, 207, 135112, 11315, 163",304,3.121695841
GO:0043523~regulation of neuron apoptotic process,7,0.156383936,"5584, 2730, 116986, 3265, 11315, 10314, 2539",304,1.926335726
GO:0043524~negative regulation of neuron apoptotic process,5,0.242982246,"5584, 2730, 116986, 3265, 11315",304,1.986533717
