Proteins,Target name,EntrezGeneID,Uniprot,EntrezGeneIDString
HO.1_17398.55,HO-1,3162,P09601,3162
ACOT8_17400.71,ACOT8,10005,O14734,10005
acyl.Coenzyme.A.dehydrogenase_17403.14,acyl-Coenzyme A dehydrogenase,36,P45954,36
ARL5B_17404.5,ARL5B,221079,Q96KC2,221079
UCHL5_17405.2,UCHL5,51377,Q9Y5K5,51377
PMM1_17408.2,PMM1,5372,Q92871,5372
CETN3_17410.5,CETN3,1070,O15182,1070
UFD1_17411.55,UFD1,7353,Q92890,7353
TES_17419.17,TES,26136,Q9UGI8,26136
NLGN3_17427.26,NLGN3,54413,Q9NZ94,54413
KAD4_17432.25,KAD4,205,P27144,205
ETFA_17435.43,ETFA,2108,P13804,2108
CSNK1G2_17436.193,CSNK1G2,1455,P78368,1455
Alkaline.phosphatase..intestine_17441.4,"Alkaline phosphatase, intestine",248,P09923,248
SFRP4_17447.52,SFRP4,6424,Q6FHJ7,6424
CD9_17449.23,CD9,928,P21926,928
Histidyl.tRNA.synthetase_17450.51,Histidyl-tRNA synthetase,3035,P12081,3035
BIM_17451.13,BIM,10018,O43521,10018
Ceruloplasmin_17453.34,Ceruloplasmin,1356,P00450,1356
EGFL6_17454.15,EGFL6,25975,Q8IUX8,25975
FOLR1_17455.42,FOLR1,2348,P15328,2348
GOLM1_17456.53,GOLM1,51280,Q8NBJ4,51280
Mx1_17460.51,Mx1,4599,P20591,4599
IRF1_17462.19,IRF1,3659,P10914,3659
ACSF2_17466.72,ACSF2,80221,Q96CM8,80221
DHRS9_17467.1,DHRS9,10170,Q9BPW9,10170
SUFU_17468.1,SUFU,51684,Q9UMX1,51684
YETS4_17474.106,YETS4,8089,O95619,8089
TOPK_17475.18,TOPK,55872,Q96KB5,55872
SH3BGRL3.like.protein_17490.4,SH3BGRL3-like protein,83442,Q9H299,83442
SIR3_17495.141,SIR3,23410,Q9NTG7,23410
NALDL_17505.125,NALDL,10004,Q9UQQ1,10004
HPPD_17509.6,HPPD,3242,P32754,3242
SRP14_17510.7,SRP14,6727,P37108,6727
RPP30_17511.10,RPP30,10556,P78346,10556
NMI_17512.2,NMI,9111,Q13287,9111
ANX11_17513.11,ANX11,311,P50995,311
RAB21_17514.48,RAB21,23011,Q9UL25,23011
STCH_17515.6,STCH,6782,P48723,6782
Rab3A_17516.7,Rab3A,5864,P20336,5864
ING4_17671.58,ING4,51147,Q9UNL4,51147
Gastric.intrinsic.factor_17672.184,Gastric intrinsic factor,2694,P27352,2694
Carbonic.Anhydrase.VB_17673.34,Carbonic Anhydrase VB,11238,Q9Y2D0,11238
ACO13_17675.17,ACO13,55856,Q9NPJ3,55856
CIP4_17676.13,CIP4,9322,Q15642,9322
BY55_17677.47,BY55,11126,O95971,11126
VSIG4_17678.28,VSIG4,11326,Q9Y279,11326
EPHB1_17680.12,EPHB1,2047,P54762,2047
CD46_17682.1,CD46,4179,P15529,4179
COMD9_17683.2,COMD9,29099,Q9P000,29099
Apo.A.IV_17685.9,Apo A-IV,337,P06727,337
TBCB_17686.27,TBCB,1155,Q99426,1155
TPP1_17691.1,TPP1,1200,O14773,1200
BT3A3_17692.2,BT3A3,10384,O00478,10384
Septin.6_17693.2,Septin-6,23157,Q14141,23157
PSME2_17694.32,PSME2,5721,Q9UL46,5721
TIRP_17696.1,TIRP,100302736,Q86XR7,100302736
OVCA2_17697.2,OVCA2,124641,Q8WZ82,124641
WBP2_17698.15,WBP2,23558,Q969T9,23558
TIMELESS_17699.43,TIMELESS,8914,Q9UNS1,8914
UGT.1A1_17702.53,UGT 1A1,54658,P22309,54658
GEMI_17703.40,GEMI,51053,O75496,51053
HS105_17704.74,HS105,10808,Q92598,10808
PPR1A_17706.4,PPR1A,5502,Q13522,5502
TPD53_17710.40,TPD53,7164,Q16890,7164
VAMP1_17711.13,VAMP1,6843,P23763,6843
IDI1_17712.7,IDI1,3422,Q13907,3422
GAS7_17721.82,GAS7,8522,O60861,8522
FKBP52.protein_17722.5,FKBP52 protein,2288,Q02790,2288
WWOX_17724.3,WWOX,51741,Q9NZC7,51741
USH1C_17725.37,USH1C,10083,Q9Y6N9,10083
SAR1A_17726.3,SAR1A,56681,Q9NR31,56681
Securin_17727.1,Securin,9232,O95997,9232
CHM2A_17728.61,CHM2A,27243,O43633,27243
UBE2S_17729.20,UBE2S,27338,Q16763,27338
a.endosulfine_17734.13,a-endosulfine,2029,O43768,2029
GBRAP_17735.130,GBRAP,11337,O95166,11337
APTX_17736.105,APTX,54840,Q7Z2E3,54840
IVD_17737.7,IVD,3712,P26440,3712
CRNN_17738.7,CRNN,49860,Q9UBG3,49860
HCDH_17739.1,HCDH,3033,Q16836,3033
RRAS_17742.2,RRAS,6237,P10301,6237
UBE2A_17743.14,UBE2A,7319,P49459,7319
RB11A_17744.31,RB11A,8766,P62491,8766
FIS1_17746.77,FIS1,51024,Q9Y3D6,51024
TRAF1_17747.45,TRAF1,7185,Q13077,7185
QORX_17748.21,QORX,9540,Q53FA7,9540
RIR2_17750.8,RIR2,6241,P31350,6241
CRBB1_17751.68,CRBB1,1414,P53674,1414
Arginase_17752.24,Arginase,384,P78540,384
UGDH_17755.5,UGDH,7358,O60701,7358
DCTD_17756.69,DCTD,1635,P32321,1635
CAB39_17757.86,CAB39,51719,Q9Y376,51719
DCXR_17758.79,DCXR,51181,Q7Z4W1,51181
WDR5_17760.128,WDR5,11091,P61964,11091
NUDT5_17761.2,NUDT5,11164,Q9UKK9,11164
RHOC_17764.108,RHOC,389,P08134,389
SPN1_17765.3,SPN1,10073,O95149,10073
NCF.1_17766.5,NCF-1,653361,P14598,653361
HAOX1_17768.50,HAOX1,54363,Q9UJM8,54363
PCNP_17769.28,PCNP,57092,Q8WW12,57092
EMC8_17770.42,EMC8,10328,O43402,10328
RPC9_17771.35,RPC9,27297,O75575,27297
UBD_17772.7,UBD,10537,O15205,10537
SNAG_17773.26,SNAG,8774,Q99747,8774
SMD3_17774.38,SMD3,6634,P62318,6634
TAGL3_17775.8,TAGL3,29114,Q9UI15,29114
PECR_17776.15,PECR,55825,Q9BY49,55825
SDSL_17777.31,SDSL,113675,Q96GA7,113675
RAB32_17778.19,RAB32,10981,Q13637,10981
MLP3A_17781.191,MLP3A,84557,Q9H492,84557
THIK_17782.23,THIK,30,P09110,30
MMAB_17783.9,MMAB,326625,Q96EY8,326625
GMFB_17784.23,GMFB,2764,P60983,2764
RCL_17785.11,RCL,10591,O43598,10591
GGPPS_17786.5,GGPPS,9453,O95749,9453
Enoyl.CoA.hydratase_17787.1,Enoyl-CoA hydratase,1892,P30084,1892
NADC_17789.1,NADC,23475,Q15274,23475
HPCL1_17791.25,HPCL1,3241,P37235,3241
SSDH_17792.158,SSDH,7915,P51649,7915
DIRA1_17793.4,DIRA1,148252,O95057,148252
Phosphomannomutase.2_17794.6,Phosphomannomutase 2,5373,O15305,5373
LSM1_17795.176,LSM1,27257,O15116,27257
IMPA1_17796.15,IMPA1,3612,P29218,3612
CUL1_17797.1,CUL1,8454,Q13616,8454
X6PGL_17799.9,6PGL,25796,O95336,25796
SCAND1_17800.33,SCAND1,51282,P57086,51282
SIAS_17802.4,SIAS,54187,Q9NR45,54187
PNPO_17804.102,PNPO,55163,Q9NVS9,55163
SPF30_17805.35,SPF30,10285,O75940,10285
Syntenin.1_17806.6,Syntenin 1,6386,O00560,6386
NIT2_17808.37,NIT2,56954,Q9NQR4,56954
ST1C2_17811.78,ST1C2,6819,O00338,6819
TP4A1_17812.2,TP4A1,7803,Q93096,7803
BPHL_17813.21,BPHL,670,Q86WA6,670
BPNT1_17814.8,BPNT1,10380,O95861,10380
NCALD_17816.58,NCALD,83988,P61601,83988
DDIT4_17817.22,DDIT4,54541,Q9NX09,54541
SUGT1_17818.22,SUGT1,10910,Q9Y2Z0,10910
FAHD1_17819.30,FAHD1,81889,Q6P587,81889
MLF1_17820.170,MLF1,4291,P58340,4291
NMT2_17821.20,NMT2,9397,O60551,9397
RERG_17822.57,RERG,85004,Q96A58,85004
SMD2_17823.40,SMD2,6633,P62316,6633
EF1D_17826.341,EF1D,1936,P29692,1936
DLRB2_17827.53,DLRB2,83657,Q8TF09,83657
S100A14_17828.3,S100A14,57402,Q9HCY8,57402
TREX2_17829.2,TREX2,11219,Q9BQ50,11219
IDI2_17832.12,IDI2,91734,Q9BXS1,91734
ANX13_17835.28,ANX13,312,P27216,312
S100A16_17836.17,S100A16,140576,Q96FQ6,140576
CLIC2_17837.5,CLIC2,1193,O15247,1193
PPCS_17843.30,PPCS,79717,Q9HAB8,79717
DRG1_17849.6,DRG1,4733,Q9Y295,4733
KLF4_17850.42,KLF4,9314,O43474,9314
PPME1_17852.5,PPME1,51400,Q9Y570,51400
NAA10_17854.33,NAA10,8260,P41227,8260
RGS4_17855.28,RGS4,5999,P49798,5999
NT5M_17856.23,NT5M,56953,Q9NPB1,56953
ACADL_17857.6,ACADL,33,P28330,33
ATG3_18156.7,ATG3,64422,Q9NT62,64422
Caspase.8_18158.45,Caspase-8,841,Q14790,841
PIMT_18160.2,PIMT,5110,P22061,5110
IRAK4_18162.167,IRAK4,51135,Q9NWZ3,51135
UB2V2_18165.181,UB2V2,7336,Q15819,7336
RHOB_18166.4,RHOB,388,P62745,388
P5CR1_18170.46,P5CR1,5831,P32322,5831
I.TAC_18171.25,I-TAC,6373,O14625,6373
ASF1A_18172.71,ASF1A,25842,Q9Y294,25842
ARK73_18173.11,ARK73,22977,O95154,22977
PDC6I_18174.79,PDC6I,10015,Q8WUM4,10015
VAT1_18175.65,VAT1,10493,Q99536,10493
ULA1_18177.49,ULA1,8883,Q13564,8883
SYSC_18178.13,SYSC,6301,P49591,6301
SPSY_18179.56,SPSY,6611,P52788,6611
RT4I1_18180.58,RT4I1,84816,Q8WWV3,84816
TSSC4_18181.2,TSSC4,10078,Q9Y5U2,10078
PCKGC_18182.24,PCKGC,5105,P35558,5105
ARH_18183.3,ARH,26119,Q5SW96,26119
GUAA_18184.28,GUAA,8833,P49915,8833
ALDOB_18185.118,ALDOB,229,P05062,229
SYTC_18186.15,SYTC,6897,P26639,6897
ACY2_18187.16,ACY2,443,P45381,443
GATM_18188.12,GATM,2628,P50440,2628
VPS25_18189.12,VPS25,84313,Q9BRG1,84313
ICBR_18190.15,ICBR,59082,P57730,59082
RANG_18191.23,RANG,5902,P43487,5902
MAGE.5_18192.69,MAGE-5,100533997,P43359,100533997
MO4L1_18193.165,MO4L1,10933,Q9UBU8,10933
FABP9_18194.18,FABP9,646480,Q0Z7S8,646480
ORAV1_18195.3,ORAV1,220064,Q8WV07,220064
Afamin_18196.8,Afamin,173,P43652,173
KCRS_18197.97,KCRS,1160,P17540,1160
HBAT_18198.51,HBAT,3049,P09105,3049
CD37_18202.22,CD37,951,P11049,951
CRGC_18203.9,CRGC,1420,P07315,1420
TCEA1_18204.1,TCEA1,6917,P23193,6917
MAGE.6_18205.123,MAGE-6,4105,P43360,4105
ADH6_18206.18,ADH6,130,P28332,130
CHM1B_18207.6,CHM1B,57132,Q7LBR1,57132
CCNB2_18208.3,CCNB2,9133,O95067,9133
SPIN1_18210.12,SPIN1,10927,Q9Y657,10927
GSTM5.5_18212.43,GSTM5-5,2949,P46439,2949
UBE2F_18213.30,UBE2F,140739,Q969M7,140739
GSH0_18214.2,GSH0,2730,P48507,2730
THG1_18215.5,THG1,54974,Q9NWX6,54974
IL.11.RA_18216.22,IL-11 RA,3590,Q14626,3590
CB032_18218.48,CB032,25927,Q96F85,25927
SRA1_18220.141,SRA1,10011,Q9HD15,10011
SHLB2_18222.34,SHLB2,56904,Q9NR46,56904
CHM1A_18224.11,CHM1A,5119,Q9HD42,5119
HEBP1_18225.13,HEBP1,50865,Q9NRV9,50865
COX5A_18226.148,COX5A,9377,P20674,9377
CDKA2_18227.3,CDKA2,10263,O75956,10263
NOP16_18228.30,NOP16,51491,Q9Y3C1,51491
PRND_18231.147,PRND,23627,Q9UKY0,23627
PI42B_18232.42,PI42B,8396,P78356,8396
GOT2_18233.10,GOT2,2806,P00505,2806
PGP_18235.16,PGP,283871,A6NDG6,283871
LEGL_18236.3,LEGL,29094,Q3ZCW2,29094
NRIP3_18237.29,NRIP3,56675,Q9NQ35,56675
OMP_18240.6,OMP,4975,P47874,4975
HEM6_18241.18,HEM6,1371,P36551,1371
Sperm.protein.17_18242.8,Sperm protein 17,53340,Q15506,53340
Cytidylate.kinase_18243.9,Cytidylate kinase,51727,P30085,51727
ANXA7_18244.1,ANXA7,310,P20073,310
SSB_18253.8,SSB,6742,Q04837,6742
NB5R1_18255.6,NB5R1,51706,Q9UHQ9,51706
SRP19_18257.64,SRP19,6728,P09132,6728
MEOX2_18259.15,MEOX2,4223,P50222,4223
NATD1_18261.34,NATD1,256302,Q8N6N6,256302
CCD25_18264.12,CCD25,55246,Q86WR0,55246
ZNF34_18265.18,ZNF34,80778,Q8IZ26,80778
CAR17_18267.74,CAR17,440068,Q5XLA6,440068
GAG2A_18268.5,GAG2A,729447,Q6NT46,729447
TAF10_18270.10,TAF10,6881,Q12962,6881
OXSM_18271.43,OXSM,54995,Q9NWU1,54995
GGE2D_18273.14,GGE2D,100101629,Q9UEU5,100101629
SERF2_18274.2,SERF2,10169,P84101,10169
CRIP1_18275.5,CRIP1,1396,P50238,1396
TCL1B_18276.34,TCL1B,9623,O95988,9623
TRIA1_18277.28,TRIA1,51499,O43715,51499
DTD2_18280.29,DTD2,112487,Q96FN9,112487
GBG11_18282.1,GBG11,2791,P61952,2791
WWC1_18284.77,WWC1,23286,Q8IX03,23286
SVIP_18285.6,SVIP,258010,Q8NHG7,258010
ZWINT_18286.3,ZWINT,11130,O95229,11130
MIP.5_18289.16,MIP-5,6359,Q16663,6359
Annexin.A8_18290.6,Annexin A8,653145,P13928,653145
p21_18291.8,p21,1026,P38936,1026
SOX2_18294.26,SOX2,6657,P48431,6657
GRHPR_18295.102,GRHPR,9380,Q9UBQ7,9380
RASM_18297.8,RASM,22808,O14807,22808
CPNS1_18299.13,CPNS1,826,P04632,826
PURB_18300.39,PURB,5814,Q96QR8,5814
NAIF1_18301.10,NAIF1,203245,Q69YI7,203245
ZWILC_18302.204,ZWILC,55055,Q9H900,55055
NEUG_18303.39,NEUG,4900,Q92686,4900
BCCIP_18304.19,BCCIP,56647,Q9P287,56647
PALM_18306.1,PALM,5064,O75781,5064
PPase.2_18307.71,PPase 2,27068,Q9H2U2,27068
STXB6_18308.30,STXB6,29091,Q8NFX7,29091
CISY_18309.18,CISY,1431,O75390,1431
SELW_18310.26,SELW,6415,P63302,6415
DCTN6_18311.44,DCTN6,10671,O00399,10671
NDRG3_18312.68,NDRG3,57446,Q9UGV2,57446
Asparaginase.like.protein.1_18313.4,Asparaginase-like protein 1,80150,Q7L266,80150
PAX.8_18314.88,PAX-8,7849,Q06710,7849
RTP4_18315.38,RTP4,64108,Q96DX8,64108
X3.Sep_18316.75,3-Sep,55964,Q9UH03,55964
ZFAN5_18317.111,ZFAN5,7763,O76080,7763
SH3G3_18318.98,SH3G3,6457,Q99963,6457
ODPX_18319.7,ODPX,8050,O00330,8050
MTDC_18321.38,MTDC,10797,P13995,10797
JMJD6_18322.15,JMJD6,23210,Q6NYC1,23210
DRP.1_18323.39,DRP-1,1400,Q14194,1400
SUOX_18324.61,SUOX,6821,P51687,6821
MAGA8_18326.50,MAGA8,4107,P43361,4107
SNX5_18327.6,SNX5,27131,Q9Y5X3,27131
P5CR2_18328.36,P5CR2,29920,Q96C36,29920
PRPS2_18329.4,PRPS2,5634,P11908,5634
PGM2_18330.7,PGM2,55276,Q96G03,55276
GLCM_18331.3,GLCM,2629,P04062,2629
CPLX1_18332.17,CPLX1,10815,O14810,10815
CDA_18336.31,CDA,978,P32320,978
GMDS_18337.4,GMDS,2762,O60547,2762
IDH_18338.26,IDH,3417,O75874,3417
PSB3_18339.207,PSB3,5691,P49720,5691
Proteasome.beta.chain_18340.2,Proteasome beta chain,5692,P28070,5692
SERC_18342.2,SERC,29968,Q9Y617,29968
DECR2_18343.10,DECR2,26063,Q9NUI1,26063
Laminin.2_18347.15,Laminin-2,3908|3912|3915,P24043|P07942|P11047,3908|3912|3915
HNRPD_18348.89,HNRPD,3184,Q14103,3184
Radixin_18373.13,Radixin,5962,P35241,5962
IL.1F5_18375.28,IL-1F5,26525,Q9UBH0,26525
Myosin.light.chain.1_18376.19,Myosin light chain 1,4634,P08590,4634
Albumin_18380.78,Albumin,213,P02768,213
ALDH.E2_18381.16,ALDH-E2,217,P05091,217
Catechol.O.methyltransferase_18382.109,Catechol O-methyltransferase,1312,P21964,1312
FKBP3_18383.9,FKBP3,2287,Q00688,2287
PSD10_18385.4,PSD10,5716,O75832,5716
GLRX1_18386.36,GLRX1,2745,P35754,2745
suppression.of.tumorigenicity.13_18387.7,suppression of tumorigenicity 13,6767,P50502,6767
IFNA1_18389.11,IFNA1,3439,P01562,3439
MAT2B_18392.19,MAT2B,27430,Q9NZL9,27430
ADPRH_18395.5,ADPRH,141,P54922,141
AES_18396.10,AES,166,Q08117,166
AK1C4_18397.5,AK1C4,1109,P17516,1109
AK1D1_18398.1,AK1D1,6718,P51857,6718
AKA7A_18399.1,AKA7A,9465,O43687,9465
ALKB2_18400.52,ALKB2,121642,Q6NS38,121642
ALKB3_18401.18,ALKB3,221120,Q96Q83,221120
AMERL_18402.1,AMERL,83607,Q6DCA0,83607
AMPD2_18403.25,AMPD2,271,Q01433,271
ANR54_18404.22,ANR54,129138,Q6NXT1,129138
AP1S2_18405.117,AP1S2,8905,P56377,8905
AR2BP_18407.36,AR2BP,23568,Q9Y2Y0,23568
ARF4_18408.26,ARF4,378,P18085,378
ARF5_18409.61,ARF5,381,P84085,381
ARL14_18410.26,ARL14,80117,Q8N4G2,80117
ARL15_18411.83,ARL15,54622,Q9NXU5,54622
ARL4D_18413.24,ARL4D,379,P49703,379
ARL5A_18414.26,ARL5A,26225,Q9Y689,26225
ARL6_18415.16,ARL6,84100,Q9H0F7,84100
ARL9_18416.3,ARL9,132946,Q6T311,132946
AS3MT_18417.3,AS3MT,57412,Q9HBK9,57412
p16.ARC_18419.20,p16-ARC,10092,O15511,10092
ERG19_18422.41,ERG19,4597,P53602,4597
Cadherin.E_18429.10,Cadherin E,999,P12830,999
RALB_18432.32,RALB,5899,P11234,5899
TBPL1_18434.141,TBPL1,9519,P62380,9519
UBX2B_18435.40,UBX2B,137886,Q14CS0,137886
PPIG_18449.33,PPIG,9360,Q13427,9360
PGES2_18458.4,PGES2,80142,Q9H7Z7,80142
MSS4_18483.36,MSS4,5877,P47224,5877
DD19A_18813.15,DD19A,55308,Q9NUU7,55308
Activin.AC_18814.21,Activin AC,3624|3626,P08476|P55103,3624|3626
CBX1_18817.50,CBX1,10951,P83916,10951
PPIC_18819.21,PPIC,5480,P45877,5480
C4a_18821.9,C4a,720|100293534,P0C0L4|P0C0L5,720|100293534
H2B3B_18823.52,H2B3B,128312,Q8N257,128312
IF4A2_18824.7,IF4A2,1974,Q14240,1974
IF4A1_18829.4,IF4A1,1973,P60842,1973
Omentin_18830.1,Omentin,55600,Q8WWA0,55600
LRIG1_18831.6,LRIG1,26018,Q96JA1,26018
SAA2_18832.65,SAA2,6289,P0DJI9,6289
PEA15_18833.76,PEA15,8682,Q15121,8682
SGTB_18837.9,SGTB,54557,Q96EQ0,54557
Thyroglobulin_18839.24,Thyroglobulin,7038,P01266,7038
SH21B_18840.205,SH21B,117157,O14796,117157
SPB13_18841.1,SPB13,5275,Q9UIV8,5275
UB2D2_18842.24,UB2D2,7322,P62837,7322
X4EBP3_18859.7,4EBP3,8637,O60516,8637
CaMKK.alpha_18860.2,CaMKK alpha,84254,Q8N5S9,84254
CHST2_18863.176,CHST2,9435,Q9Y4C5,9435
TRY3_18864.7,TRY3,5646,P35030,5646
CANB2_18866.8,CANB2,5535,Q96LZ3,5535
CBX3_18868.7,CBX3,11335,Q13185,11335
CD3E_18870.1,CD3E,916,P07766,916
AIF1L_18871.24,AIF1L,83543,Q9BQI0,83543
CEAM8_18873.8,CEAM8,1088,P31997,1088
CEBPA_18874.66,CEBPA,1050,P49715,1050
Chondrocalcin_18875.125,Chondrocalcin,1280,P02458,1280
CHST4_18876.77,CHST4,10164,Q8NCG5,10164
CNN2_18877.15,CNN2,1265,Q99439,1265
GREM1_18878.15,GREM1,26585,O60565,26585
Collagen.Type.III_18880.81,Collagen Type III,1281,P02461,1281
CD97_18881.7,CD97,976,P48960,976
CSTN2_18882.7,CSTN2,64084,Q9H4D0,64084
DEST_18883.4,DEST,11034,P60981,11034
DNJB4_18884.22,DNJB4,11080,Q9UDY4,11080
DSCL1_18886.28,DSCL1,57453,Q8TD84,57453
ENTP2_18887.7,ENTP2,954,Q9Y5L3,954
FBP12_18888.37,FBP12,646486,A6NFH5,646486
Fibrinogen.B_18890.227,Fibrinogen B,2244,P02675,2244
GBP2_18891.98,GBP2,2634,P32456,2634
GPC4_18892.48,GPC4,2239,O75487,2239
GPR56_18893.26,GPR56,9289,Q9Y653,9289
GPX2_18894.1,GPX2,2877,P18283,2877
GSTM4_18895.54,GSTM4,2948,Q03013,2948
H6ST3_18896.23,H6ST3,266722,Q8IZP7,266722
HDAC2_18897.31,HDAC2,3066,Q92769,3066
HDGL1_18898.36,HDGL1,154150,Q5TGJ6,154150
HDGR3_18899.82,HDGR3,50810,Q9Y3E1,50810
H.ras..WT._18900.37,H-ras (WT),3265,P01112,3265
HS71B_18901.26,HS71B,3303,P0DMV9,3303
KCC4_18904.23,KCC4,814,Q16566,814
Keratin.16_18905.5,Keratin-16,3868,P08779,3868
KI3L1_18907.97,KI3L1,3811,P43629,3811
EXOS8_18909.11,EXOS8,11340,Q96B26,11340
LIN7A_18910.45,LIN7A,8825,O14910,8825
Cyclin.H_18913.3,Cyclin H,902,P51946,902
PAFA2_18914.188,PAFA2,5051,Q99487,5051
Inosine.triphosphatase_18916.25,Inosine triphosphatase,3704,Q9BY32,3704
Pancreatic.alpha.amylase_18917.53,Pancreatic alpha-amylase,279,P04746,279
PDE4A_18918.86,PDE4A,5141,P27815,5141
PHEX_18921.30,PHEX,5251,P78562,5251
CD68_18922.27,CD68,968,P34810,968
Proteasome.subunit.alpha.type.5_18925.24,Proteasome subunit alpha type 5,5686,P28066,5686
PSA3_18926.7,PSA3,5684,P25788,5684
RET1G_18927.14,RET1G,353091,Q6H3X3,353091
S100Z_18928.10,S100Z,170591,Q8WXG8,170591
SLIT2_18930.28,SLIT2,9353,O94813,9353
SLIT3_18931.40,SLIT3,6586,O75094,6586
NMNA1_18932.84,NMNA1,64802,Q9HAN9,64802
TGM4_18933.4,TGM4,7047,P49221,7047
Tissue.transglutaminase_18934.50,Tissue transglutaminase,7052,P21980,7052
TLR5_18935.14,TLR5,7100,O60602,7100
VLDLR_18938.3,VLDLR,7436,P98155,7436
PSB9_18942.11,PSB9,5698,P28065,5698
PTGR2_18943.4,PTGR2,145482,Q8N8N7,145482
RGS1_18945.11,RGS1,5996,Q08116,5996
LRC3B_18947.3,LRC3B,116135,Q96PB8,116135
RAC2_18950.13,RAC2,5880,P15153,5880
MECP2_19108.50,MECP2,4204,P51608,4204
TCAL8_19109.32,TCAL8,90843,Q8IYN2,90843
MEMO1_19110.6,MEMO1,51072,Q9Y316,51072
UBC12_19111.10,UBC12,9040,P61081,9040
TCAL3_19112.2,TCAL3,85012,Q969E4,85012
SH3L2_19113.66,SH3L2,83699,Q9UJC5,83699
KITM_19114.8,KITM,7084,O00142,7084
CMBL_19115.13,CMBL,134147,Q96DG6,134147
MUTED_19116.1,MUTED,63915,Q8TDH9,63915
PP14A_19117.3,PP14A,94274,Q96A00,94274
OSTF1_19118.47,OSTF1,26578,Q92882,26578
DDIT3_19119.10,DDIT3,1649,P35638,1649
OXDA_19120.33,OXDA,1610,P14920,1610
UBQL2_19121.3,UBQL2,29978,Q9UHD9,29978
ML12B_19122.47,ML12B,103910,O14950,103910
IKBD_19123.6,IKBD,84807,Q8NI38,84807
UBCP1_19124.9,UBCP1,134510,Q8WVY7,134510
KAP2_19125.26,KAP2,5576,P13861,5576
C20orf77_19126.4,C20orf77,58490,Q9NQG5,58490
HSPB6_19127.1,HSPB6,126393,O14558,126393
MTHFSD_19129.15,MTHFSD,64779,Q2M296,64779
SPB8_19130.81,SPB8,5271,P50452,5271
TIAR_19131.184,TIAR,7073,Q01085,7073
RM02_19132.1,RM02,51069,Q5T653,51069
RPAB4_19134.66,RPAB4,5440,P53803,5440
Cytosolic.5..nucleotidase.III.like.protein_19135.5,Cytosolic 5'-nucleotidase III-like protein,115024,Q969T7,115024
MMSA_19136.22,MMSA,4329,Q02252,4329
HSF2B_19139.3,HSF2B,11077,O75031,11077
DAP1_19141.22,DAP1,1611,P51397,1611
DNM3L_19142.39,DNM3L,29947,Q9UJW3,29947
NB5R2_19143.38,NB5R2,51700,Q6BCY4,51700
ITF2_19144.9,ITF2,6925,P15884,6925
MREG_19145.4,MREG,55686,Q8N565,55686
PP13_19147.6,PP13,29124,Q9UHV8,29124
TIM8A_19148.58,TIM8A,1678,O60220,1678
KPRB_19150.20,KPRB,5636,O60256,5636
IPP2_19152.4,IPP2,5504,P41236,5504
MPPD2_19153.53,MPPD2,744,Q15777,744
Protease.nexin.I_19154.41,Protease nexin I,5270,P07093,5270
PAF_19158.1,PAF,9768,Q15004,9768
DNA.polymerase.subunit.delta.4_19159.9,DNA polymerase subunit delta 4,57804,Q9HCU8,57804
UBP15_19161.1,UBP15,9958,Q9Y4E8,9958
LRC59_19163.26,LRC59,55379,Q96AG4,55379
RS19_19166.15,RS19,6223,P39019,6223
PPIP1_19168.71,PPIP1,9051,O43586,9051
FIBP_19169.88,FIBP,9158,O43427,9158
DPOE3_19170.25,DPOE3,54107,Q9NRF9,54107
ZFAN1_19173.5,ZFAN1,79752,Q8TCF1,79752
GOGA7_19174.141,GOGA7,51125,Q7Z5G4,51125
MARCKSL1_19175.18,MARCKSL1,65108,P49006,65108
FA49B_19176.27,FA49B,51571,Q9NUQ9,51571
MOL1A_19177.7,MOL1A,92597,Q7L9L4,92597
GULP1_19180.38,GULP1,51454,Q9UBP9,51454
RL12_19183.164,RL12,6136,P30050,6136
STABP_19187.21,STABP,10617,O95630,10617
NAP2L_19188.21,NAP2L,4676,Q99733,4676
UBP14_19189.2,UBP14,9097,P54578,9097
UB2L6_19190.4,UB2L6,9246,O14933,9246
PFD3_19193.18,PFD3,7411,P61758,7411
Histidyl.tRNA.synthetase.related_19194.9,Histidyl-tRNA synthetase-related,92675,Q8TEA8,92675
RS5_19195.85,RS5,6193,P46782,6193
HOP_19196.73,HOP,84525,Q9BPY8,84525
THIL_19197.95,THIL,38,P24752,38
RPB11_19199.3,RPB11,5439,P52435,5439
NDUA5_19200.16,NDUA5,4698,Q16718,4698
BTK_19202.10,BTK,695,Q06187,695
X8ODP_19206.20,8ODP,4521,P36639,4521
ADK_19207.119,ADK,132,P55263,132
Activin.RIIA_19208.8,Activin RIIA,92,P27037,92
IKB.alpha_19209.6,IKB-alpha,4792,P25963,4792
DMBT1_19212.4,DMBT1,1755,Q9UGM3,1755
ISK4_19213.1,ISK4,27290,O60575,27290
NDRG1_19215.7,NDRG1,10397,Q92597,10397
NTF.2_19219.71,NTF-2,10204,P61970,10204
RAB5B_19222.124,RAB5B,5869,P61020,5869
RAB1A_19223.6,RAB1A,5861,P62820,5861
IF1AY_19224.5,IF1AY,9086,O14602,9086
BLNK_19225.11,BLNK,29760,Q8WV28,29760
BATF_19227.18,BATF,10538,Q16520,10538
BAG.2_19228.11,BAG-2,9532,O95816,9532
HOME1_19229.92,HOME1,9456,Q86YM7,9456
GSTT1_19230.12,GSTT1,2952,P30711,2952
