"Protein","Nominal_pvalue","formula","fold_change","adjusted_pvalue","Target","Entrez"
"RTP4_18315.38",0.633551698783559," ~ Study_group + (1|maskID)",0.0614409214244477,0.999937631057378,"RTP4","64108"
"X3.Sep_18316.75",0.388973832194743," ~ Study_group + (1|maskID) + Age",0.230567205448709,0.999937631057378,"3-Sep","55964"
"ZFAN5_18317.111",0.154752632026377," ~ Study_group + (1|maskID)",0.438076257049543,0.999937631057378,"ZFAN5","7763"
"SH3G3_18318.98",0.928779776943075," ~ Study_group + (1|maskID)",0.0182202175024809,0.999937631057378,"SH3G3","6457"
"ODPX_18319.7",0.574013350390943," ~ Study_group + (1|maskID)",-0.0874382558715494,0.999937631057378,"ODPX","8050"
"MTDC_18321.38",0.900614854103088," ~ Study_group + (1|maskID)",0.0333290241197305,0.999937631057378,"MTDC","10797"
"JMJD6_18322.15",0.536439707915139," ~ Study_group + (1|maskID)",-0.0357795381760248,0.999937631057378,"JMJD6","23210"
"DRP.1_18323.39",0.561814643912568," ~ Study_group + (1|maskID)",-0.0216562762089943,0.999937631057378,"DRP-1","1400"
"SUOX_18324.61",0.327324349071977," ~ Study_group + (1|maskID)",0.187372549140304,0.999937631057378,"SUOX","6821"
"MAGA8_18326.50",0.234598863979418," ~ Study_group + (1|maskID)",-0.14351496761884,0.999937631057378,"MAGA8","4107"
"SNX5_18327.6",0.512875478531199," ~ Study_group + (1|maskID) + Prednisone",0.0819831072472297,0.999937631057378,"SNX5","27131"
"P5CR2_18328.36",0.723416912561635," ~ Study_group + (1|maskID)",-0.0207777361156764,0.999937631057378,"P5CR2","29920"
"PRPS2_18329.4",0.707727902196783," ~ Study_group + (1|maskID)",0.0537969073036816,0.999937631057378,"PRPS2","5634"
"PGM2_18330.7",0.827653226610415," ~ Study_group + (1|maskID)",0.0654671269594068,0.999937631057378,"PGM2","55276"
"GLCM_18331.3",0.680181774393284," ~ Study_group + (1|maskID)",0.0440640986940951,0.999937631057378,"GLCM","2629"
"CPLX1_18332.17",0.374092547281144," ~ Study_group + (1|maskID) + Age",0.0358123629090862,0.999937631057378,"CPLX1","10815"
"CDA_18336.31",0.335978478207067," ~ Study_group + (1|maskID)",0.129432127719445,0.999937631057378,"CDA","978"
"GMDS_18337.4",0.849728577628285," ~ Study_group + (1|maskID)",-0.0208796448916662,0.999937631057378,"GMDS","2762"
"IDH_18338.26",0.772665667496281," ~ Study_group + (1|maskID)",-0.05243792967384,0.999937631057378,"IDH","3417"
"PSB3_18339.207",0.162208259620462," ~ Study_group + (1|maskID)",-0.110985994414851,0.999937631057378,"PSB3","5691"
"Proteasome.beta.chain_18340.2",0.433709102541829," ~ Study_group + (1|maskID)",-0.106748010456298,0.999937631057378,"Proteasome beta chain","5692"
"SERC_18342.2",0.676236679690937," ~ Study_group + (1|maskID)",0.0654130608435572,0.999937631057378,"SERC","29968"
"DECR2_18343.10",0.940159610992395," ~ Study_group + (1|maskID)",-0.010904553294507,0.999937631057378,"DECR2","26063"
"Laminin.2_18347.15",0.414441463729754," ~ Study_group + (1|maskID) + Smoking",0.0714517940439153,0.999937631057378,"Laminin-2","3908|3912|3915"
"HNRPD_18348.89",0.988595778157495," ~ Study_group + (1|maskID)",0.00270242289080491,0.999937631057378,"HNRPD","3184"
"Radixin_18373.13",0.820922634539497," ~ Study_group + (1|maskID)",-0.0312901359649122,0.999937631057378,"Radixin","5962"
"IL.1F5_18375.28",0.540541145601372," ~ Study_group + (1|maskID)",0.109934418966078,0.999937631057378,"IL-1F5","26525"
"Myosin.light.chain.1_18376.19",0.846696066710891," ~ Study_group + (1|maskID) + Sex",0.0474426154869328,0.999937631057378,"Myosin light chain 1","4634"
"Albumin_18380.78",0.100372988442399," ~ Study_group + (1|maskID)",0.101330279960397,0.999937631057378,"Albumin","213"
"ALDH.E2_18381.16",0.360178329130629," ~ Study_group + (1|maskID)",0.604308867955092,0.999937631057378,"ALDH-E2","217"
"Catechol.O.methyltransferase_18382.109",0.348496383074133," ~ Study_group + (1|maskID)",-0.0513740082835562,0.999937631057378,"Catechol O-methyltransferase","1312"
"FKBP3_18383.9",0.605538091186981," ~ Study_group + (1|maskID)",0.0557452600325545,0.999937631057378,"FKBP3","2287"
"PSD10_18385.4",0.315478059390081," ~ Study_group + (1|maskID)",-0.133112123217738,0.999937631057378,"PSD10","5716"
"GLRX1_18386.36",0.998817781591958," ~ Study_group + (1|maskID)",7.30765518774296e-05,0.999937631057378,"GLRX1","2745"
"suppression.of.tumorigenicity.13_18387.7",0.227561958531983," ~ Study_group + (1|maskID)",0.0832105899363347,0.999937631057378,"suppression of tumorigenicity 13","6767"
"IFNA1_18389.11",0.379635136549566," ~ Study_group + (1|maskID)",-0.155962871218543,0.999937631057378,"IFNA1","3439"
"MAT2B_18392.19",0.8953622835028," ~ Study_group + (1|maskID)",-0.00671729946914123,0.999937631057378,"MAT2B","27430"
"ADPRH_18395.5",0.472271918127729," ~ Study_group + (1|maskID)",-0.210488952339009,0.999937631057378,"ADPRH","141"
"AES_18396.10",0.234637169643667," ~ Study_group + (1|maskID)",-0.0314831694440802,0.999937631057378,"AES","166"
"AK1C4_18397.5",0.496942275397748," ~ Study_group + (1|maskID)",0.320328527515045,0.999937631057378,"AK1C4","1109"
"AK1D1_18398.1",0.283429281346092," ~ Study_group + (1|maskID)",0.395070258568839,0.999937631057378,"AK1D1","6718"
"AKA7A_18399.1",0.517989391589609," ~ Study_group + (1|maskID)",0.0428628206379269,0.999937631057378,"AKA7A","9465"
"ALKB2_18400.52",0.866085563918182," ~ Study_group + (1|maskID) + Age",0.0014443874010965,0.999937631057378,"ALKB2","121642"
"ALKB3_18401.18",0.92171163144182," ~ Study_group + (1|maskID)",0.0130467928799802,0.999937631057378,"ALKB3","221120"
"AMERL_18402.1",0.136119580179667," ~ Study_group + (1|maskID)",0.0768583738545802,0.999937631057378,"AMERL","83607"
"AMPD2_18403.25",0.934050909290514," ~ Study_group + (1|maskID)",0.0175373456133209,0.999937631057378,"AMPD2","271"
"ANR54_18404.22",0.770994985619191," ~ Study_group + (1|maskID)",0.0162150345069086,0.999937631057378,"ANR54","129138"
"AP1S2_18405.117",0.32637934638225," ~ Study_group + (1|maskID)",-0.213963380963492,0.999937631057378,"AP1S2","8905"
"AR2BP_18407.36",0.305509161432012," ~ Study_group + (1|maskID)",-0.330685363479667,0.999937631057378,"AR2BP","23568"
"ARF4_18408.26",0.720683174913338," ~ Study_group + (1|maskID)",-0.0557972995606076,0.999937631057378,"ARF4","378"
"ARF5_18409.61",0.514058941665346," ~ Study_group + (1|maskID)",-0.0927901660739668,0.999937631057378,"ARF5","381"
"ARL14_18410.26",0.318214144356507," ~ Study_group + (1|maskID)",-0.219396588570999,0.999937631057378,"ARL14","80117"
"ARL15_18411.83",0.0425677520457207," ~ Study_group + (1|maskID)",-0.350339198446307,0.999937631057378,"ARL15","54622"
"ARL4D_18413.24",0.502204031540885," ~ Study_group + (1|maskID)",0.0690611601838668,0.999937631057378,"ARL4D","379"
"ARL5A_18414.26",0.454784758773455," ~ Study_group + (1|maskID)",-0.0334229970545867,0.999937631057378,"ARL5A","26225"
"ARL6_18415.16",0.19488222470443," ~ Study_group + (1|maskID)",-0.746471441997638,0.999937631057378,"ARL6","84100"
"ARL9_18416.3",0.492165109649829," ~ Study_group + (1|maskID)",0.0194155912075969,0.999937631057378,"ARL9","132946"
"AS3MT_18417.3",0.55162907448173," ~ Study_group + (1|maskID) + Age",-0.0421536239200191,0.999937631057378,"AS3MT","57412"
"p16.ARC_18419.20",0.75998556192193," ~ Study_group + (1|maskID)",-0.0337226473701396,0.999937631057378,"p16-ARC","10092"
"ERG19_18422.41",0.708377786363176," ~ Study_group + (1|maskID)",-0.0278452212750171,0.999937631057378,"ERG19","4597"
"Cadherin.E_18429.10",0.236060426385991," ~ Study_group + (1|maskID)",0.0962480792787221,0.999937631057378,"Cadherin E","999"
"RALB_18432.32",0.318646225131528," ~ Study_group + (1|maskID)",-0.24951874183494,0.999937631057378,"RALB","5899"
"TBPL1_18434.141",0.176953697759682," ~ Study_group + (1|maskID)",-0.0948106306063542,0.999937631057378,"TBPL1","9519"
"UBX2B_18435.40",0.424590442673994," ~ Study_group + (1|maskID)",-0.076569465497039,0.999937631057378,"UBX2B","137886"
"PPIG_18449.33",0.426890830218581," ~ Study_group + (1|maskID)",-0.0886851992648042,0.999937631057378,"PPIG","9360"
"PGES2_18458.4",0.232885487685782," ~ Study_group + (1|maskID)",-0.0985300715020793,0.999937631057378,"PGES2","80142"
"MSS4_18483.36",0.384698243451022," ~ Study_group + (1|maskID) + Prednisone",-0.0874773570615921,0.999937631057378,"MSS4","5877"
"DD19A_18813.15",0.887034905038249," ~ Study_group + (1|maskID)",-0.0247993719390635,0.999937631057378,"DD19A","55308"
"Activin.AC_18814.21",0.478153459387648," ~ Study_group + (1|maskID)",0.0831798410968528,0.999937631057378,"Activin AC","3624|3626"
"CBX1_18817.50",0.820170479103438," ~ Study_group + (1|maskID)",0.0189176988144025,0.999937631057378,"CBX1","10951"
"PPIC_18819.21",0.526985760190806," ~ Study_group + (1|maskID)",-0.0838909901215616,0.999937631057378,"PPIC","5480"
"C4a_18821.9",0.218810002141346," ~ Study_group + (1|maskID)",-0.212846043367623,0.999937631057378,"C4a","720|100293534"
"H2B3B_18823.52",0.299117091141188," ~ Study_group + (1|maskID) + Prednisone",0.376862955465536,0.999937631057378,"H2B3B","128312"
"IF4A2_18824.7",0.806409409504865," ~ Study_group + (1|maskID)",-0.024884123807594,0.999937631057378,"IF4A2","1974"
"IF4A1_18829.4",0.931277150281334," ~ Study_group + (1|maskID)",-0.00869482421141436,0.999937631057378,"IF4A1","1973"
"Omentin_18830.1",0.549137621194576," ~ Study_group + (1|maskID) + Age",-0.0756379009386897,0.999937631057378,"Omentin","55600"
"LRIG1_18831.6",0.0171163192922834," ~ Study_group + (1|maskID) + Sex",-0.279095228333204,0.999937631057378,"LRIG1","26018"
"SAA2_18832.65",0.174062172284947," ~ Study_group + (1|maskID)",-0.612115262792481,0.999937631057378,"SAA2","6289"
"PEA15_18833.76",0.432763327045994," ~ Study_group + (1|maskID)",0.0791395248933596,0.999937631057378,"PEA15","8682"
"SGTB_18837.9",0.143074600923257," ~ Study_group + (1|maskID)",-0.0535100085769773,0.999937631057378,"SGTB","54557"
"Thyroglobulin_18839.24",0.231840006978794," ~ Study_group + (1|maskID)",-0.306539167996955,0.999937631057378,"Thyroglobulin","7038"
"SH21B_18840.205",0.397189951514182," ~ Study_group + (1|maskID)",-0.0722187262890639,0.999937631057378,"SH21B","117157"
"SPB13_18841.1",0.513966949135949," ~ Study_group + (1|maskID)",0.0943597008394896,0.999937631057378,"SPB13","5275"
"UB2D2_18842.24",0.174631949238657," ~ Study_group + (1|maskID)",-0.296923122265183,0.999937631057378,"UB2D2","7322"
"X4EBP3_18859.7",0.402123095321826," ~ Study_group + (1|maskID) + Age + Prednisone",-1.14922662989077,0.999937631057378,"4EBP3","8637"
"CaMKK.alpha_18860.2",0.457528953243109," ~ Study_group + (1|maskID)",0.0995111356149545,0.999937631057378,"CaMKK alpha","84254"
"CHST2_18863.176",0.5570621445663," ~ Study_group + (1|maskID)",-0.0208507806907178,0.999937631057378,"CHST2","9435"
"TRY3_18864.7",0.219593059076245," ~ Study_group + (1|maskID)",-0.200174277286623,0.999937631057378,"TRY3","5646"
"CANB2_18866.8",0.290441472488344," ~ Study_group + (1|maskID)",-0.138835576875859,0.999937631057378,"CANB2","5535"
"CBX3_18868.7",0.900985417076476," ~ Study_group + (1|maskID)",-0.00985211392013136,0.999937631057378,"CBX3","11335"
"CD3E_18870.1",0.0861471669519931," ~ Study_group + (1|maskID)",-0.144830242801759,0.999937631057378,"CD3E","916"
"AIF1L_18871.24",0.795370663796458," ~ Study_group + (1|maskID)",0.0159164856555687,0.999937631057378,"AIF1L","83543"
"CEAM8_18873.8",0.111976104602163," ~ Study_group + (1|maskID)",0.177677535653712,0.999937631057378,"CEAM8","1088"
"CEBPA_18874.66",0.227420115732821," ~ Study_group + (1|maskID)",0.0558538335140922,0.999937631057378,"CEBPA","1050"
"Chondrocalcin_18875.125",0.894279547555314," ~ Study_group + (1|maskID)",-0.0233597728568225,0.999937631057378,"Chondrocalcin","1280"
"CHST4_18876.77",0.0482317398725838," ~ Study_group + (1|maskID)",0.0699574131198078,0.999937631057378,"CHST4","10164"
"CNN2_18877.15",0.731693892854831," ~ Study_group + (1|maskID)",-0.0343215232826582,0.999937631057378,"CNN2","1265"
"GREM1_18878.15",0.334744524923963," ~ Study_group + (1|maskID)",0.560475182066056,0.999937631057378,"GREM1","26585"
"Collagen.Type.III_18880.81",0.267871534159214," ~ Study_group + (1|maskID)",-0.128939274500958,0.999937631057378,"Collagen Type III","1281"
"CD97_18881.7",0.804550973696363," ~ Study_group + (1|maskID) + Age",0.0208137922118445,0.999937631057378,"CD97","976"
"CSTN2_18882.7",0.17338899578393," ~ Study_group + (1|maskID) + Age",0.0924464222498033,0.999937631057378,"CSTN2","64084"
"DEST_18883.4",0.757587358035577," ~ Study_group + (1|maskID)",0.0355592864410051,0.999937631057378,"DEST","11034"
"DNJB4_18884.22",0.110915496029209," ~ Study_group + (1|maskID)",0.136259216085253,0.999937631057378,"DNJB4","11080"
"DSCL1_18886.28",0.271698643985334," ~ Study_group + (1|maskID)",-0.150402935072874,0.999937631057378,"DSCL1","57453"
"ENTP2_18887.7",0.864997178969999," ~ Study_group + (1|maskID)",0.0114638036743047,0.999937631057378,"ENTP2","954"
"FBP12_18888.37",0.770757014497203," ~ Study_group + (1|maskID)",0.03554140374291,0.999937631057378,"FBP12","646486"
"Fibrinogen.B_18890.227",0.766656766297527," ~ Study_group + (1|maskID)",-0.0484760599699536,0.999937631057378,"Fibrinogen B","2244"
"GBP2_18891.98",0.347508923015387," ~ Study_group + (1|maskID)",0.126812819917486,0.999937631057378,"GBP2","2634"
"GPC4_18892.48",0.138525848791509," ~ Study_group + (1|maskID)",-0.21817505858485,0.999937631057378,"GPC4","2239"
"GPR56_18893.26",0.309298764915426," ~ Study_group + (1|maskID) + Age",-0.29685981056884,0.999937631057378,"GPR56","9289"
"GPX2_18894.1",0.301867402524425," ~ Study_group + (1|maskID)",-0.862267063125091,0.999937631057378,"GPX2","2877"
"GSTM4_18895.54",0.0367016647043648," ~ Study_group + (1|maskID)",-0.287404649042786,0.999937631057378,"GSTM4","2948"
"H6ST3_18896.23",0.244451393941004," ~ Study_group + (1|maskID) + Smoking",0.0710554651576636,0.999937631057378,"H6ST3","266722"
"HDAC2_18897.31",0.608709021229065," ~ Study_group + (1|maskID)",0.0761373787214795,0.999937631057378,"HDAC2","3066"
"HDGL1_18898.36",0.952923028211993," ~ Study_group + (1|maskID) + Age",-0.0039351203497848,0.999937631057378,"HDGL1","154150"
"HDGR3_18899.82",0.702734772104876," ~ Study_group + (1|maskID) + Age",-0.0247548715495203,0.999937631057378,"HDGR3","50810"
"H.ras..WT._18900.37",0.43058611755992," ~ Study_group + (1|maskID)",-0.0617912867895994,0.999937631057378,"H-ras (WT)","3265"
"HS71B_18901.26",0.150445332535031," ~ Study_group + (1|maskID)",-0.203705940340993,0.999937631057378,"HS71B","3303"
"KCC4_18904.23",0.23773380995631," ~ Study_group + (1|maskID)",-0.0800140307527206,0.999937631057378,"KCC4","814"
"Keratin.16_18905.5",0.0986769041256057," ~ Study_group + (1|maskID)",-0.0997918330888821,0.999937631057378,"Keratin-16","3868"
"KI3L1_18907.97",0.233326639665023," ~ Study_group + (1|maskID)",-0.153634978903956,0.999937631057378,"KI3L1","3811"
"EXOS8_18909.11",0.0471870202238488," ~ Study_group + (1|maskID)",-0.139958078714013,0.999937631057378,"EXOS8","11340"
"LIN7A_18910.45",0.578037174313875," ~ Study_group + (1|maskID)",0.0587584385820312,0.999937631057378,"LIN7A","8825"
"Cyclin.H_18913.3",0.718130876909626," ~ Study_group + (1|maskID) + Smoking",-0.0122345134310175,0.999937631057378,"Cyclin H","902"
"PAFA2_18914.188",0.842566867791014," ~ Study_group + (1|maskID)",-0.0139044003846037,0.999937631057378,"PAFA2","5051"
"Inosine.triphosphatase_18916.25",0.809128276650773," ~ Study_group + (1|maskID)",0.0215804019136107,0.999937631057378,"Inosine triphosphatase","3704"
"Pancreatic.alpha.amylase_18917.53",0.617477219261473," ~ Study_group + (1|maskID)",0.0448286896572899,0.999937631057378,"Pancreatic alpha-amylase","279"
"PDE4A_18918.86",0.138567911058475," ~ Study_group + (1|maskID)",-0.0950256605870902,0.999937631057378,"PDE4A","5141"
"PHEX_18921.30",0.76968305499543," ~ Study_group + (1|maskID)",0.0103314880684975,0.999937631057378,"PHEX","5251"
"CD68_18922.27",0.648319327257673," ~ Study_group + (1|maskID)",-0.041287010249275,0.999937631057378,"CD68","968"
"Proteasome.subunit.alpha.type.5_18925.24",0.325947858659561," ~ Study_group + (1|maskID)",0.124946026885179,0.999937631057378,"Proteasome subunit alpha type 5","5686"
"PSA3_18926.7",0.56319137483116," ~ Study_group + (1|maskID) + Smoking",-0.0165660512715117,0.999937631057378,"PSA3","5684"
"RET1G_18927.14",0.143734290286376," ~ Study_group + (1|maskID)",-0.0949854967064731,0.999937631057378,"RET1G","353091"
"S100Z_18928.10",0.691844257248232," ~ Study_group + (1|maskID) + Smoking",-0.0127480361962969,0.999937631057378,"S100Z","170591"
"SLIT2_18930.28",0.520210316223878," ~ Study_group + (1|maskID) + Age + Smoking",-0.0785552470739295,0.999937631057378,"SLIT2","9353"
"SLIT3_18931.40",0.761556047044776," ~ Study_group + (1|maskID)",-0.0293814288385202,0.999937631057378,"SLIT3","6586"
"NMNA1_18932.84",0.321909234315971," ~ Study_group + (1|maskID)",0.0728600134632691,0.999937631057378,"NMNA1","64802"
"TGM4_18933.4",0.365910690677665," ~ Study_group + (1|maskID)",0.594144560610624,0.999937631057378,"TGM4","7047"
"Tissue.transglutaminase_18934.50",0.217118823591217," ~ Study_group + (1|maskID)",-0.212759941737173,0.999937631057378,"Tissue transglutaminase","7052"
"TLR5_18935.14",0.431691530756112," ~ Study_group + (1|maskID)",-0.0624026818445172,0.999937631057378,"TLR5","7100"
"VLDLR_18938.3",0.534372943796403," ~ Study_group + (1|maskID)",-0.0528638027784668,0.999937631057378,"VLDLR","7436"
"PSB9_18942.11",0.732821946557504," ~ Study_group + (1|maskID)",-0.0363616446515756,0.999937631057378,"PSB9","5698"
"PTGR2_18943.4",0.0789854594852706," ~ Study_group + (1|maskID)",-0.382827708643647,0.999937631057378,"PTGR2","145482"
"RGS1_18945.11",0.232733040268845," ~ Study_group + (1|maskID) + Age",0.145096159192343,0.999937631057378,"RGS1","5996"
"LRC3B_18947.3",0.124279900266106," ~ Study_group + (1|maskID)",-0.133842151449191,0.999937631057378,"LRC3B","116135"
"RAC2_18950.13",0.717975216827393," ~ Study_group + (1|maskID)",0.0686981390180457,0.999937631057378,"RAC2","5880"
"MECP2_19108.50",0.744947731423988," ~ Study_group + (1|maskID)",0.0101402268003478,0.999937631057378,"MECP2","4204"
"TCAL8_19109.32",0.425676282739933," ~ Study_group + (1|maskID)",-0.0499031627694937,0.999937631057378,"TCAL8","90843"
"MEMO1_19110.6",0.493883100902123," ~ Study_group + (1|maskID)",-0.0605920818921939,0.999937631057378,"MEMO1","51072"
"UBC12_19111.10",0.747035461411513," ~ Study_group + (1|maskID)",0.0133901764563379,0.999937631057378,"UBC12","9040"
"TCAL3_19112.2",0.360083957921379," ~ Study_group + (1|maskID)",-0.0393017848665337,0.999937631057378,"TCAL3","85012"
"SH3L2_19113.66",0.893607578324589," ~ Study_group + (1|maskID)",-0.0258426080378895,0.999937631057378,"SH3L2","83699"
"KITM_19114.8",0.405588495148344," ~ Study_group + (1|maskID)",-0.19021204571546,0.999937631057378,"KITM","7084"
"CMBL_19115.13",0.927755963941076," ~ Study_group + (1|maskID)",-0.00511658370763269,0.999937631057378,"CMBL","134147"
"MUTED_19116.1",0.301989788555201," ~ Study_group + (1|maskID)",0.193618988197167,0.999937631057378,"MUTED","63915"
"PP14A_19117.3",0.942587192235499," ~ Study_group + (1|maskID) + Age",0.00477512559123872,0.999937631057378,"PP14A","94274"
"OSTF1_19118.47",0.259232794568057," ~ Study_group + (1|maskID)",0.207211911470514,0.999937631057378,"OSTF1","26578"
"DDIT3_19119.10",0.204099152768134," ~ Study_group + (1|maskID)",-0.0660016850452675,0.999937631057378,"DDIT3","1649"
