Protein,Nominal_pvalue,formula,Active_mean,Inactive_mean,fold_change,adjusted_pvalue,Target,Entrez
Vimentin_15540.6,0.68030483, ~ Study_group + (1|maskID),4437.105074,4030.37187,0.13870576,0.999937631,Vimentin,7431
KCRU_15542.19,0.188893972, ~ Study_group + (1|maskID),24341.29815,27711.60663,-0.187084245,0.999937631,KCRU,1159
kallikrein.14_15544.25,0.617740776, ~ Study_group + (1|maskID),3119.498593,2939.78437,0.08560382,0.999937631,kallikrein 14,43847
Calcineurin.B.a_15545.13,0.756924033, ~ Study_group + (1|maskID),6443.368648,6557.304889,-0.025287837,0.999937631,Calcineurin B a,5534
SERA_15548.35,0.07363401, ~ Study_group + (1|maskID),1331.619056,1152.577296,0.208317914,0.999937631,SERA,26227
ACES_15553.22,0.146564928, ~ Study_group + (1|maskID),577.2096667,625.6263148,-0.116205735,0.999937631,ACES,43
Alpha.amylase.2B_15556.49,0.50409421, ~ Study_group + (1|maskID),1586.910463,1512.966815,0.068840386,0.999937631,Alpha-amylase 2B,280
AMPE_15558.63,0.690520537, ~ Study_group + (1|maskID),3607.088519,3743.283167,-0.05346936,0.999937631,AMPE,2028
ANTR2_15559.5,0.098473285, ~ Study_group + (1|maskID),7191.803926,6110.91463,0.234965362,0.999937631,ANTR2,118429
Apo.TC.II_15560.52,0.045523908, ~ Study_group + (1|maskID),73809.40615,63203.92985,0.223790419,0.999937631,Apo-TC II,6948
BGLR_15562.24,0.419919074, ~ Study_group + (1|maskID),2527.383944,2366.573889,0.09484488,0.999937631,BGLR,2990
CA125_15565.102,0.143942469, ~ Study_group + (1|maskID),86.23242593,81.96398148,0.073240401,0.999937631,CA125,94025
Calponin.1_15566.10,0.591444551, ~ Study_group + (1|maskID),2849.208019,2815.270667,0.017287323,0.999937631,Calponin-1,1264
CD3.zeta_15567.2,0.855553775, ~ Study_group + (1|maskID),398.3641111,396.3272778,0.007395414,0.999937631,CD3-zeta,919
Collagen.II_15569.15,0.024010974, ~ Study_group + (1|maskID),508.6363333,553.8008889,-0.122732848,0.999937631,Collagen II,1280
Complement.receptor.type.2_15570.99,0.453931701, ~ Study_group + (1|maskID),4283.369778,4637.53737,-0.114612679,0.999937631,Complement receptor type 2,1380
CSPG3_15573.110,0.105002267, ~ Study_group + (1|maskID) + Smoking,3380.768204,3018.815926,0.163368313,0.999937631,CSPG3,1463
Cyclin.A_15574.37,0.635215108, ~ Study_group + (1|maskID),730.6630556,750.9897963,-0.039587044,0.999937631,Cyclin A,890
ECP_15576.158,0.64296157, ~ Study_group + (1|maskID),28650.06096,27322.26148,0.068461307,0.999937631,ECP,6037
ENPP6_15579.26,0.417621345, ~ Study_group + (1|maskID),882.7796111,745.128463,0.244564136,0.999937631,ENPP6,133121
EPHA7_15580.2,0.398960831, ~ Study_group + (1|maskID),834.7082407,900.2688704,-0.109083921,0.999937631,EPHA7,2045
FANK1_15581.16,0.953423194, ~ Study_group + (1|maskID),356.3223519,358.5232593,-0.008883731,0.999937631,FANK1,92565
FCN1_15582.25,0.806337015, ~ Study_group + (1|maskID),8499.332778,8577.899481,-0.01327482,0.999937631,FCN1,2219
FCRLB_15583.18,0.954066316, ~ Study_group + (1|maskID),499.2006296,497.0607963,0.006197433,0.999937631,FCRLB,127943
FHR2_15584.9,0.033957193, ~ Study_group + (1|maskID),11669.79326,13567.45259,-0.217370865,0.999937631,FHR2,3080
fibulin.5_15585.304,0.128032401, ~ Study_group + (1|maskID) + Age,7122.309037,7930.293481,-0.155029222,0.999937631,fibulin 5,10516
FOLR2_15587.20,0.021471344, ~ Study_group + (1|maskID) + Age,711.3121852,882.1028519,-0.310464004,0.999937631,FOLR2,2350
galactosidase..alpha_15588.17,0.34478343, ~ Study_group + (1|maskID),1938.409352,1787.843907,0.116652487,0.999937631,"galactosidase, alpha",2717
Gc.Globulin..Mixed.Type_15589.1,0.696345683, ~ Study_group + (1|maskID),22943.54793,23439.50952,-0.030853878,0.999937631,"Gc-Globulin, Mixed Type",2638
Glutathione.peroxidase_15591.28,0.387314593, ~ Study_group + (1|maskID) + Age,3802.663889,3449.331556,0.140693617,0.999937631,Glutathione peroxidase,2876
HTRA1_15594.47,0.298507333, ~ Study_group + (1|maskID),22683.63167,24634.22026,-0.119012172,0.999937631,HTRA1,5654
HEXI1_15596.7,0.921559982, ~ Study_group + (1|maskID),3654.673111,3611.218833,0.017256524,0.999937631,HEXI1,10614
IL.6.sRa_15602.43,0.354435799, ~ Study_group + (1|maskID),6550.781148,4244.942778,0.625921845,0.999937631,IL-6 sRa,3570
Integrin.alpha.2_15603.20,0.642218009, ~ Study_group + (1|maskID),470.379537,454.5048519,0.049529605,0.999937631,Integrin alpha-2,3673
JNK2_15604.18,0.747258293, ~ Study_group + (1|maskID),5214.205407,5278.573481,-0.017700681,0.999937631,JNK2,5601
Keratin.19_15606.19,0.781380821, ~ Study_group + (1|maskID),2009.277111,2112.646463,-0.072374814,0.999937631,Keratin 19,3880
KPYR_15607.56,0.978867217, ~ Study_group + (1|maskID),3086.316907,3078.133167,0.00383056,0.999937631,KPYR,5313
KS6B1_15608.5,0.809691445, ~ Study_group + (1|maskID),649.825963,639.606537,0.022868702,0.999937631,KS6B1,6198
LAP_15610.72,0.992150326, ~ Study_group + (1|maskID),3281.430722,3278.344481,0.001357517,0.999937631,LAP,51056
LIN7B_15612.5,0.950813042, ~ Study_group + (1|maskID),511.546537,513.7472222,-0.006193196,0.999937631,LIN7B,64130
LIPP_15613.16,0.861300259, ~ Study_group + (1|maskID),1241.177407,1222.814796,0.021503427,0.999937631,LIPP,5406
LIRA2_15614.168,0.598817718, ~ Study_group + (1|maskID) + Age,6324.607926,6635.636407,-0.06925879,0.999937631,LIRA2,11027
LIRB3_15615.8,0.424802314, ~ Study_group + (1|maskID),1214.539074,1265.767648,-0.059603694,0.999937631,LIRB3,102725035
lymphotactin.beta_15617.8,0.363245234, ~ Study_group + (1|maskID),2637.399444,2478.07487,0.089896313,0.999937631,lymphotactin beta,6846
MOG_15619.49,0.666831968, ~ Study_group + (1|maskID) + Age,194.493537,192.3647778,0.015877552,0.999937631,MOG,4340
NLGN1_15620.4,0.246453375, ~ Study_group + (1|maskID) + Age + Smoking,1427.067889,1346.580926,0.083753034,0.999937631,NLGN1,22871
OBCAM_15622.13,0.214064844, ~ Study_group + (1|maskID),2353.44187,2052.116019,0.197659922,0.999937631,OBCAM,4978
PD.1_15623.1,0.950812661, ~ Study_group + (1|maskID),689.9493333,692.32,-0.004948605,0.999937631,PD-1,5133
Perlecan_15626.223,0.91767448, ~ Study_group + (1|maskID) + Smoking,1580.43213,1588.317519,-0.007180267,0.999937631,Perlecan,3339
PKB_15627.83,0.999681179, ~ Study_group + (1|maskID),8307.0215,8306.684574,5.85E-05,0.999937631,PKB,207
PSG1_15631.18,0.456292237, ~ Study_group + (1|maskID),384.8203519,403.1644444,-0.067183311,0.999937631,PSG1,5669
RBP_15633.6,0.946407582, ~ Study_group + (1|maskID),5140.477185,5104.778185,0.010054016,0.999937631,RBP,5950
SLIT1_15634.139,0.352330707, ~ Study_group + (1|maskID),315.6022778,310.7483519,0.022360878,0.999937631,SLIT1,6585
SMOC2_15635.4,0.072348222, ~ Study_group + (1|maskID) + Sex,989.5087407,1099.2665,-0.151756831,0.999937631,SMOC2,64094
SORC1_15636.49,0.382437221, ~ Study_group + (1|maskID) + Age + Smoking,575.5213148,557.4335556,0.04606951,0.999937631,SORC1,114815
SORC3_15637.38,0.566651812, ~ Study_group + (1|maskID),294.868537,304.541463,-0.04656677,0.999937631,SORC3,22986
TAGL_15640.54,0.988639236, ~ Study_group + (1|maskID) + Age,3512.584963,3556.676185,-0.017996509,0.999937631,TAGL,6876
TEFF1_15641.20,0.753717597, ~ Study_group + (1|maskID),886.1729815,892.2917222,-0.009927115,0.999937631,TEFF1,100526694
Biotinidase_15644.1,0.880061345, ~ Study_group + (1|maskID),2582.869056,2555.986407,0.01509434,0.999937631,Biotinidase,686
COAA1_15653.9,0.071101147, ~ Study_group + (1|maskID) + Methotrexate,441.3682037,482.6282593,-0.128929691,0.999937631,COAA1,1300
BMP.2_15666.21,0.247087162, ~ Study_group + (1|maskID) + Smoking,261.7953889,255.779037,0.033541657,0.999937631,BMP-2,650
BMP.4_15667.39,0.789724366, ~ Study_group + (1|maskID) + Methotrexate,980.9990926,1013.360537,-0.046823846,0.999937631,BMP-4,652
BMP.8_15668.19,0.366407052, ~ Study_group + (1|maskID),1940.444481,2018.284333,-0.056742277,0.999937631,BMP-8,656
BRAF1_15669.7,0.267967765, ~ Study_group + (1|maskID),1274.724593,1322.870389,-0.053486134,0.999937631,BRAF1,673
C1QL2_15670.15,0.320441645, ~ Study_group + (1|maskID),872.1993889,918.0449815,-0.073906864,0.999937631,C1QL2,165257
CD79A_15674.3,0.095302191, ~ Study_group + (1|maskID),1112.274963,1337.633111,-0.266168987,0.999937631,CD79A,973
CEBPB_15675.3,0.236845952, ~ Study_group + (1|maskID),1934.546759,2376.246074,-0.296688643,0.999937631,CEBPB,1051
DKK2_15678.71,0.736868192, ~ Study_group + (1|maskID),16979.12815,17416.50304,-0.036692602,0.999937631,DKK2,27123
INHBC_15686.49,0.384272103, ~ Study_group + (1|maskID),1452.217167,1385.986685,0.067343814,0.999937631,INHBC,3626
Mannose.binding.lectin_15688.30,0.323415961, ~ Study_group + (1|maskID),460.1500556,502.2592222,-0.126327747,0.999937631,Mannose-binding lectin,3998
NODAL_15692.300,0.228521489, ~ Study_group + (1|maskID),316.5655185,341.1853519,-0.108051588,0.999937631,NODAL,4838
PgR_15693.9,0.532882611, ~ Study_group + (1|maskID),10516.97565,11252.30385,-0.097500526,0.999937631,PgR,5241
TXLNA_15698.6,0.201084639, ~ Study_group + (1|maskID),262.5244444,274.5935741,-0.064846102,0.999937631,TXLNA,200081
ALT_16015.19,0.78035356, ~ Study_group + (1|maskID),10085.30207,10296.38889,-0.029884153,0.999937631,ALT,2875
Cadherin.8_16021.30,0.153199079, ~ Study_group + (1|maskID),916.6532037,1053.50013,-0.200742563,0.999937631,Cadherin-8,1006
VEGF.sR3_16035.8,0.910492259, ~ Study_group + (1|maskID) + Smoking,8031.688481,7925.410574,0.019217638,0.999937631,VEGF sR3,2324
SHC1.PID_16043.30,0.909725628, ~ Study_group + (1|maskID),4970.063074,5019.622352,-0.014314667,0.999937631,SHC1:PID,6464
OLR1_16049.43,0.677420425, ~ Study_group + (1|maskID) + Age,1393.2105,1505.058296,-0.111406118,0.999937631,OLR1,4973
complement.factor.H.related.5_16055.3,0.19490481, ~ Study_group + (1|maskID),70163.6583,76074.35533,-0.116686232,0.999937631,complement factor H-related 5,81494
IGF.II.receptor_16057.6,0.641719967, ~ Study_group + (1|maskID),8477.045185,8704.016889,-0.038119879,0.999937631,IGF-II receptor,3482
NID2_16060.99,0.164012303, ~ Study_group + (1|maskID),3124.501037,3326.17913,-0.090240047,0.999937631,NID2,22795
WIF.1_16070.7,0.245396894, ~ Study_group + (1|maskID) + Sex,1237.788556,1552.304481,-0.326646679,0.999937631,WIF-1,11197
GRB2.related.adapter.protein.2_16074.12,0.177719288, ~ Study_group + (1|maskID),1623.417333,1774.776074,-0.128603087,0.999937631,GRB2-related adapter protein 2,9402
TEC_16079.2,0.904996634, ~ Study_group + (1|maskID),3331.692481,3346.557741,-0.006422662,0.999937631,TEC,7006
Aldose.reductase.like_16081.38,0.670639643, ~ Study_group + (1|maskID),5605.852407,5342.434259,0.069436511,0.999937631,Aldose reductase-like,57016
EPHA4_16288.17,0.606899886, ~ Study_group + (1|maskID),19832.52715,19137.48674,0.051467146,0.999937631,EPHA4,2043
GIP_16292.288,0.207225028, ~ Study_group + (1|maskID),1793.702407,2035.00213,-0.182089751,0.999937631,GIP,2695
Growth.hormone.releasing.factor_16293.1,0.100301295, ~ Study_group + (1|maskID),1187.214722,1367.3925,-0.20384653,0.999937631,Growth hormone-releasing factor,2691
LGR5_16296.43,0.438243469, ~ Study_group + (1|maskID) + Methotrexate,857.3606852,924.477,-0.108735164,0.999937631,LGR5,8549
ROBO4_16297.14,0.531878702, ~ Study_group + (1|maskID),316.4306111,324.7406296,-0.037398726,0.999937631,ROBO4,54538
sPLA.2..IID_16298.84,0.763085496, ~ Study_group + (1|maskID) + Age,178.6555556,185.7503519,-0.056184166,0.999937631,sPLA(2)-IID,26279
TIGIT_16299.13,0.116101085, ~ Study_group + (1|maskID),806.4967963,874.6356296,-0.117013318,0.999937631,TIGIT,201633
TREM2_16300.4,0.894538488, ~ Study_group + (1|maskID) + Age,21594.53907,22093.66111,-0.032965982,0.999937631,TREM2,54209
SPLC2_16302.11,0.596773044, ~ Study_group + (1|maskID),1175.696185,1368.62637,-0.219213353,0.999937631,SPLC2,140683
LGR4_16304.6,0.677644657, ~ Study_group + (1|maskID),1319.089907,1288.854333,0.033453681,0.999937631,LGR4,55366
Cadherin.11.ECD_16305.10,0.76058117, ~ Study_group + (1|maskID) + Prednisone,2403.176111,2199.17313,0.127981192,0.999937631,Cadherin-11:ECD,1009
UNC5H4_16307.22,0.271536686, ~ Study_group + (1|maskID) + Smoking,1357.666074,1282.431407,0.082247021,0.999937631,UNC5H4,137970
BTLA_16308.14,0.086700222, ~ Study_group + (1|maskID),1838.937426,2044.019111,-0.152536296,0.999937631,BTLA,151888
Soggy.1_16309.30,0.321822963, ~ Study_group + (1|maskID),975.6314259,1373.254944,-0.493191352,0.999937631,Soggy-1,27120
Cadherin.6_16312.45,0.765417453, ~ Study_group + (1|maskID),687.7749074,696.0350185,-0.01722341,0.999937631,Cadherin-6,1004
VEGF.sR1_16315.105,0.178635769, ~ Study_group + (1|maskID),585.3843333,557.5542407,0.070271973,0.999937631,VEGF sR1,2321
Desmoglein.3_16317.20,0.705796489, ~ Study_group + (1|maskID),3640.717463,3460.439333,0.073267573,0.999937631,Desmoglein-3,1830
ALK.1_16318.12,0.711451198, ~ Study_group + (1|maskID) + Age,362.1671296,367.1197407,-0.01959508,0.999937631,ALK-1,94
CD320_16320.139,0.328152883, ~ Study_group + (1|maskID),1149.649093,1253.761759,-0.125069658,0.999937631,CD320,51293
PACAP_16322.10,0.244143093, ~ Study_group + (1|maskID) + Age,10016.45774,11259.77348,-0.168805406,0.999937631,PACAP,51237
NRX3A_16323.8,0.136080764, ~ Study_group + (1|maskID) + Age,5835.063352,5038.133278,0.211859032,0.999937631,NRX3A,9369
TLR1.ECD_16324.38,0.966368119, ~ Study_group + (1|maskID),696.602037,695.8214444,0.00161755,0.999937631,TLR1:ECD,7096
HMGA1_16536.3,0.235723508, ~ Study_group + (1|maskID) + Prednisone,922.2683704,558.8722407,0.722668103,0.999937631,HMGA1,3159
STA5B_16551.14,0.193861682, ~ Study_group + (1|maskID),1285.931148,1494.911722,-0.217246893,0.999937631,STA5B,6777
MYOC_16558.2,0.912129557, ~ Study_group + (1|maskID) + Sex,2113.015352,2132.662981,-0.01335275,0.999937631,MYOC,4653
Alpha.1B.glycoprotein_16561.9,0.182685956, ~ Study_group + (1|maskID),1794.50437,1892.714185,-0.076871132,0.999937631,Alpha-1B-glycoprotein,1
AP4A_16583.8,0.992630012, ~ Study_group + (1|maskID),4531.974241,4536.564648,-0.001460557,0.999937631,AP4A,318
B3GN4_16585.16,0.111938393, ~ Study_group + (1|maskID),355.3092778,381.3741296,-0.102131622,0.999937631,B3GN4,79369
Beta.casein_16587.1,0.193921758, ~ Study_group + (1|maskID),293.9757222,332.5942963,-0.178066412,0.999937631,Beta-casein,1447
BiP_16588.10,0.380859316, ~ Study_group + (1|maskID) + Age,11929.721,13693.62381,-0.198943982,0.999937631,BiP,3309
CHIA_16591.71,0.577664758, ~ Study_group + (1|maskID),1084.66987,1133.586389,-0.063638329,0.999937631,CHIA,27159
FADD_16593.3,0.175240356, ~ Study_group + (1|maskID),3641.246148,4381.887889,-0.267120303,0.999937631,FADD,8772
FAIM1_16594.44,0.28883271, ~ Study_group + (1|maskID),539.1515,565.1285556,-0.067888366,0.999937631,FAIM1,55179
GLRX3_16596.25,0.689801816, ~ Study_group + (1|maskID),5996.764093,5777.155833,0.053824809,0.999937631,GLRX3,10539
GLRX5_16597.11,0.251489736, ~ Study_group + (1|maskID),282.6247593,357.0928333,-0.337411322,0.999937631,GLRX5,51218
GPN1_16599.38,0.258657168, ~ Study_group + (1|maskID),785.0348333,978.8376481,-0.318312921,0.999937631,GPN1,11321
C1T9A_16605.2,0.754192954, ~ Study_group + (1|maskID),540.0909074,534.9703704,0.013743271,0.999937631,C1T9A,338872
Aldose.reductase_16606.85,0.105350991, ~ Study_group + (1|maskID),9014.79763,9434.801481,-0.065697057,0.999937631,Aldose reductase,231
Gelsolin_16607.78,0.095884661, ~ Study_group + (1|maskID),103171.5733,98002.48852,0.074155234,0.999937631,Gelsolin,2934
KIRR2_16609.106,0.209563875, ~ Study_group + (1|maskID),314.5068519,329.8658333,-0.068787907,0.999937631,KIRR2,84063
LRP10_16610.13,0.741287421, ~ Study_group + (1|maskID) + Age + Smoking,5866.318463,6028.274241,-0.039289658,0.999937631,LRP10,26020
SDC3_16612.28,0.469564407, ~ Study_group + (1|maskID),2234.611148,2323.45263,-0.056246426,0.999937631,SDC3,9672
CAD17_16613.3,0.812379199, ~ Study_group + (1|maskID) + Smoking,5109.151111,4915.792963,0.055659451,0.999937631,CAD17,1015
RSPO1_16614.27,0.452916296, ~ Study_group + (1|maskID) + Age,2445.670056,2226.861111,0.135218203,0.999937631,RSPO1,284654
ENOB_16616.137,0.305969724, ~ Study_group + (1|maskID),1848.997426,1661.585759,0.15418246,0.999937631,ENOB,2027
Caspase.14_16617.14,0.288993884, ~ Study_group + (1|maskID),687.2333333,1298.644111,-0.9181342,0.999937631,Caspase-14,23581
CD69_16618.7,0.461565882, ~ Study_group + (1|maskID),243.4141296,266.4377778,-0.130385739,0.999937631,CD69,969
LY75_16620.26,0.297788362, ~ Study_group + (1|maskID) + Smoking,5650.452444,6162.037204,-0.125041001,0.999937631,LY75,100526664
AIBP_16621.77,0.60208999, ~ Study_group + (1|maskID),4739.329519,4665.0585,0.0227878,0.999937631,AIBP,128240
Activin.B_16746.12,0.408705439, ~ Study_group + (1|maskID),1516.124519,1582.88987,-0.062172637,0.999937631,Activin B,3625
BMP.3_16748.1,0.589967924, ~ Study_group + (1|maskID),2413.599556,2357.221148,0.034099221,0.999937631,BMP-3,651
BMP.3b_16749.79,0.311566704, ~ Study_group + (1|maskID),2085.046167,1882.260759,0.147612822,0.999937631,BMP-3b,2662
BNP_16751.15,0.33934376, ~ Study_group + (1|maskID),807.7435,507.173,0.671419292,0.999937631,BNP,4879
CO6A2_16753.46,0.476526865, ~ Study_group + (1|maskID) + Age,654.9936111,641.2977037,0.030486593,0.999937631,CO6A2,1292
CSKP_16754.40,0.821252571, ~ Study_group + (1|maskID),1072.97963,1066.196556,0.009149261,0.999937631,CSKP,8573
GDF.3_16755.195,0.700547887, ~ Study_group + (1|maskID),1444.713685,1428.41013,0.016373336,0.999937631,GDF-3,9573
GDF7_16756.30,0.439658097, ~ Study_group + (1|maskID),567.0068704,500.2857778,0.180613777,0.999937631,GDF7,151449
HDGF_16758.96,0.58072634, ~ Study_group + (1|maskID) + Prednisone,4204.525019,3989.384907,0.075776504,0.999937631,HDGF,3068
IL.26_16760.2,0.184518557, ~ Study_group + (1|maskID),3856.305833,5242.807926,-0.44312022,0.999937631,IL-26,55801
LECT2_16763.11,0.513482798, ~ Study_group + (1|maskID),13245.05144,12727.95244,0.057453097,0.999937631,LECT2,3950
PBP_16765.52,0.879698798, ~ Study_group + (1|maskID),10537.26178,10413.02644,0.017110581,0.999937631,PBP,5473
PLAK_16768.3,0.496020974, ~ Study_group + (1|maskID),722.5407222,755.3334074,-0.064034697,0.999937631,PLAK,3728
RAC3_16769.20,0.704187146, ~ Study_group + (1|maskID),1001.160148,1033.144852,-0.045369771,0.999937631,RAC3,5881
REG1B_16770.3,0.483657427, ~ Study_group + (1|maskID) + Age,29537.61774,28240.26033,0.064800087,0.999937631,REG1B,5968
SCUB3_16773.29,0.358883652, ~ Study_group + (1|maskID),502.4086296,308.6432778,0.702920875,0.999937631,SCUB3,222663
HSP.70_16780.6,0.177216887, ~ Study_group + (1|maskID) + Smoking,11266.91404,12795.93081,-0.183592676,0.999937631,HSP 70,3303
ENASE_16781.2,0.276734527, ~ Study_group + (1|maskID),492.7426111,516.7838148,-0.068726649,0.999937631,ENASE,64772
HD.5_16785.45,0.393171513, ~ Study_group + (1|maskID) + Age,3682.373537,3241.741296,0.183867017,0.999937631,HD-5,1670
Siglec.5_16792.4,0.438438173, ~ Study_group + (1|maskID) + Smoking,12529.31307,13675.359,-0.126271386,0.999937631,Siglec-5,8778
OCAD1_16802.31,0.609669219, ~ Study_group + (1|maskID),1977.893111,1877.360815,0.07525851,0.999937631,OCAD1,54940
CALB2_16803.4,0.071235405, ~ Study_group + (1|maskID) + Age,630.6038148,749.898037,-0.249960549,0.999937631,CALB2,794
PDE5A_16805.5,0.812153465, ~ Study_group + (1|maskID),33639.33878,32816.46574,0.035729476,0.999937631,PDE5A,8654
TNNT3_16807.35,0.967671417, ~ Study_group + (1|maskID),3887.86163,3879.140741,0.003239754,0.999937631,TNNT3,7140
NDKM_16809.1,0.514165296, ~ Study_group + (1|maskID),4656.363167,5043.953852,-0.115351493,0.999937631,NDKM,4833
RhoGDI_16810.3,0.858074473, ~ Study_group + (1|maskID),5407.757667,5344.860037,0.016878333,0.999937631,RhoGDI,2664
SLIM.1_16814.13,0.100640798, ~ Study_group + (1|maskID),649.5288889,684.6500185,-0.075973002,0.999937631,SLIM 1,2273
CDCP1_16818.200,0.299261409, ~ Study_group + (1|maskID) + Age,2229.801593,2494.20187,-0.161662891,0.999937631,CDCP1,64866
APOL3_16823.75,0.729581663, ~ Study_group + (1|maskID),1457.369722,1518.992222,-0.05974756,0.999937631,APOL3,80833
ATX3_16825.20,0.575655693, ~ Study_group + (1|maskID) + Age + Methotrexate,2848.654574,2742.867315,0.054595858,0.999937631,ATX3,4287
Collagen.a1.VI._16828.8,0.196184173, ~ Study_group + (1|maskID),11403.91217,12989.108,-0.187773527,0.999937631,Collagen a1(VI),1291
